cLO_pT,cLO_phi,cLO_eta,c_pT,c_phi,c_eta,chad_pT,chad_phi,chad_eta,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbar_pT,cbar_phi,cbar_eta,cbarhad_pT,cbarhad_phi,cbarhad_eta,d1_pT,d1_phi,d1_eta,d1bar_pT,d1bar_phi,d1bar_eta,d2_pT,d2_phi,d2_eta,d2bar_pT,d2bar_phi,d2bar_eta,d3_pT,d3_phi,d3_eta,d3bar_pT,d3bar_phi,d3bar_eta,d4_pT,d4_phi,d4_eta,d4bar_pT,d4bar_phi,d4bar_eta,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
1.82492,2.41549,5.23296,2.07285,3.00844,4.97853,2.20427,-2.88676,5.45618,1.82492,-0.7261,4.4973,1.49136,-1.40516,4.84296,1.02574,-1.3251,4.84314,0.0579502,2.58115,8.02433,0.628225,-1.13016,5.24144,2.16494,-2.86728,5.05433,0.427111,-1.61401,3.28829,0.69056,-2.61256,5.13295,1.50675,-2.98302,4.99356,0.0409615,2.80243,3.43099,0.440802,-1.52501,3.13995,162,4,2.72497,4,1.68327
0.762457,0.650838,-6.05551,0.670084,1.90725,-6.17348,0.449537,0.823065,-7.4081,0.762457,-2.49075,-4.50217,1.35091,-2.68787,-4.22718,1.06794,-2.98235,-4.05248,0.848599,0.369648,-5.69636,0.486633,1.59794,-3.58707,0.486151,3.09421,-6.91304,1.23054,-2.57953,-3.57441,0.455246,-2.94239,-6.39176,0.119768,1.90567,-7.50204,0.714863,-2.75205,-3.73815,0.540405,-2.35044,-3.24464,98,2,0.358227,1,0.714863
0.871047,0.229919,7.40568,1.03736,0.314068,7.26125,0.780483,0.155787,7.85693,0.871047,-2.91167,5.51768,0.527342,3.10845,5.84934,0.955829,2.71301,4.98553,0.269083,1.31814,8.74484,1.11113,2.06441,3.99366,0.717447,-0.195604,6.12226,0.674881,-2.10379,4.76969,0.412583,-0.442131,5.5817,0.332929,0.111631,6.48216,0.285132,-1.45619,4.9477,0.479399,-2.47077,4.40893,75,0,0,0,0
2.6732,1.4901,-2.04927,2.32626,1.85762,-1.94694,1.13361,1.22033,-2.9144,2.6732,-1.65149,-1.02181,3.8309,-2.12486,-0.991277,2.78595,-2.17282,-0.943528,0.601471,1.38573,-1.97313,2.31105,-2.17237,-1.11563,0.549349,1.03908,-3.40933,0.474905,-2.17501,0.231671,0.0854479,-0.497949,-3.499,0.553097,1.1941,-3.21652,0.269348,-2.63422,0.762706,0.262215,-1.7023,-0.42536,283,5,2.27324,3,2.62912
1.60896,-0.0350109,-3.08328,2.16215,0.866,-2.56732,1.47553,1.05231,-2.76639,1.60896,3.10658,-3.46656,2.14539,2.29707,-3.22927,0.912299,2.30135,-4.846,0.202187,-0.802745,-4.13665,0.697855,1.19732,-3.88905,1.54448,1.1783,-1.95736,0.863891,3.10716,-4.55289,1.3384,1.19904,-1.83539,0.208228,1.04458,-2.509,0.276727,-3.14023,-3.9414,0.587424,3.09031,-4.7477,111,2,0.626742,3,1.13794
2.4067,0.329707,-6.61507,2.40346,0.202228,-6.53779,1.97619,0.216545,-7.05328,2.4067,-2.81189,-6.27497,2.53419,-2.64193,-6.3422,1.61945,-2.51377,-6.46076,1.45671,-0.142218,-6.41879,1.03515,-1.9957,-6.69879,0.797767,0.912519,-7.46474,0.883939,-3.13239,-5.40031,0.404604,0.920437,-7.82091,0.393189,0.904371,-6.88432,0.495098,3.00674,-5.66578,0.400329,-2.9539,-4.88161,96,2,0.297979,6,2.51237
2.11459,-1.29967,-2.94333,2.60675,-1.61014,-3.03251,3.38199,-1.59369,-3.02409,2.11459,1.84193,-4.22244,1.97699,2.23263,-4.31907,2.24127,2.86559,-4.51064,2.38956,-1.6979,-2.60387,1.60725,2.48328,-4.62386,1.03568,-1.3513,-3.58473,0.960261,-2.74322,-3.73361,0.222577,-2.00627,-3.46917,0.86979,-1.19479,-3.54688,0.369387,-2.96995,-4.12334,0.606045,-2.60577,-3.35477,288,8,5.79283,3,2.19869
1.28488,-1.2311,8.6508,1.47539,-1.2208,8.50876,1.14848,-1.1015,9.09684,1.28488,1.91049,6.88326,1.28906,1.87323,6.90606,1.22194,1.41667,6.82033,1.26315,-1.60217,8.22014,0.286696,-2.06158,7.08861,0.607662,0.402829,9.12147,1.49554,1.3533,6.25182,0.345883,0.327973,9.46,0.264018,0.500961,8.353,1.18467,1.43598,6.10656,0.329765,1.0521,6.60839,40,0,0,1,0.329765
1.20893,2.65988,-4.63743,1.22644,2.70411,-4.56097,0.454984,2.59819,-6.08223,1.20893,-0.481711,-3.08865,1.59673,-0.651743,-3.07979,1.91193,-0.832678,-2.87105,0.818659,2.21148,-5.36903,1.42384,-0.738655,-3.07554,0.432747,-1.33783,-3.99744,0.51214,-1.09675,-1.75432,0.15919,-2.59857,-3.58874,0.413005,-0.961981,-3.76416,0.0540634,0.374776,-1.7012,0.509629,-1.20251,-1.66053,97,1,0.0507448,2,1.98661
0.289535,1.0511,7.059,1.60887,-0.868935,5.34414,0.832471,-0.580302,6.73274,0.289535,-2.09049,2.87823,1.54044,-1.3739,1.91581,0.971769,-1.34067,1.91188,1.33237,-0.905476,5.77147,1.05552,-2.17554,1.03711,0.605103,1.78106,6.1049,0.825458,-0.0944317,1.57764,0.188353,2.13661,5.36451,0.433517,1.62923,6.27767,0.0669526,0.120518,1.50419,0.76018,-0.113219,1.58187,92,0,0,3,1.18568
1.60897,-0.308968,0.744388,2.15618,0.110243,0.903749,1.62745,0.0928383,0.682273,1.60897,2.83262,1.88733,1.82131,2.61462,1.52027,2.34882,2.36096,2.11257,1.93832,0.191467,0.357148,1.36278,2.0099,1.53485,0.356787,-2.4843,1.12482,1.16735,2.77407,2.4264,0.250908,-2.22612,1.47158,0.130938,-2.99555,-0.198989,1.0975,2.75976,2.31605,0.0717095,2.99488,3.37515,79,2,2.32375,2,2.46028
2.35533,-2.12853,-2.17363,3.49841,-2.77347,-1.48836,1.27627,-2.57152,-2.01569,2.35533,1.01306,-0.672712,3.51411,1.75743,-0.656193,2.89838,1.83545,-0.48162,1.45926,-3.09014,-1.45422,2.13402,1.51195,-0.190334,0.72338,-1.01302,-1.61761,1.1072,2.49491,-0.839034,0.358608,-0.565755,-1.15752,0.429062,-1.38289,-1.78105,0.680899,2.79602,-0.803432,0.499573,2.07877,-0.785508,321,5,1.93168,6,4.31554
1.82539,1.4322,0.93155,1.46912,1.77975,0.733276,2.08294,1.50845,1.5676,1.82539,-1.70939,2.09822,1.51128,-2.22423,2.43577,2.04924,-2.11544,2.92323,1.76513,1.3016,0.977226,0.520411,-0.892975,3.23822,0.5077,2.30371,2.39598,1.93448,-2.37108,2.55561,0.105864,3.00202,1.73657,0.432011,2.14551,2.4453,0.179419,-2.44561,3.02286,1.75561,-2.36347,2.49265,161,3,2.10133,5,2.4377
0.2458,-2.59617,10.393,0.77854,2.96074,9.23579,0.428165,3.13141,9.72759,0.2458,0.54542,5.99186,1.53499,1.40053,4.84542,0.972648,1.54401,4.67213,0.962795,2.39595,8.10601,0.383648,-0.269053,4.20452,0.706353,-1.16447,8.63945,1.12795,1.88052,4.24032,0.308966,-1.74361,8.22804,0.478634,-0.803384,8.68631,0.743376,1.62646,4.08978,0.44914,2.30954,4.32431,95,0,0,2,1.04799
0.344186,-2.20179,8.92349,0.46517,-2.11914,8.62969,0.96245,-2.10852,8.73927,0.344186,0.939801,7.03982,0.180045,0.850903,7.65358,0.503163,0.259089,6.35803,0.782658,-2.87592,7.70456,1.03305,0.626806,4.82129,0.67423,-1.17129,8.75417,0.591839,-2.20419,5.61312,0.283553,-1.1276,9.25026,0.391144,-1.20296,8.12529,0.168226,-2.80468,6.25728,0.462907,-1.99738,5.07948,73,0,0,3,0.450591
1.13581,-2.34148,2.19715,1.14639,-2.51519,2.18192,0.82283,-2.2498,2.68239,1.13581,0.800114,1.39833,1.14531,0.32589,1.40624,1.13514,0.705809,2.30595,0.28423,-1.73149,1.92117,0.418299,-1.57052,2.397,0.592895,-2.48959,2.83615,1.44198,0.928476,1.58188,0.575114,-2.52117,2.76907,0.0256187,-1.70161,3.60405,1.29075,0.899582,1.47333,0.156284,1.16941,2.19129,102,2,1.21234,1,0.156284
1.36107,2.76114,7.87841,1.16132,2.37315,8.12401,0.648184,1.97101,9.32302,1.36107,-0.380457,6.26655,1.37575,-0.156434,6.29465,0.944121,-0.0916971,6.26672,1.04411,1.17794,8.11661,0.657002,-1.17128,5.34084,0.748716,-2.62837,8.52092,0.858976,0.648496,6.03869,0.706582,-2.63344,8.48552,0.0422944,-2.54364,8.97659,0.153133,1.31784,6.64742,0.744969,0.520605,5.78407,96,0,0,0,0
1.91687,0.463064,6.44185,1.97485,1.0613,6.54916,3.08296,1.37005,6.61787,1.91687,-2.67853,6.11786,2.42102,-3.0776,6.21573,2.04613,2.95976,6.34659,1.93997,0.928677,6.63067,1.2954,2.64316,6.61778,1.56613,1.92766,6.28082,0.909444,-2.86395,5.38369,0.340663,2.07783,5.92128,1.23036,1.88623,6.35745,0.48546,-2.74767,4.91046,0.430959,-2.99502,5.72623,129,3,3.70666,1,1.2954
4.99652,-2.59272,2.46886,4.37733,-2.46977,2.53413,3.90614,-2.47888,2.5359,4.99652,0.548877,3.57596,6.01285,0.386371,3.53863,2.67325,0.355224,3.98051,1.72003,-2.95351,2.42578,2.6124,0.150219,3.74079,2.50289,-2.15941,2.48117,0.544222,1.71207,4.10778,1.8608,-2.06945,2.47909,0.670772,-2.41127,2.44409,0.159017,2.82251,4.37135,0.49454,1.41985,3.72523,170,9,5.91631,8,5.3425
0.620815,-2.16447,-5.27524,0.796139,2.65028,-4.8377,0.669693,-2.96188,-5.43068,0.620815,0.97712,-7.17738,0.793199,1.88932,-6.7428,0.221139,-2.64446,-7.8013,0.5834,1.53068,-4.4006,0.185282,2.03174,-7.89711,0.979405,-2.34152,-4.6782,0.293593,-1.96205,-4.96551,0.121014,-1.55216,-4.77965,0.898291,-2.4373,-4.6176,0.376995,-1.91985,-4.21754,0.084575,1.36872,-5.27436,234,1,0.510653,1,0.128168
2.46762,2.69799,-0.70336,1.70672,2.39036,-0.105206,1.14235,2.53401,1.05119,2.46762,-0.443605,-1.1391,2.27459,-0.0179356,-1.53757,1.42154,-0.355678,-2.30827,0.205061,0.935398,-0.337692,1.25872,-0.625289,-1.44024,1.16621,2.71069,1.0727,0.3947,0.659216,-3.14406,0.141567,3.0379,0.72919,1.03316,2.66664,1.10726,0.160445,2.05122,-2.94362,0.398757,0.252114,-2.73222,102,3,1.5967,1,0.0714144
0.231147,-1.05456,-9.54377,0.425073,-1.54176,-8.94043,0.222031,0.452381,-10.5394,0.231147,2.08704,-6.88615,0.172941,-1.40588,-7.16437,0.54741,-1.3124,-5.71057,0.394085,-2.03259,-9.80858,0.636557,2.99376,-5.13791,0.58584,0.875535,-7.64037,0.990073,-0.680582,-4.05158,0.0301144,2.5305,-9.39935,0.589137,0.824577,-7.28026,0.336092,-0.226527,-4.32903,0.70365,-0.891645,-3.79895,66,0,0,3,0.302958
6.08574,-0.878744,3.23339,9.03658,-0.868399,2.98074,5.66796,-0.797392,3.06949,6.08574,2.26285,1.37261,3.25218,2.34643,1.41972,3.61112,2.46382,1.68415,2.61429,-0.475933,3.01535,2.9751,2.21781,1.62286,3.29287,-1.05094,3.03853,1.02541,-3.0347,1.48538,1.99067,-1.07045,2.93185,1.30315,-1.02114,3.18171,0.310933,2.89322,1.04413,0.74182,-2.88837,1.59956,554,16,12.5588,17,9.8533
2.49742,-0.199315,-0.831057,1.99617,0.173053,-1.06321,1.257,0.152563,-1.46816,2.49742,2.94228,2.66681,2.26188,2.83112,2.77657,1.38626,3.05326,3.02915,1.14963,-0.38981,-0.61286,1.31879,2.66826,2.95032,0.652922,1.29308,-1.75632,0.521739,-1.9789,1.91515,0.207264,2.21917,-1.7109,0.553727,0.989247,-1.57448,0.464398,-2.34127,1.71623,0.186434,-0.896637,1.67891,120,0,0,2,1.53853
1.57476,3.02399,1.24944,2.08183,1.98898,1.00851,1.6687,2.2101,0.620123,1.57476,-0.117602,1.29113,2.75919,0.585541,0.770314,2.41835,0.725113,1.03668,1.58016,2.36836,0.834666,2.31454,0.830585,1.07538,0.271561,1.04948,-1.12696,0.270161,-0.3991,-0.0606873,0.0702049,-0.0690105,-2.34168,0.249018,1.30586,-0.0538351,0.15618,-1.57239,0.731664,0.254384,0.202648,-0.529739,80,1,1.58016,1,2.31454
0.627397,-2.54154,1.39884,0.361885,-0.10114,2.24468,0.443621,-1.80911,2.79306,0.627397,0.600052,-1.36512,1.77916,0.6587,-0.266586,0.977534,0.219957,0.364379,0.731592,-1.46817,2.26254,0.770765,0.0516287,-0.749977,0.346828,2.11536,0.37328,0.253084,0.755404,2.0808,0.280556,1.31102,0.367541,0.253027,3.04058,0.106657,0.279712,1.47139,1.62198,0.188347,-0.590202,1.29337,148,5,1.37635,0,0
0.34563,-2.26725,-8.4996,0.100708,-1.11882,-9.73084,0.149557,-0.656315,-10.2181,0.34563,0.874344,-5.65389,0.703481,-0.0965309,-5.08113,0.172309,-0.195054,-5.64196,0.211165,-0.435376,-8.19797,0.953609,-0.315957,-3.26307,0.0730131,-3.11145,-10.7278,0.782834,2.79909,-3.41191,0.167757,-0.0415165,-9.2437,0.24064,3.1218,-8.79933,0.64617,2.64597,-3.45042,0.174678,-2.88465,-2.96228,71,0,0,0,0
1.23285,-2.70949,-7.93208,1.37323,-2.38884,-7.81414,1.57598,-2.41765,-8.25558,1.23285,0.432103,-6.09608,1.36423,0.319353,-6.09247,0.906197,-0.0593759,-5.89262,1.50227,-2.58677,-7.48112,0.697428,0.521533,-6.03744,0.270164,-1.20675,-9.44044,0.500928,-0.928955,-4.28234,0.225141,-0.903136,-8.22228,0.0871273,-2.08962,-10.2891,0.356079,-0.319845,-4.03113,0.291785,-1.70185,-4.01802,89,0,0,2,1.01829
1.14878,-0.596271,7.45406,1.40995,-0.664627,7.22732,1.28544,-0.882608,7.91181,1.14878,2.54532,6.05562,1.20983,2.61725,6.0954,1.85454,2.17578,5.89888,1.69178,-1.03898,7.29244,1.44296,1.67508,5.32571,0.467092,1.65969,7.69164,0.909068,3.04214,6.0345,0.424358,1.7192,7.03341,0.0502783,1.13382,9.28496,0.683823,2.77715,5.8882,0.306812,-2.61772,6.07129,86,1,1.69178,1,0.683823
1.28432,-0.88217,5.2572,0.853396,-0.619093,5.67441,0.349647,-0.731944,6.17653,1.28432,2.25942,5.97264,2.41451,1.827,5.3377,1.88749,1.97567,5.04973,0.211201,-1.51297,4.99855,1.86981,2.27299,4.89171,0.248937,-0.0918255,6.31049,0.556776,0.584953,4.40104,0.262141,-0.604724,5.20218,0.130261,1.32073,6.53102,0.380082,0.136223,4.45312,0.270411,1.24072,3.85362,111,4,0.790564,4,2.50695
5.21375,0.64105,3.96956,5.67088,0.679189,3.8638,4.95594,0.635498,4.00839,5.21375,-2.50054,1.12209,3.80614,-2.37119,1.61111,3.1967,-2.16909,1.67429,1.51783,0.512396,4.43884,1.52877,-1.63331,1.47316,3.45463,0.689474,3.73253,2.03756,-2.56218,1.64247,2.54124,0.64198,3.67649,0.924164,0.820397,3.86201,1.78697,-2.61538,1.62956,0.270371,-2.20301,1.65924,196,7,5.88598,6,4.01005
1.50554,1.61553,-5.33271,1.59578,0.791422,-5.38409,0.391522,0.620764,-6.31909,1.50554,-1.52607,-5.18869,1.16375,-1.39706,-5.23362,0.841572,-0.674768,-4.9865,0.483802,0.457204,-6.04323,0.95353,0.255364,-3.95916,0.116497,3.01973,-4.75415,0.811265,-1.90416,-4.5033,0.18604,-2.11913,-3.01955,0.173931,1.67827,-4.02349,0.734857,-1.73998,-4.34674,0.147889,-2.85195,-4.71591,158,3,1.21816,2,0.516724
1.03262,2.50972,-3.42042,1.34498,1.29981,-3.24992,0.971546,1.36471,-4.24793,1.03262,-0.631876,-1.78978,2.05227,-0.279687,-1.828,1.77001,-0.286843,-1.87129,1.42236,1.48736,-3.31038,1.32528,-0.607388,-2.05195,0.473285,-1.40038,-4.11706,0.660876,0.397096,-0.747346,0.52048,-1.38246,-3.79449,0.048026,1.93663,-4.8136,0.289289,1.12114,-0.780356,0.483736,-0.0102215,-0.571607,85,1,0.156045,2,1.52252
1.16966,-0.621275,6.89231,1.72977,0.0868533,6.60675,1.02627,0.451739,8.07421,1.16966,2.52032,5.05298,0.553207,1.59112,5.4393,0.984497,1.92667,4.47605,1.13464,0.801458,7.86441,0.245608,-0.325944,4.37816,0.390786,-1.22079,6.77289,1.15513,2.09252,4.05993,0.0725014,-1.8039,6.11944,0.332669,-1.1005,6.8324,0.064579,1.7549,4.75308,1.09441,2.11206,3.99538,92,4,2.09375,2,1.15898
0.582021,2.14959,8.98725,1.06125,2.187,8.47283,1.02026,2.03921,8.62342,0.582021,-0.992003,6.42271,0.358612,-1.44512,6.90959,0.188303,-1.96622,6.86741,0.580502,-2.46795,8.55237,0.843783,-0.276368,4.87645,1.27252,1.57624,7.64756,0.886098,3.07783,4.37228,0.310239,1.0533,7.73468,1.01563,1.72939,7.56382,0.564006,3.12352,3.93426,0.323708,2.99815,4.85043,83,2,0.343408,1,0.489013
1.67651,1.03241,-5.07938,1.44074,1.44693,-5.26124,1.31277,1.72983,-4.98795,1.67651,-2.10918,-6.41406,0.437939,-2.0672,-7.75017,2.96758,3.0528,-6.56708,0.836222,1.01536,-5.21134,1.05791,2.95789,-6.09537,0.874087,2.40731,-3.80326,1.91705,3.10513,-6.75247,0.0694532,1.51489,-4.21628,0.832262,2.47233,-3.72441,0.299257,-3.11107,-7.17568,1.61859,3.09275,-6.64944,190,0,0,6,5.26541
1.07826,2.36761,-1.54563,1.26912,2.59319,-1.50355,0.414324,2.13297,-3.74171,1.07826,-0.773986,-0.060039,0.810763,-1.3284,0.0808275,0.276685,-0.802318,2.42626,1.09171,2.36526,-2.17803,0.369943,1.46024,2.2397,0.695089,-0.638686,-2.4441,0.586515,-1.30954,-0.276032,0.377755,-1.21131,-2.34079,0.429503,-0.141947,-2.25705,0.39937,-1.77108,0.0122557,0.289897,-0.649063,-0.553731,80,5,1.0532,3,0.403135
1.73492,2.90401,-6.82476,1.51758,3.00578,-6.8165,1.60509,-3.13471,-7.33227,1.73492,-0.237579,-6.33254,2.09422,-0.299993,-6.36044,1.38837,-0.467671,-6.45397,1.396,2.74091,-6.61578,0.515169,-1.94059,-6.8375,0.640939,-2.09287,-7.69718,1.4329,-0.10175,-5.63603,0.64301,-2.14302,-7.55959,0.0322581,-0.482925,-8.61267,0.148068,-0.580658,-5.74741,1.30327,-0.0493724,-5.6081,79,1,0.184922,0,0
1.52932,-0.12139,5.92481,2.38198,-1.14021,5.28412,1.54965,-1.08263,5.733,1.52932,3.0202,7.16092,2.0445,2.8666,6.84951,1.4494,-3.02531,6.6913,1.72758,-0.717531,5.26649,0.765224,2.01017,6.47137,0.620142,-2.75692,5.44757,1.40785,-2.48382,6.16921,0.397059,-2.94885,4.83093,0.242504,-2.43929,5.96249,0.114518,-2.13554,6.77213,1.30079,-2.51387,6.08737,246,4,2.28494,2,0.334702
1.37099,1.02491,4.77029,1.00457,2.09935,4.83009,0.901325,1.60322,4.6112,1.37099,-2.11669,6.70574,1.79671,-2.31467,6.51189,1.15408,-2.42975,7.71994,0.828858,2.55845,4.44796,0.969634,2.77167,7.24151,0.797899,0.590784,3.21565,1.10485,-1.54344,7.02809,0.633687,0.846354,3.17194,0.244563,-0.123426,2.97158,0.16205,-2.25602,7.18147,0.987931,-1.43599,6.95243,97,0,0,3,1.29335
1.10573,2.65881,-2.80002,1.4702,3.07118,-2.54359,0.985666,3.01985,-3.60894,1.10573,-0.482785,-0.877222,1.00522,1.69163,0.465044,0.633854,1.31422,1.20559,0.707755,-3.06231,-3.86535,0.588461,-3.08282,1.24777,0.324548,2.56932,-2.10039,0.989661,0.713436,0.0232523,0.158429,1.79047,-1.00368,0.239251,3.05314,-2.24682,0.917068,0.627171,0.0515104,0.109633,1.51824,-0.219387,102,1,0.364489,1,0.0873129
0.950759,3.03141,-3.69629,0.851455,-2.9558,-3.7817,0.730276,3.08782,-3.83424,0.950759,-0.110187,-7.62149,2.14789,-0.525933,-6.83364,1.60576,-0.610367,-7.1293,0.99035,2.53135,-3.3714,1.84248,-0.348537,-6.75282,0.534675,-1.41611,-2.23913,0.507645,-2.53085,-6.73235,0.328088,-1.69877,-2.5084,0.23791,-1.0213,-1.44876,0.110986,2.54428,-7.38271,0.479622,-2.31278,-6.24623,80,0,0,1,1.84248
1.45784,-0.846044,4.87118,1.78209,-1.01102,4.54567,1.52276,-1.16995,5.18158,1.45784,2.29555,2.74071,2.33411,3.07302,2.78762,1.88858,-3.12803,2.78591,1.1153,-0.315734,4.71457,1.82033,-2.71138,2.47238,1.15401,-1.98646,4.84436,0.769985,1.87952,2.4754,1.05371,-1.92473,4.81816,0.121209,-2.55256,4.89529,0.692004,1.99527,2.18854,0.114946,1.11065,3.26037,87,0,0,1,1.82033
0.875159,2.2137,-4.68889,0.799235,2.82239,-4.80274,0.703351,-3.06464,-4.52977,0.875159,-0.927893,-6.53884,1.19473,-1.69187,-6.34982,0.869058,-1.4509,-6.92077,0.485078,-0.94688,-4.50457,1.12031,-1.43191,-5.72567,1.04158,2.80946,-3.02312,0.251953,1.7752,-7.66436,0.753209,3.0015,-3.08529,0.334671,2.36546,-2.69216,0.281911,1.3424,-7.35946,0.118305,-2.90367,-6.6782,91,0,0,2,0.952949
2.14323,1.22712,0.404977,2.75948,1.82897,0.343225,1.99009,1.71959,0.671404,2.14323,-1.91448,-1.15631,2.22071,-2.39422,-1.03745,0.701831,-2.19026,-2.52649,0.933995,0.770637,0.637338,0.589826,-0.250725,-2.27978,1.63318,2.20304,0.473446,1.06718,-2.7319,-1.14624,0.361681,2.48916,0.792029,1.29025,2.12384,0.367615,0.243881,-2.13089,-1.40467,0.876949,-2.88982,-1.00869,73,3,1.56994,2,0.361363
0.954128,-2.59431,-5.5109,1.45607,-3.13783,-5.38761,1.08152,-2.97585,-5.38211,0.954128,0.547287,-7.68094,0.690865,-0.410221,-7.97574,0.560127,0.386774,-8.99688,0.410638,-0.992819,-5.79818,0.756014,-0.479087,-7.52313,1.30161,3.0141,-4.33994,0.580089,1.83618,-8.592,0.313099,-2.8318,-4.61485,1.02657,2.88457,-4.19658,0.292079,2.37349,-8.00081,0.361522,1.40988,-8.73805,86,0,0,0,0
5.85675,-0.152543,3.58538,5.30639,-0.188023,3.95263,5.35152,-0.176248,3.93309,5.85675,2.98905,2.6031,6.45141,3.07251,2.9501,5.68367,3.02424,3.04436,1.02621,0.171555,4.17096,4.4779,2.92637,2.86289,4.40068,-0.255812,3.85001,1.30287,-2.91644,3.44769,3.11885,-0.199627,3.85581,1.29861,-0.39109,3.82273,0.132125,-3.05867,3.31463,1.17223,-2.90046,3.46039,177,6,8.2112,2,4.91413
0.171372,0.747994,-9.6148,0.169104,1.10746,-9.62581,0.310623,1.46459,-9.48669,0.171372,-2.3936,-7.24751,0.394937,3.0125,-6.46423,1.50613,2.99686,-6.50589,0.542256,-0.468686,-7.63625,1.71853,3.02341,-5.79733,0.714129,2.25406,-8.33349,0.216652,0.0674675,-7.61987,0.292074,2.71453,-7.78925,0.470723,1.97472,-8.47935,0.182018,1.13384,-6.39582,0.204819,-0.824001,-7.3923,169,0,0,2,0.695097
1.49239,-1.27817,-6.12424,1.791,-1.1693,-5.75683,1.53228,-1.34119,-6.55983,1.49239,1.86342,-4.58155,1.64258,1.92418,-4.46859,1.70469,1.32051,-4.42883,0.954844,-1.25995,-5.70329,1.54714,0.96242,-3.76706,0.585731,-1.47388,-7.21413,0.599509,2.45069,-4.84254,0.586914,-1.45875,-6.84069,0.00894714,3.11349,-10.2253,0.599339,2.59344,-4.59996,0.0854921,0.953251,-5.25608,80,2,0.750694,1,0.0526724
2.12332,-1.80759,1.79193,1.86726,-1.82965,1.84454,0.906857,-1.55269,3.1985,2.12332,1.334,0.471254,2.48703,1.88809,0.501789,1.56355,1.96031,0.0465461,0.962026,-0.50203,2.72913,0.388263,1.82808,-1.39842,0.938454,-2.64904,2.09399,1.17979,2.00372,0.642221,0.42115,-2.19379,2.2033,0.590007,-2.96828,1.86947,0.256566,1.4712,0.9263,0.967557,2.13875,0.530515,110,4,0.926801,2,0.992971
1.74513,0.511242,-7.69599,0.773391,0.198172,-8.51087,1.20547,0.853256,-8.77267,1.74513,-2.63035,-3.22274,1.39403,2.93653,-3.20547,1.23895,2.88238,-2.83657,1.6551,0.788715,-8.11061,0.34776,-1.84512,-2.62567,0.458773,-2.52317,-8.50717,1.28176,2.60766,-2.54794,0.462103,-2.66812,-7.95726,0.0667637,-0.97509,-9.56423,0.152951,2.04176,-2.59763,1.15557,2.67868,-2.51788,71,1,1.6551,1,1.15557
1.01954,-2.22811,-3.19617,1.39118,-1.41108,-2.79849,0.45922,-3.13776,-4.48032,1.01954,0.913484,-0.67026,1.19526,1.11807,-0.739511,0.808493,0.905402,0.5963,1.08937,2.80796,-3.3064,0.283056,0.562233,-1.48841,0.673441,-0.561376,-2.78258,0.550246,1.07937,1.44828,0.620081,-0.355782,-2.55282,0.142955,-1.64898,-3.02124,0.529744,0.936509,1.38967,0.079743,2.31938,1.11962,83,1,0.860156,1,0.760607
1.63856,-0.467505,-7.09763,0.828289,-0.493237,-7.45799,1.15817,-0.321275,-7.9831,1.63856,2.67409,-5.51814,2.41792,2.9261,-5.52995,1.60213,2.5784,-5.90422,1.53933,-0.146172,-7.17875,1.73302,2.51968,-5.7462,0.446998,-2.81946,-8.03223,0.163413,-1.23499,-5.61539,0.460835,-2.86992,-7.88785,0.0267577,-0.730618,-8.6191,0.209547,0.0313114,-4.4516,0.223788,-2.3396,-4.78952,104,0,0,2,1.98519
2.46334,-3.07879,1.2058,2.60653,-2.76706,1.32368,3.19936,-2.91587,1.73081,2.46334,0.0628033,1.24297,2.01386,-0.258615,0.873954,0.96794,-0.406097,0.609726,2.90736,-2.71483,1.51247,0.308971,1.48691,-0.866594,0.67818,2.33975,2.00436,1.10534,-0.674447,0.764633,0.486534,1.9287,1.88575,0.302815,3.03684,1.81409,0.140067,-1.27004,1.3086,0.992507,-0.595193,0.648497,97,2,3.31405,2,2.06133
0.44439,-1.57985,7.8901,0.404917,-1.64871,7.97994,0.504952,-2.06585,8.62855,0.44439,1.56174,6.17036,0.632163,1.56327,5.90519,0.474201,2.23469,5.81644,0.871846,-1.94417,6.98847,0.658935,-2.56116,4.32327,0.375661,1.3613,8.51651,0.779078,1.23214,4.94585,0.0695441,-1.83729,8.71589,0.445109,1.3524,8.09073,0.551799,0.929155,4.63214,0.301363,1.81011,5.16678,144,1,0.0695441,0,0
2.41117,-1.40164,-7.74517,1.93577,-1.41627,-7.90997,1.32751,-1.76191,-8.65439,2.41117,1.73996,-5.2961,3.3012,2.13143,-5.41885,1.83221,2.24164,-5.48754,1.08729,-0.84566,-8.32322,0.257945,2.19868,-5.73337,1.0895,-2.67551,-7.96491,1.57454,2.24868,-5.44063,0.991107,-2.73004,-7.95298,0.113537,-2.17974,-7.93459,0.70945,1.97595,-5.31515,0.911569,2.45989,-5.48062,74,0,0,5,3.44991
3.23459,0.695149,7.3537,2.56115,0.263629,7.46293,2.48218,0.234037,7.65686,3.23459,-2.44644,5.89002,3.47185,-1.90984,5.8854,2.489,-2.02355,5.93499,0.494032,-0.771873,8.04577,2.42663,-2.13938,5.87469,2.25664,0.420021,7.40449,0.291242,-0.726095,5.58077,0.328563,0.464454,7.77232,1.92845,0.412453,7.3255,0.145573,1.0231,5.23398,0.347938,-1.15047,4.96699,362,3,2.45467,4,3.70837
