cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
1.75203,-3.03191,-6.95486,-6.67994,2.07133,-2.42329,-6.61654,-6.40574,1.62427,-2.22646,-6.74036,-6.31996,1.75203,0.109681,-7.18751,-6.91259,1.95174,-0.52998,-7.18252,-6.95045,1.53986,-0.761335,-7.48513,-7.0337,0.581965,2.81244,-5.58674,-5.55878,0.416252,-2.92631,-7.70044,-7.64716,1.80613,-0.569188,-6.91728,-6.88126,1.53966,-1.86032,-6.6739,-6.62497,77,3,2.32779,2,1.93721
0.545656,-0.107162,6.61846,5.5451,1.14876,0.350913,5.94886,5.45132,1.05204,0.0471077,5.81564,5.10506,0.545656,3.03443,4.94478,3.8718,0.407691,1.05895,5.17327,3.83536,0.693286,1.26349,5.3864,4.33233,1.06629,-0.195677,5.70392,5.69543,0.239817,-0.881676,6.16092,6.01507,0.847832,1.50325,3.7974,3.65159,0.256909,1.55161,4.85661,4.08384,43,1,1.06629,4,0.972244
0.955396,-2.30133,-3.0677,-2.45163,1.81784,1.92526,-2.38574,-2.13176,1.47946,1.75768,-2.10987,-1.65653,0.955396,0.84026,1.84212,1.27639,2.50006,0.629543,0.960913,0.850473,1.29262,0.690597,0.681731,0.40776,0.0668555,-3.04419,1.04363,0.514296,0.487303,-1.63339,0.131746,0.126681,1.66432,0.905852,0.510323,0.490822,1.47499,1.71252,-2.12615,-2.07463,105,3,1.59185,6,2.97879
0.871448,-1.81079,5.14898,4.46061,0.894121,-2.3406,5.15233,4.48303,0.259496,2.55921,6.23717,4.25557,0.871448,1.3308,4.04362,3.35606,1.07676,2.02497,3.90051,3.36199,0.896818,2.93626,4.42682,3.59133,0.345316,-1.65072,5.78585,5.71019,0.96734,1.84088,3.63828,3.628,0.972569,-2.26187,3.67293,3.55847,0.522387,1.94131,3.65837,3.33985,77,1,0.558123,0,0
3.15227,-1.84256,1.832,1.73556,1.97639,-1.43772,1.7798,1.56792,1.50691,-1.04208,2.03581,1.59615,3.15227,1.29903,1.8199,1.72359,2.3628,0.070267,1.87232,1.71219,1.90688,-0.248069,2.03216,1.71238,0.377311,-3.10011,2.53711,2.47384,0.179612,-2.51232,0.286672,0.227509,2.0264,-0.179851,1.9665,1.93881,1.71626,-0.846572,1.409,1.37389,49,1,1.71626,2,2.10696
1.63,1.98633,-3.94849,-3.64206,2.23687,1.93785,-4.04063,-3.8551,1.85368,1.92187,-4.339,-3.98958,1.63,-1.15527,-6.26033,-5.95359,1.84443,-1.42132,-6.0888,-5.83498,1.2476,-1.27727,-6.34465,-5.75775,0.714336,2.17677,-4.98801,-4.96928,0.251223,1.1911,-4.4965,-4.36204,1.45249,-1.38532,-6.16037,-6.10571,1.1763,1.76814,-3.45698,-3.37604,41,1,0.714336,4,1.84634
1.90134,0.536611,-1.05073,-0.87095,1.73284,0.471397,-1.01311,-0.81177,1.34872,0.776832,-1.10221,-0.720824,1.90134,-2.60498,-0.756093,-0.612735,2.13257,-2.49795,-0.79485,-0.669613,1.82534,-2.23407,-0.999792,-0.749617,0.343599,-0.205721,0.755901,0.708241,0.229696,-1.54496,1.05123,0.932224,1.65451,-2.32246,-1.1783,-1.14328,1.19281,1.01883,-1.32762,-1.25964,100,4,2.18286,4,2.26645
2.34999,0.196525,-0.697407,-0.600026,2.3965,-1.08399,-0.499015,-0.427614,1.4927,-1.17486,-0.875336,-0.585539,2.34999,-2.94507,-1.90325,-1.74112,2.26836,-3.12388,-1.86081,-1.68961,1.57548,-2.9463,-2.01172,-1.59753,1.14399,-0.354139,-0.422711,-0.419771,0.856518,2.30952,-1.17092,-1.16014,1.34916,-2.37182,-1.92704,-1.86697,1.09941,-2.04019,-0.803724,-0.744123,175,2,0.600415,1,1.34916
1.85373,-2.12285,0.699026,0.559159,1.49864,-2.50021,0.973852,0.734525,0.402452,-2.57433,1.16672,0.301307,1.85373,1.01874,-0.507819,-0.401111,1.78263,0.854352,-0.657761,-0.51703,1.24382,0.897668,-0.631461,-0.365919,0.73268,-0.385057,0.0884558,0.0868973,0.570909,2.5841,0.219632,0.213444,1.4272,0.489042,-0.633062,-0.60202,1.02015,3.08377,0.488737,0.443021,138,5,1.29136,5,1.89915
1.49474,2.07023,4.16035,3.81226,1.43677,2.14207,4.19976,3.83143,0.881394,2.10428,4.49361,3.64393,1.49474,-1.07136,3.20191,2.85524,1.57222,-1.51951,3.15177,2.82981,0.998495,-1.80417,3.73983,2.99106,1.06747,2.23697,3.10679,3.09835,0.862061,-0.609727,3.32462,3.31172,1.05234,-2.67033,2.84712,2.7484,0.226195,-0.363016,5.49401,4.61831,109,3,1.44212,1,0.267961
1.01518,-1.34875,-6.04348,-5.46454,2.14131,-1.29576,-5.36809,-5.16847,2.06101,-1.29964,-5.64926,-5.3502,1.01518,1.79285,-6.97296,-6.39402,0.250723,-2.30338,-8.32503,-6.52238,0.295774,-2.05683,-8.02958,-6.17582,1.88879,-1.22147,-5.65593,-5.6532,0.736281,2.42683,-6.66807,-6.65042,0.853433,-1.05907,-5.95395,-5.80963,0.231159,-1.99163,-5.2787,-4.42092,104,4,3.77556,1,0.148399
0.481608,0.832538,-7.01275,-5.82761,0.268371,0.59585,-7.52964,-5.79305,0.136053,0.342292,-8.82272,-6.20217,0.481608,-2.30905,-8.84246,-7.65731,0.522161,-2.38444,-8.77396,-7.66153,0.372516,-2.37011,-8.95989,-7.32967,0.809824,1.53784,-6.62619,-6.61155,0.694597,1.95406,-6.83611,-6.81631,0.903952,-1.57888,-7.82113,-7.69061,0.77043,-1.4387,-6.00463,-5.83263,91,0,0,0,0
0.629238,-1.53818,8.43446,7.4847,0.495638,-1.51791,8.68184,7.52266,0.596283,-1.42619,8.34853,7.15963,0.629238,1.60341,5.46209,4.51243,0.158034,2.31212,6.688,4.43221,0.27943,1.78066,6.75013,4.8409,0.747366,0.208466,6.79509,6.77795,0.737904,-1.13075,4.74056,4.72298,1.01197,1.94781,5.02638,4.91965,0.985386,-2.28475,7.53817,7.4262,111,2,0.505338,2,0.876706
3.48471,2.8227,2.06259,1.98053,2.93028,-2.70151,2.64277,2.52773,1.75061,-2.7461,2.70378,2.32962,3.48471,-0.318888,0.47832,0.441781,4.25518,-0.493871,0.60517,0.574157,2.21331,-0.486659,0.91407,0.733069,0.746144,-1.43143,2.21792,2.20113,1.24071,-1.1658,0.448603,0.445965,1.47126,0.0715875,1.00544,0.965153,1.72034,3.10411,2.42317,2.38424,92,1,0.122383,2,2.21554
0.697023,-1.64771,-4.81667,-3.95282,1.09033,-2.09263,-4.57291,-4.04203,0.657534,-2.27951,-5.29584,-4.19501,0.697023,1.49388,-6.87541,-6.01126,0.361959,1.02677,-7.51265,-6.06266,0.119257,-0.916508,-8.5803,-5.82861,0.642038,-2.2772,-3.18966,-3.16666,0.242512,-2.25513,-4.16601,-4.02304,0.244387,0.391626,-7.83792,-7.02519,0.0155689,-2.3752,-8.91276,-5.45567,103,0,0,2,0.345685
1.85042,0.151842,3.17004,2.91866,1.66029,0.921189,3.05016,2.7536,1.51332,0.982597,3.40574,2.94557,1.85042,-2.98975,4.00699,3.75467,3.1839,2.75137,3.54669,3.44664,3.0581,2.7118,3.48643,3.32869,0.387426,-2.47967,2.60305,2.54274,2.20824,2.49532,3.05787,3.05588,1.01858,-3.08701,3.95074,3.84533,1.88495,0.917766,3.06593,3.03291,155,3,2.52281,3,2.93534
0.938074,0.689956,5.63683,5.00242,0.773659,0.666132,5.76198,4.98198,0.121072,1.04093,8.15082,5.41419,0.938074,-2.45164,6.78029,6.14585,1.15224,-2.16525,6.60383,6.10819,0.598507,-1.72875,6.87944,5.69392,0.415347,0.561574,6.80805,6.75456,0.0107782,-1.54096,10.7284,8.16442,0.587922,-1.73217,5.03022,4.76343,0.312942,-2.75941,4.93988,4.31525,124,3,0.515244,1,0.0650653
2.638,-0.586542,2.04073,1.90598,2.02024,-0.248388,2.25224,2.03868,0.748393,-0.58489,2.89247,1.9233,2.638,2.55505,1.38931,1.26765,2.57177,3.0351,1.31108,1.18699,2.07421,2.91272,1.62266,1.35551,0.97386,-1.58552,1.72406,1.71453,2.1581,2.73531,1.37276,1.37093,0.384136,-1.6691,1.74405,1.30224,0.849524,0.720623,2.27429,2.13233,114,4,1.00234,1,2.1581
1.55955,2.14209,1.37514,1.09924,2.57048,2.54341,0.781657,0.689939,1.84414,2.74583,0.876871,0.651581,1.55955,-0.999505,-0.957171,-0.732775,2.01873,-0.602213,-0.473583,-0.384926,0.89645,-0.361783,-0.576826,-0.261026,1.7371,2.66696,0.983044,0.980619,1.08374,-0.35525,-0.806165,-0.800688,0.187404,2.8176,1.55777,0.736714,0.177127,-2.65432,-0.827417,-0.307549,108,3,2.46772,3,1.64522
2.38884,2.9473,0.529788,0.454178,2.75352,2.55802,0.944092,0.851232,1.75236,2.5063,0.919567,0.670824,2.38884,-0.194292,-0.583752,-0.501627,1.40619,0.394333,-1.28687,-0.9796,1.24525,0.490437,-1.18383,-0.749822,0.357535,-1.19403,1.20525,1.14667,0.884504,1.19168,-1.42557,-1.41463,0.806179,-0.296012,-0.135873,-0.115969,2.06424,2.41435,0.596325,0.58161,106,7,4.15624,2,0.403132
1.55191,0.492804,-5.36706,-5.03722,0.685947,-0.355553,-5.71022,-4.8329,0.519917,-1.70835,-6.23358,-4.91893,1.55191,-2.64879,-5.8453,-5.51545,3.69469,-2.93613,-5.09758,-5.0213,2.70519,-2.98934,-5.19436,-4.99997,0.458811,1.19116,-5.92799,-5.88374,2.68389,-2.98466,-5.11462,-5.11327,0.02475,2.76194,-7.4105,-4.41633,0.971595,-1.8218,-4.55828,-4.44348,100,2,0.0864838,2,2.93893
0.743462,1.58075,-4.89309,-4.08159,0.749562,0.896423,-4.92139,-4.11642,0.441854,-0.269927,-5.87601,-4.40888,0.743462,-1.56084,-6.62742,-5.8157,1.26763,-1.28553,-6.11557,-5.67779,0.561692,-0.909539,-6.71735,-5.47396,0.683554,0.753123,-5.22575,-5.20533,0.637419,2.46046,-5.60331,-5.5799,1.19133,-0.788091,-5.49951,-5.42027,0.589836,-1.6946,-3.94046,-3.67525,69,1,1.19133,5,1.07302
1.41692,0.214247,-5.28961,-4.91376,1.40314,0.15955,-5.2408,-4.85976,1.20859,0.231231,-5.63015,-5.02111,1.41692,-2.92735,-6.65312,-6.27725,1.14257,-2.70788,-6.88719,-6.38623,0.997056,-2.56644,-6.91891,-6.16707,0.694348,-1.36822,-4.84987,-4.83007,0.333628,-2.80431,-4.6594,-4.57878,0.6774,-2.45012,-7.2699,-7.0569,1.41099,0.745498,-5.16979,-5.11205,76,1,1.41099,1,0.6774
0.747606,0.400973,-5.68433,-4.8771,1.14451,0.0971615,-5.28562,-4.78577,1.1737,0.00597421,-5.04,-4.41024,0.747606,-2.74062,-3.9838,-3.17791,0.420773,2.26623,-4.40419,-3.09708,0.540948,2.35956,-4.79881,-3.52161,1.10653,0.702215,-4.05296,-4.04507,0.875898,1.00547,-3.44801,-3.4355,0.925243,-2.74383,-3.71955,-3.59446,0.780417,-1.1357,-5.01537,-4.8471,33,0,0,0,0
1.60431,2.70126,-1.38604,-1.11995,1.05249,2.05541,-1.82959,-1.32265,0.435903,2.30271,-2.54935,-1.16538,1.60431,-0.440335,-1.22438,-0.973798,2.31128,-0.156341,-0.833995,-0.719768,2.09868,0.118045,-1.03499,-0.823217,0.705981,-0.206211,-1.15873,-1.14304,1.64346,-0.394774,-0.851123,-0.84864,1.04622,0.998014,-0.854848,-0.786974,1.08847,2.69631,-1.2573,-1.17883,79,3,1.15335,3,2.60671
3.77535,-0.55233,0.868144,0.817781,2.90334,-0.530192,1.06035,0.969565,2.15644,-0.585441,1.28803,1.0581,3.77535,2.58926,0.801489,0.753767,4.0201,2.55004,0.148496,0.139189,2.81056,2.44912,0.0263137,0.0219269,1.24596,-1.34127,1.12822,1.12318,0.588692,1.34639,0.599845,0.585306,2.59863,2.6527,-0.115466,-0.113446,1.514,0.0143345,1.04588,1.00686,151,5,2.80389,6,5.61788
3.7794,0.943441,-2.64341,-2.57107,1.2552,1.22348,-2.5944,-2.15868,0.573691,1.61292,-3.1436,-1.9386,3.7794,-2.19815,-1.44749,-1.38251,3.52535,-2.76917,-1.6399,-1.56321,2.50999,-2.78336,-1.72021,-1.51716,0.685787,-2.84697,-2.44242,-2.42244,0.651568,2.22167,-1.65749,-1.63667,2.40437,-2.52089,-1.50331,-1.48465,0.997996,0.884924,-1.72959,-1.62752,208,10,3.35562,6,3.13748
2.44653,1.39755,-2.39446,-2.23799,3.11802,0.526253,-2.41197,-2.30972,2.54858,0.486057,-2.31324,-2.10399,2.44653,-1.74404,-1.05137,-0.930572,3.43794,-1.24414,-1.1998,-1.12817,1.61988,-1.00912,-1.69806,-1.31661,1.76777,0.402502,-1.6807,-1.6778,0.112084,2.29935,-3.6387,-3.17161,1.73051,-0.998364,-1.04148,-1.01126,0.800685,0.671376,-3.01855,-2.85835,135,1,1.76777,7,4.11233
0.951423,1.07192,-3.87538,-3.25212,1.20244,1.44604,-3.77486,-3.30642,0.890612,1.71532,-4.31741,-3.47643,0.951423,-2.06967,-5.07589,-4.45166,1.10176,-2.78678,-4.93787,-4.41367,0.758571,-3.04786,-5.21274,-4.23685,0.499558,0.100488,-2.55174,-2.51463,0.641654,2.70993,-3.25486,-3.23181,0.380744,-2.04083,-5.77507,-5.28195,1.04015,2.21575,-4.06206,-3.96055,25,1,1.04015,1,0.549205
6.56139,2.80325,-2.88769,-2.86238,1.9332,0.677242,-3.56259,-3.32743,2.17257,0.319113,-3.87683,-3.60113,6.56139,-0.338347,-4.2611,-4.23564,7.27618,-0.0894287,-4.06822,-4.04742,6.30576,-0.0939633,-4.07339,-4.03149,0.164733,2.83718,-2.46098,-2.1956,5.93897,-0.0769671,-4.01262,-4.01235,0.381254,-0.361903,-4.70497,-4.21281,2.30831,0.277431,-3.79785,-3.77551,110,3,8.80121,4,8.78614
1.38376,2.16757,6.52661,6.13809,1.83275,1.99268,6.23434,5.97798,0.722747,2.34676,6.55983,5.54199,1.38376,-0.974023,4.03737,3.64921,1.67984,-0.581671,4.06187,3.76894,1.45627,-0.803882,4.6489,4.16369,1.1279,2.94969,5.40093,5.39334,1.77191,-0.830926,4.18456,4.18146,0.318617,2.18676,4.72175,4.10994,0.672025,0.463981,5.95974,5.74396,81,1,0.0896325,2,1.85806
1.60158,-1.91319,1.58713,1.30577,1.64439,-1.25507,1.61661,1.34408,1.1697,-0.803469,2.38412,1.77256,1.60158,1.22841,4.57834,4.26355,2.23708,1.68792,4.2439,4.05835,1.23674,1.83852,4.34898,3.7564,0.601841,-0.117623,2.84289,2.81688,0.399393,-1.39337,4.43434,4.37675,1.6349,1.81649,3.63696,3.59339,0.800514,-1.29974,1.15449,1.02615,88,0,0,4,1.46108
1.16697,-1.85844,-4.8563,-4.3687,1.35434,-0.654798,-4.63364,-4.23351,1.34153,-0.383895,-4.26683,-3.7293,1.16697,1.28315,-2.77907,-2.29766,2.21089,0.547675,-2.60688,-2.42004,1.94309,0.255028,-2.97555,-2.65149,0.424924,-1.73203,-4.90793,-4.85671,1.43509,-0.220961,-2.99276,-2.98808,0.937017,1.03293,-2.31989,-2.20005,1.31473,-0.0632014,-3.36808,-3.3023,100,3,1.09288,3,2.82844
0.85492,-1.33762,7.2056,6.50274,0.762083,-1.02347,7.35171,6.55974,0.569407,-1.49689,7.49233,6.26142,0.85492,1.80398,5.38313,4.68033,0.532044,1.47828,5.67693,4.58128,0.518293,1.03164,6.24019,4.92263,0.607872,2.73096,6.91708,6.8914,0.940067,0.501567,5.40428,5.39338,0.558226,-3.12866,4.6232,4.33437,1.00806,-0.934042,6.00344,5.89595,76,0,0,1,0.0993827
1.68367,-2.56788,4.5557,4.26364,0.91625,2.36591,4.47006,3.81894,0.848305,1.83776,4.94641,4.06491,1.68367,0.573711,4.99219,4.70008,1.02157,0.302597,5.70799,5.13336,0.559563,0.230306,6.17334,4.9265,0.726188,0.208617,4.3981,4.37997,0.587245,-1.83019,5.65069,5.62321,0.983407,0.78534,4.63598,4.52363,1.1484,2.52095,3.96127,3.87655,106,1,0.431505,3,0.717072
1.66933,0.247009,2.4561,2.16599,1.32983,0.0873359,2.4536,2.05242,0.428355,0.0349329,3.47852,1.99938,1.66933,-2.89458,1.23731,0.999101,1.87079,-2.31505,1.51736,1.29744,1.22151,-1.80132,1.8784,1.32624,0.848172,1.41885,2.25717,2.2441,0.791416,-1.60622,0.428216,0.422072,0.470809,-2.13325,2.71874,2.35262,0.876285,-1.22173,1.9209,1.78968,109,0,0,4,1.93092
1.74043,-0.502579,7.62051,7.34277,1.87381,-0.321344,7.58572,7.33813,1.60737,-0.136701,7.72675,7.30038,1.74043,2.63901,6.45329,6.17554,1.62753,2.33691,6.44405,6.13662,1.23659,2.43799,6.76206,6.16901,0.783571,-0.416599,8.23031,8.21469,1.18846,2.43972,5.62361,5.61676,0.0481729,2.39539,9.63943,7.3076,0.881295,0.111462,6.68474,6.54828,51,1,0.783571,4,1.27767
1.04847,-0.383635,2.85815,2.30776,1.11988,0.292646,2.98831,2.47906,0.838244,0.611992,3.45711,2.57034,1.04847,2.75796,4.77148,4.21459,2.68793,2.74887,3.79794,3.66254,2.14761,2.73219,3.92384,3.64317,0.896733,0.238586,1.88346,1.87204,1.67075,-3.08468,3.80917,3.8057,0.996788,1.87869,3.50902,3.39955,0.327135,2.17269,4.15288,3.55992,29,0,0,1,0.327135
0.82053,0.994672,-6.41532,-5.68117,0.980407,0.985167,-6.19715,-5.59405,1.10115,1.13037,-5.69654,-5.02019,0.82053,-2.14692,-4.6285,-3.89467,0.107442,1.18839,-5.99093,-3.35332,0.294904,1.08904,-5.6714,-3.81524,0.764876,2.2973,-4.47368,-4.4573,0.569505,-1.64152,-4.63636,-4.6072,0.848072,1.36068,-3.458,-3.31243,1.06565,0.409537,-5.50058,-5.40337,59,1,0.084294,1,0.084294
0.816795,2.4776,-3.45131,-2.717,0.855519,-2.41957,-3.29583,-2.59769,0.698566,-2.2661,-3.95845,-2.91347,0.816795,-0.663993,-5.86881,-5.13116,0.909394,0.241166,-5.62908,-4.97216,0.437915,0.299246,-6.14428,-4.66861,0.396826,1.25739,-1.89469,-1.8391,0.643731,-1.98834,-5.21922,-5.19626,0.988208,0.812613,-4.45623,-4.34486,1.07701,-2.12835,-3.45305,-3.3579,90,2,1.21626,3,1.05314
1.79441,-2.7951,5.09669,4.83176,1.86708,-2.56421,5.22733,4.97835,1.44219,-2.39214,5.51796,5.02657,1.79441,0.346491,6.30611,6.04116,2.22835,0.434446,5.99261,5.80576,1.86752,0.538241,6.11792,5.77206,0.732215,-2.16578,4.07191,4.05407,1.52032,0.32272,5.35037,5.34617,0.501914,1.24291,6.95728,6.61891,0.746951,-2.61395,6.04857,5.86735,158,4,1.92428,1,0.510562
1.05864,2.21997,0.712616,0.432928,2.49488,2.23719,0.0471003,0.0403702,1.31807,2.73409,-0.486956,-0.288291,1.05864,-0.921622,-2.73593,-2.19365,0.695343,-2.30093,-3.11679,-2.25964,0.284489,-2.30432,-3.52341,-1.66709,1.07031,2.98186,-0.938739,-0.932557,0.691777,-1.88372,-2.5083,-2.48862,0.447423,1.5205,-1.09938,-0.806073,0.384123,1.98178,1.06581,0.721419,105,2,2.12034,0,0
1.48801,2.8664,-4.14592,-3.79557,0.235977,-0.540557,-5.4958,-3.63477,0.573041,-0.525612,-4.20758,-2.98482,1.48801,-0.275197,-2.92905,-2.58133,3.06859,-0.115765,-2.81933,-2.71305,2.72659,-0.101358,-3.18164,-2.99056,1.12088,-0.078009,-3.03649,-3.02883,1.41831,0.409634,-3.34585,-3.34104,1.64304,-0.537178,-2.74047,-2.69763,0.653207,-2.83014,-3.149,-2.92413,120,4,1.25211,5,4.69139
1.81656,2.85341,0.338586,0.263055,1.67569,-3.0571,0.393982,0.296826,1.08533,-2.95654,0.607833,0.319458,1.81656,-0.288186,0.207003,0.160076,2.17516,-0.550541,0.322856,0.267235,1.726,-0.648959,0.345901,0.237431,0.691659,1.78109,-0.0818009,-0.0801882,0.302683,1.61452,-0.811457,-0.748568,1.93338,-0.769729,0.441916,0.428973,1.27218,-2.38193,0.565055,0.530089,74,2,1.45813,2,2.64808
1.20768,-1.63139,5.09508,4.62852,1.2396,-1.26398,5.0899,4.63901,0.588439,-0.717812,6.14549,4.94461,1.20768,1.5102,5.90411,5.43751,1.41064,1.36917,5.70755,5.32934,0.587944,1.2985,6.25831,5.05666,1.10371,-1.06002,4.71236,4.70443,0.836528,2.18847,5.64161,5.62789,0.652925,-0.178109,4.69292,4.46689,0.583798,1.73653,5.56026,5.29053,81,2,0.395574,1,0.0845209
1.0097,-0.940523,3.34195,2.76203,1.42628,-2.3904,3.04271,2.67281,1.22521,2.93991,3.702,3.10393,1.0097,2.20107,4.67417,4.0917,2.24352,2.63153,3.85522,3.67067,1.0314,2.92471,4.12854,3.40368,1.30483,2.55256,3.45737,3.45169,0.844585,2.19933,2.72522,2.71186,0.68811,-2.407,4.30948,4.10195,0.493186,-1.80706,2.82185,2.4783,101,4,2.2802,3,1.10937
1.26458,0.877285,5.31695,4.8778,2.70059,0.725289,4.64212,4.50771,2.55741,0.626967,4.5087,4.29557,1.26458,-2.26431,4.42316,3.98418,0.925363,0.295032,4.21185,3.56814,1.00566,0.590713,4.69888,3.95398,0.900927,-0.364381,4.35124,4.33938,1.19663,0.0197802,4.2207,4.21395,0.646679,2.16334,3.8032,3.5739,2.19745,0.977143,4.30243,4.27782,169,3,3.80084,1,2.19745
0.70186,-1.92976,6.11641,5.25795,1.28324,-1.66316,5.47096,5.0403,0.68858,-1.72589,5.75129,4.69115,0.70186,1.21184,3.53323,2.67863,1.4686,0.0791259,3.22723,2.8716,1.56102,-0.256219,3.54728,3.1051,0.62251,3.02411,5.46653,5.44201,0.43445,1.84725,2.60296,2.55441,1.82054,-0.46327,3.28007,3.2447,0.910727,-0.973966,4.33235,4.20359,150,3,0.642725,4,2.54466
1.40118,0.304606,-7.1158,-6.73399,4.19229,0.356597,-6.0176,-5.95737,2.01498,0.291054,-6.09399,-5.78464,1.40118,-2.83699,-2.3883,-2.01594,2.20127,2.38408,-2.47124,-2.28381,1.67523,2.40207,-2.8172,-2.41852,1.36951,0.953418,-5.67893,-5.67376,0.823377,1.3496,-2.88366,-2.86958,1.4552,2.91588,-2.22075,-2.16762,1.25845,-0.44215,-5.96911,-5.89754,110,1,0.218732,1,0.273067
1.00618,2.41211,5.1282,4.54321,0.958674,2.39097,5.10609,4.48725,0.52976,2.88855,5.3427,4.04566,1.00618,-0.729488,4.17829,3.59374,1.27409,-0.331206,4.10337,3.66893,1.0223,0.104822,4.80277,4.07049,1.0989,-2.99192,4.17108,4.16308,0.512194,2.86826,4.24648,4.21068,1.5102,-0.0207269,4.07424,4.02351,0.645806,0.476979,4.11591,3.88597,64,1,0.368375,2,0.506932
2.35071,-0.365529,-1.20468,-1.06597,0.836389,-1.60176,-0.984823,-0.535084,1.1364,-2.58273,-1.12107,-0.66368,2.35071,2.77606,-1.00866,-0.882784,3.29201,3.11901,-0.892168,-0.826551,2.1694,-3.03596,-0.935365,-0.74617,1.1451,-2.64341,-0.103778,-0.103019,0.451549,-1.67051,0.0719945,0.0687889,2.12384,3.03755,-0.961262,-0.94178,0.069744,-0.917366,-3.72066,-1.78188,104,2,0.161899,1,0.0671794
2.51683,-0.185509,-2.74155,-2.59104,3.73301,0.402537,-2.5361,-2.46227,2.64837,0.388586,-2.90966,-2.70979,2.51683,2.95608,-4.34864,-4.19673,2.18881,3.05177,-4.44371,-4.25126,1.16942,2.9513,-4.62216,-3.98992,1.86857,0.214937,-2.33755,-2.33482,1.16396,-2.81718,-3.57693,-3.5698,0.593914,1.64675,-4.86929,-4.60668,0.870016,0.76876,-3.51719,-3.3779,125,6,2.8729,1,0.458052
0.620188,1.16697,-0.773332,-0.32032,2.32639,0.499297,0.207644,0.174877,2.06739,0.275403,0.607126,0.462375,0.620188,-1.97462,3.36682,2.4116,1.6247,-0.97408,2.38375,2.08262,1.29485,-0.868112,2.51284,1.96458,0.399372,-0.653595,1.70951,1.65575,0.846638,-2.14113,1.99501,1.98209,1.32293,-0.20977,2.01671,1.95394,1.85609,0.448623,0.143,0.138226,53,2,2.01675,0,0
2.95926,-2.96885,0.290387,0.259738,3.02058,-3.07519,0.245492,0.220302,1.56579,-3.13413,0.50261,0.330899,2.95926,0.172742,2.27699,2.16532,2.65307,0.477029,2.37116,2.23522,1.57354,0.668667,2.44214,2.01385,0.226143,1.90448,-1.4573,-1.31499,1.02344,0.156127,2.6488,2.63968,0.846452,1.30336,1.48852,1.35823,1.50861,-2.99165,0.769956,0.737539,89,2,1.86887,2,1.12832
0.798711,2.0667,-4.32565,-3.57124,1.59479,2.56788,-4.50393,-4.18716,1.23454,2.81831,-4.77359,-4.17955,0.798711,-1.07489,-6.20325,-5.44823,2.39085,-1.08582,-4.85364,-4.68772,1.76952,-1.04711,-5.02376,-4.6503,1.31142,2.72921,-3.74544,-3.73981,0.677293,-0.403989,-5.59169,-5.57089,1.29298,-1.36665,-4.21242,-4.14441,0.136954,-1.34334,-6.49469,-5.17541,101,2,1.1655,1,0.12516
1.95864,0.0833811,1.17168,0.988917,2.69661,-1.16878,0.703092,0.624856,2.27137,-1.18355,0.543136,0.427575,1.95864,-3.05821,-1.1589,-0.977195,2.05999,-1.6216,-1.13365,-0.967546,2.03973,-1.45159,-0.609543,-0.461668,0.439615,0.201459,-0.388385,-0.370985,1.32871,-2.02955,-0.796469,-0.792843,1.17726,-0.787174,-0.125358,-0.11565,2.23237,-1.37832,0.618436,0.605414,54,2,2.36372,2,1.53072
2.35124,-0.135778,0.862258,0.748529,1.3283,0.607572,1.3079,0.974558,0.55432,0.608354,2.56743,1.37241,2.35124,3.00581,2.32003,2.15317,2.41598,2.86833,2.2403,2.08157,1.04866,2.7387,2.19873,1.52211,1.07191,0.723817,1.708,1.70014,0.639929,-1.67406,1.34509,1.32486,1.38035,2.27982,1.66649,1.61069,0.525179,-2.29588,1.13275,0.890903,151,2,1.10736,3,0.830882
0.971166,0.283821,-4.00998,-3.401,1.09715,0.54974,-4.13523,-3.6087,0.502674,0.245153,-5.93392,-4.58795,0.971166,-2.85777,-5.92877,-5.31902,0.641022,0.178752,-6.65399,-5.71997,0.759508,0.537742,-5.99065,-5.01569,1.09088,-0.185559,-4.62487,-4.61676,0.452046,-2.02784,-5.93368,-5.88815,1.16493,0.75071,-4.73694,-4.65436,0.667947,2.63641,-4.76769,-4.54981,98,2,0.305994,1,0.198681
0.971754,-2.26767,6.95203,6.3427,1.38239,-1.70248,6.56832,6.17925,0.654259,-1.83551,7.61783,6.51235,0.971754,0.87392,7.98061,7.37127,0.788203,0.474647,7.95152,7.18614,0.716374,-0.245252,7.79984,6.77428,1.12928,-1.85155,6.19914,6.19156,0.59855,-2.8035,7.0586,7.03212,1.25984,0.0195242,6.72756,6.65614,0.475224,1.26796,7.39667,7.03069,124,0,0,1,0.157304
