cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
1.69273,-1.46489,-5.34752,-5.05776,1.41714,-1.68132,-5.47626,-5.10049,0.953367,-1.52455,-5.87905,-5.09205,1.69273,1.67671,-5.43121,-5.14145,2.05811,1.80677,-5.3119,-5.09889,1.68858,1.98627,-5.50456,-5.1059,0.0933472,1.90293,-7.83673,-7.24963,1.72817,1.88243,-4.833,-4.82975,0.18167,-2.55867,-6.99404,-5.93085,1.04326,-1.49931,-4.60647,-4.50546,21,0,0,1,1.72817
0.866992,-0.793569,1.60061,1.00927,0.226747,-1.89605,4.15403,2.26396,0.345873,2.8658,3.37483,1.70545,0.866992,2.34802,-0.586294,-0.305708,2.34696,1.91774,0.176434,0.148886,1.75953,1.92769,0.492925,0.345245,0.820802,2.35837,2.32225,2.30828,1.63196,1.50511,0.495019,0.493352,0.722117,3.1136,0.085223,0.0703804,0.545069,-1.09667,1.2776,1.03276,43,1,0.551028,2,2.13885
0.81594,2.19675,2.40289,1.69078,2.26421,-2.90463,1.32269,1.1687,1.51798,-2.76851,1.29394,0.926359,0.81594,-0.944845,-2.04531,-1.35834,2.33956,-0.62867,-0.94026,-0.818823,2.05273,-0.802524,-0.759609,-0.584102,0.671866,-1.49635,0.362247,0.354981,0.392569,0.792188,-1.49555,-1.44203,2.09913,-0.990592,-0.408622,-0.398315,1.46817,3.06201,1.23526,1.19041,73,0,0,2,2.18707
4.2361,-1.37194,5.27323,5.21417,2.26343,-2.874,5.21505,5.03303,1.97559,-3.00676,5.64226,5.32371,4.2361,1.76965,6.11475,6.05569,4.54044,1.88381,6.57243,6.52064,3.73352,1.91943,6.62315,6.51178,1.43257,-2.83782,5.83196,5.82723,0.481038,-3.08224,6.3367,6.29628,3.62573,1.79192,6.55068,6.5415,0.612746,2.87242,4.72065,4.47058,182,4,2.23308,2,3.97669
1.59189,-0.0251775,-2.29674,-1.98779,1.31834,0.408571,-2.19992,-1.8,0.478424,-0.0756957,-3.1618,-1.79564,1.59189,3.11642,-2.17155,-1.86503,2.15474,2.81727,-1.98525,-1.79653,1.75479,2.38614,-2.1141,-1.75204,0.627325,2.32375,-2.3351,-2.3114,0.356431,-0.506123,-2.1074,-2.0383,2.10204,2.428,-1.72577,-1.70062,1.0319,-0.499116,-1.59137,-1.49731,118,0,0,4,3.40871
1.42941,2.96871,-0.167274,-0.115677,1.57925,-2.57959,-0.511026,-0.377814,1.31099,-2.54009,-0.806612,-0.495346,1.42941,-0.172887,-1.68208,-1.3458,2.15072,0.161498,-1.16674,-1.00915,1.88343,0.131067,-1.18299,-0.91691,0.159833,-0.439368,1.57012,1.31701,1.40356,-0.471844,-0.732757,-0.729688,1.07817,0.961432,-1.21776,-1.13907,1.3986,-2.63885,-0.952756,-0.909832,116,5,3.6697,1,0.395563
0.886118,1.4849,-7.463,-6.78695,0.872013,1.40143,-7.51847,-6.83048,0.413319,0.801268,-7.81051,-6.27981,0.886118,-1.65669,-6.29563,-5.61959,0.67214,-1.68312,-6.43966,-5.54543,0.29002,-2.57611,-8.02979,-6.15685,0.943067,1.53546,-5.96883,-5.958,0.518568,-1.00283,-5.14111,-5.10614,0.594788,2.64811,-7.20672,-6.94468,0.693883,-1.19561,-6.84338,-6.63859,88,0,0,2,0.662564
2.36863,2.15094,-0.437568,-0.372884,0.800327,0.920115,0.567237,0.277977,0.172837,1.58629,-2.44464,-0.505986,2.36863,-0.990651,-2.39591,-2.23059,3.09163,-1.3782,-2.15993,-2.05731,1.55712,-1.32644,-2.29116,-1.86054,0.256849,-0.370759,1.34673,1.23559,0.780589,-0.0266387,-1.7124,-1.69768,1.54376,-1.83531,-1.9873,-1.94049,0.359572,2.30937,-2.10189,-1.59879,181,2,0.214754,5,2.64663
1.05464,3.09055,-2.62351,-2.08083,1.51992,2.56985,-2.57439,-2.23995,0.779154,2.53107,-3.38558,-2.43889,1.05464,-0.0510434,-4.71728,-4.16434,1.32286,-1.1663,-4.44418,-4.03101,1.08627,-1.04307,-4.34868,-3.66266,1.02039,2.85053,-1.91708,-1.9082,0.797044,-1.99996,-4.32535,-4.31026,0.904286,-0.238602,-3.27163,-3.14163,0.372353,0.426008,-3.77322,-3.26693,86,1,0.124118,3,1.12855
1.62139,-3.10021,6.47653,6.16735,1.45572,-2.7796,6.56772,6.20594,0.52855,-2.69169,7.0184,5.71898,1.62139,0.0413789,4.74709,4.43798,1.92841,-0.193888,4.74356,4.50703,1.46437,-0.371447,5.27,4.78812,0.62402,-1.06368,6.49652,6.47211,1.49619,-0.721752,5.05301,5.04868,0.516853,1.08485,4.58317,4.25911,0.840526,2.75664,5.34862,5.20044,92,2,0.312505,1,1.49619
1.78672,-0.584386,-0.221127,-0.169922,2.79699,-0.169126,-0.432473,-0.383637,2.65719,-0.0442702,-0.563494,-0.468688,1.78672,2.55721,-1.56011,-1.32197,1.2135,1.75767,-2.06549,-1.62513,0.863112,1.6686,-2.32897,-1.50278,2.62737,0.0935415,-0.482534,-0.481902,1.09003,2.50314,-1.5269,-1.5195,0.818267,0.25876,-1.62544,-1.48354,0.365062,-1.46458,-0.663185,-0.412092,129,2,2.72652,2,0.510899
1.23706,1.98063,7.55633,7.10417,1.96213,2.2081,7.0712,6.84109,1.99435,1.99266,6.96758,6.65344,1.23706,-1.16096,5.71103,5.25888,0.441083,-0.425319,6.21929,4.95388,0.377239,-1.51192,6.9429,5.32481,0.397175,-2.81623,7.65746,7.59924,0.978373,-1.40557,5.68045,5.67038,0.604593,1.80231,5.14755,4.89213,1.99563,1.79325,6.4611,6.4314,82,2,2.35907,1,0.720908
0.27372,-2.86591,4.83245,3.11686,0.697086,-2.85473,4.03976,3.17711,0.490674,-2.79096,5.16668,3.79851,0.27372,0.275682,6.41801,4.70059,0.203817,1.99787,6.7022,4.69714,0.259555,2.67144,6.0002,4.01895,0.441094,2.81012,5.16992,5.12221,0.506302,-0.726062,3.07835,3.04189,0.760248,2.50206,4.81488,4.63899,0.315139,-1.71003,3.28927,2.67288,33,1,0.0865424,1,0.0254105
1.59438,-1.62056,-3.40108,-3.08507,2.50453,-0.903387,-2.95186,-2.79957,1.31181,-0.866462,-2.88864,-2.34204,1.59438,1.52103,1.05007,0.818728,1.06474,2.62421,2.30704,1.77923,0.88741,2.39835,2.20234,1.40717,0.305112,-1.85126,-0.878145,-0.812746,0.517484,1.17023,0.365115,0.353025,0.864107,2.99763,2.17958,2.04244,1.171,-0.647635,-2.97551,-2.89417,49,2,2.25122,1,0.864107
0.958337,2.04342,-6.15507,-5.53591,0.6877,1.86591,-6.57698,-5.70173,0.215451,1.43183,-7.47978,-5.31497,0.958337,-1.09818,-5.0048,-4.38574,0.418622,-0.967479,-5.49636,-4.18283,0.0859925,1.92783,-7.64066,-4.56303,0.832854,2.85255,-5.62126,-5.60741,0.800738,-0.270733,-4.27776,-4.2628,0.854085,2.78928,-4.95567,-4.81156,0.828496,-0.0289937,-5.20999,-5.05807,79,1,0.68371,0,0
2.87219,-0.0319167,-2.56671,-2.44772,4.42414,0.0551155,-2.36054,-2.30714,2.70275,0.0225842,-2.4902,-2.29874,2.87219,3.10968,-2.97241,-2.85253,1.63747,3.03229,-3.2366,-2.93325,0.706235,0.868592,-3.93651,-2.90115,0.282141,2.17389,-1.82827,-1.72493,0.935501,1.74547,-2.49903,-2.48817,0.727214,-0.553241,-3.53283,-3.34371,2.86722,-0.0597912,-2.37859,-2.36423,116,3,3.8671,0,0
1.41167,-2.36746,-1.99689,-1.63889,0.883201,-2.01553,-2.02319,-1.39097,0.235312,-2.22149,-3.705,-1.66306,1.41167,0.77413,-2.70934,-2.33645,1.8717,0.379257,-2.56129,-2.31704,1.46539,0.134845,-2.6585,-2.18482,0.762431,-0.797061,-1.16354,-1.15002,0.568558,1.3953,-3.03323,-3.00411,1.40063,-0.262031,-1.88763,-1.83186,0.764422,2.65399,-2.27493,-2.10496,92,0,0,4,0.942057
1.91767,2.06171,4.36601,4.12742,2.73681,1.99708,4.03048,3.89924,1.77836,1.97693,4.20695,3.83631,1.91767,-1.07988,3.59086,3.35264,1.59692,-0.71716,3.77922,3.46343,0.485209,-0.227628,4.85347,3.47526,0.148794,-1.22191,2.54047,2.23026,0.60624,1.42772,4.29979,4.27398,0.807858,-1.07229,3.07942,2.92155,1.92693,1.97251,4.11093,4.07916,98,4,3.03242,1,0.079194
1.88104,-3.08601,4.61042,4.36439,1.49711,-3.05075,4.59928,4.25184,1.0879,2.89591,4.99959,4.31434,1.88104,0.0555854,4.5823,4.33627,2.297,0.00444735,4.60401,4.42646,1.84554,-0.22106,4.70344,4.35171,0.342624,0.131551,3.34171,3.26516,2.04181,-0.203443,4.25794,4.25561,0.199234,3.10206,5.69657,4.71379,1.41209,2.98541,4.67701,4.61936,100,2,1.63149,2,2.38266
0.534079,-1.11229,3.11371,2.03655,1.19483,-1.57995,2.52169,2.05852,1.06924,-1.76464,3.2332,2.53953,0.534079,2.0293,5.27489,4.18274,0.584418,-2.22087,5.09095,4.07793,0.623753,-1.87848,4.33924,3.19255,0.311946,1.18848,1.44897,1.36804,1.02973,-1.5982,2.76204,2.75301,0.463619,1.92474,4.22094,3.84222,1.3769,-1.8071,2.93412,2.87401,119,4,3.20679,2,0.296602
1.36431,-2.93633,-2.81327,-2.42135,2.03965,2.64258,-2.61686,-2.40355,1.20352,2.41587,-3.32015,-2.71123,1.36431,0.205265,-4.53924,-4.14315,0.884299,1.22116,-4.90369,-4.22628,0.626051,1.59298,-5.03447,-3.88994,0.446199,-0.489799,-3.11502,-3.06854,0.694324,-2.55406,-3.87776,-3.85797,1.15748,1.06183,-3.99144,-3.90793,1.64067,2.47948,-2.65471,-2.61181,86,5,2.94628,1,0.64966
4.50665,1.04075,3.64337,3.59091,5.98396,1.37246,3.719,3.68856,4.88555,1.44966,3.7852,3.71727,4.50665,-2.10084,3.90607,3.85358,3.92005,-2.48691,3.84,3.77175,3.39196,-2.50173,3.78595,3.65406,4.03274,1.56603,3.62335,3.62275,0.625847,2.66293,3.43732,3.4131,3.16886,-2.32314,3.71466,3.70268,0.996898,0.96072,4.1638,4.0542,91,4,5.60243,2,3.43915
1.70989,0.79174,-2.04082,-1.76799,1.44855,0.626212,-2.34653,-1.9918,0.752923,0.859802,-2.87897,-1.91526,1.70989,-2.34985,-1.23307,-1.00334,1.3568,-1.93231,-1.00803,-0.730074,1.07728,-1.41704,-1.38497,-0.835745,1.11496,1.19718,-1.54932,-1.54222,0.715903,-2.70554,-1.43133,-1.41473,1.11507,-0.752607,-0.518687,-0.477486,0.475097,-1.39219,-2.869,-2.50633,63,0,0,2,0.808052
1.82059,-2.61836,-3.6192,-3.36064,2.20925,-2.98045,-3.29791,-3.10898,1.08341,-3.10489,-3.71426,-3.02753,1.82059,0.523231,-2.21079,-1.95971,2.73485,1.03518,-2.40175,-2.27268,1.93594,1.00013,-2.64855,-2.32493,0.495028,-2.12621,-4.21501,-4.17678,1.82488,0.792236,-2.07037,-2.06755,0.405551,2.1911,-3.46749,-3.01443,0.905631,2.70754,-2.49657,-2.36848,79,0,0,1,1.82488
1.7638,2.58422,-0.0367423,-0.027992,1.90916,2.65221,-0.304437,-0.24077,1.37856,2.30504,-0.0762381,-0.0453476,1.7638,-0.557373,1.24278,1.02233,1.70673,-0.508579,0.946812,0.74999,1.36561,-0.854153,0.896428,0.571791,0.457507,0.126808,0.501658,0.481397,0.883763,-0.78754,1.41724,1.4063,0.487375,-0.975149,-0.618665,-0.447788,1.68217,2.53026,-0.203367,-0.195242,93,3,2.70528,1,0.883763
1.59643,1.28382,-6.80805,-6.49166,1.19373,1.71522,-7.07002,-6.59633,0.756024,1.69328,-7.40477,-6.42582,1.59643,-1.85777,-6.0809,-5.76451,2.16396,-2.19614,-5.97774,-5.78155,1.87233,-2.31349,-6.27473,-5.93015,0.715017,-2.86174,-6.76523,-6.74654,1.2837,-2.87219,-6.31837,-6.3125,1.038,-1.59855,-5.60513,-5.50317,1.11904,1.01036,-6.32162,-6.2327,169,2,0.279164,5,2.16819
1.93677,1.5657,-1.01991,-0.84818,3.09316,1.06854,-0.746864,-0.682116,2.52809,0.96451,-0.8995,-0.752462,1.93677,-1.57589,-1.81063,-1.59096,1.33766,-0.426857,-1.54618,-1.18977,1.12402,-0.0476222,-1.61441,-1.04485,1.92208,1.38692,-0.793719,-0.791983,0.789998,-1.10044,-0.455306,-0.448797,1.0041,0.705019,-1.58234,-1.48375,1.1052,0.17078,-0.74552,-0.689565,88,4,3.24289,1,0.730579
1.58169,0.0632863,1.05051,0.816571,0.964179,-0.736599,1.1204,0.685736,0.330999,-1.54881,2.23417,0.737866,1.58169,-3.07831,1.80257,1.50481,2.50452,2.95143,1.47609,1.34019,1.70562,3.04996,1.70694,1.34987,0.877982,-1.69246,0.223062,0.22034,1.57558,-2.76417,1.46825,1.46474,0.772916,1.87807,1.29638,1.15261,0.552428,1.36326,1.61259,1.34833,90,3,1.47471,1,0.130417
1.92843,1.56221,-2.19967,-1.97036,1.87649,1.18737,-2.49472,-2.25198,0.223722,1.31085,-4.36415,-2.24753,1.92843,-1.57939,-1.92291,-1.69877,0.861412,-0.83794,-2.08695,-1.4329,1.50709,0.626616,-2.07743,-1.63595,0.795082,0.806472,-1.67736,-1.66322,0.619496,0.400345,-0.550164,-0.537884,0.914014,0.779264,-2.50598,-2.37991,0.608894,-2.51363,-3.09873,-2.84745,94,0,0,5,2.9447
2.08122,-1.4897,5.32286,5.1137,4.38533,-1.6047,4.57861,4.5233,2.53696,-1.48671,4.51825,4.30231,2.08122,1.65189,1.00717,0.854524,2.95543,1.59031,1.24579,1.15035,1.9483,1.61558,1.80933,1.50729,1.3108,-1.62263,4.90839,4.90276,1.35015,1.11999,1.90107,1.89599,0.995373,2.31668,1.12507,1.03782,1.25092,-1.34424,3.78483,3.71253,143,5,3.75879,9,3.6221
0.991737,2.62828,-7.68251,-7.08743,1.10011,-3.1118,-7.74711,-7.22185,0.706212,-2.93148,-7.9297,-6.89166,0.991737,-0.513309,-6.33942,-5.74434,1.17326,-0.752155,-6.45729,-5.97294,0.772317,-0.946277,-7.26963,-6.30893,0.439605,1.82891,-5.75693,-5.70891,0.798581,0.606213,-6.36936,-6.35431,1.10074,-1.75786,-6.37007,-6.27843,0.813756,-2.36152,-7.71444,-7.55775,87,1,0.813756,2,0.21563
1.22805,0.624309,3.79583,3.34005,1.08896,0.953289,3.8175,3.28651,0.492625,0.777916,5.00623,3.64195,1.22805,-2.51728,6.27521,5.81868,1.5934,-3.10437,6.02501,5.70774,1.31899,-3.00751,6.05538,5.50625,0.420163,-2.09221,2.59151,2.53979,0.952144,3.04344,6.26856,6.25793,0.44945,-2.49821,4.89335,4.49771,0.904446,0.902806,4.31994,4.1896,70,1,0.904446,1,0.451724
1.50518,2.98488,1.6396,1.32902,2.15936,1.67936,1.23845,1.07711,1.46988,2.00399,1.15072,0.794136,1.50518,-0.156717,-2.17558,-1.84313,2.80751,0.580773,-1.67982,-1.56371,1.30842,0.695163,-1.54165,-1.06638,1.03574,1.08256,0.569116,0.5645,1.58734,0.844611,-1.23615,-1.2329,0.352273,-1.711,-1.00206,-0.639893,1.1799,2.7782,1.04418,0.982314,134,2,0.490965,4,3.47837
2.1828,1.29084,-0.356196,-0.295491,2.49698,1.79845,-0.331695,-0.285676,1.45054,2.10676,-0.266014,-0.164513,2.1828,-1.85075,-0.226872,-0.187487,2.36537,-2.30073,-0.0387182,-0.0327001,1.57228,-2.31534,-0.105075,-0.0678026,1.72073,2.28412,-0.21397,-0.21328,1.59452,-2.04897,0.200994,0.200239,0.421104,2.47785,-0.989622,-0.694999,0.388995,-0.139435,-0.0499248,-0.0309067,161,4,2.74579,3,1.74563
1.74103,-0.667447,1.84391,1.58397,0.896206,-0.983344,1.86986,1.26172,0.210389,-0.786941,3.25505,1.16715,1.74103,2.47415,2.06131,1.79534,3.35743,2.38721,1.46708,1.38601,2.53147,2.46548,1.6313,1.43399,0.910318,0.20436,1.11508,1.10574,0.16004,-2.9262,-0.344716,-0.261968,2.43411,2.41431,1.67611,1.65735,0.814364,-2.71934,1.36108,1.22655,118,1,0.310429,5,3.78541
1.09255,1.64553,0.179522,0.106063,0.901298,-3.10201,0.333145,0.173897,1.04135,-2.84796,-0.595588,-0.303184,1.09255,-1.49606,-2.68858,-2.16739,2.15826,-1.98001,-2.10957,-1.91946,1.90019,-1.91378,-2.03869,-1.71709,0.123442,-2.80111,-2.87483,-2.46713,0.705781,-0.972934,-1.02325,-1.00851,1.5902,-2.2806,-2.08825,-2.04369,0.918063,-2.85426,0.455529,0.40413,71,1,0.043764,1,1.5902
2.14571,2.24587,6.24612,6.04717,1.7024,2.25204,6.23718,5.9499,1.37864,2.12391,6.67976,6.15967,2.14571,-0.895721,6.46389,6.26494,2.58185,-0.910965,6.45858,6.31317,2.30328,-1.00354,6.41351,6.16145,0.199367,0.888064,4.58144,4.38207,1.77792,-0.874388,5.77671,5.77364,0.586694,-1.4045,7.2563,6.98862,1.32653,2.26633,6.70039,6.63553,178,5,3.24589,3,2.99405
1.55496,0.316595,-1.82126,-1.51531,1.96184,0.810438,-1.70421,-1.49228,1.07297,0.611583,-2.08559,-1.43292,1.55496,-2.825,-0.574958,-0.42415,1.43963,3.04719,-0.584407,-0.415995,1.373,2.54762,-0.837639,-0.531407,1.02534,0.219913,-2.04482,-2.03595,0.933988,1.98304,0.148818,0.147196,0.768597,-3.02772,-1.37877,-1.22985,0.410967,1.8726,-0.784035,-0.529515,77,2,1.27352,3,1.35993
4.44859,1.36267,1.73061,1.68022,4.96952,1.5255,1.6006,1.56055,3.17255,1.44419,1.61473,1.47924,4.44859,-1.77892,-0.117436,-0.111307,3.80539,-1.45671,0.119144,0.110879,1.89602,-1.49966,0.217029,0.155321,1.13084,1.09595,0.87408,0.868773,1.46999,-2.07453,0.29733,0.296036,1.03802,-0.620827,-0.0277526,-0.0250631,2.14459,1.62511,1.8338,1.8093,125,7,4.51835,4,2.35295
0.607726,0.689212,6.56454,5.58506,1.50883,1.0261,6.08758,5.74394,0.683701,1.22725,7.2779,6.21142,0.607726,-2.45238,8.58465,7.60516,0.289592,-1.23284,9.21106,7.54801,0.486241,-0.846749,8.1659,6.78878,1.13694,0.846181,5.96607,5.95859,0.839158,0.391889,6.42159,6.40794,0.821285,-2.15569,7.28277,7.12853,0.562979,-2.76404,6.87821,6.59301,85,3,0.934584,1,0.178518
2.47616,-1.20625,5.09943,4.94314,1.97871,-2.06047,5.58413,5.35712,1.86499,-2.39147,5.57226,5.22574,2.47616,1.93534,4.69274,4.53648,2.19251,2.11481,4.60653,4.4146,1.45707,1.9633,4.96622,4.48128,1.65732,-2.06476,4.9537,4.95016,0.809761,1.08856,5.15555,5.14091,1.12503,2.54846,4.11155,4.02355,0.608384,2.82778,6.041,5.78806,247,5,2.94937,1,0.132244
0.660523,-2.32651,-7.23484,-6.32604,0.509562,-2.32305,-7.3646,-6.23032,0.481663,-1.5947,-8.06013,-6.67415,0.660523,0.815086,-8.76744,-7.85864,0.327572,0.983366,-9.45969,-7.91488,0.432048,2.01782,-8.95881,-7.47026,0.345042,1.68972,-8.08951,-8.01374,0.883946,0.701089,-7.37642,-7.36411,0.880936,-2.93512,-7.70093,-7.56437,0.824655,-1.53511,-6.18412,-6.03098,92,1,0.189198,0,0
1.14351,-2.46046,-1.48416,-1.05908,1.48041,2.65072,-1.23764,-0.956351,1.25887,2.56025,-1.25472,-0.809811,1.14351,0.681133,2.80224,2.30805,0.362968,1.25083,3.96619,2.52491,0.337783,0.790266,3.26557,1.58256,0.964612,1.6883,-0.374259,-0.37057,0.900671,0.573268,1.11954,1.10999,0.575424,-2.69505,2.41234,2.14234,0.976124,-2.86489,-1.30027,-1.20363,46,0,0,0,0
2.07409,-0.664904,-6.00361,-5.79326,2.04052,-0.756614,-6.06772,-5.85171,0.588959,-0.99931,-7.27757,-6.07745,2.07409,2.47669,-6.94207,-6.73172,2.33631,2.62342,-6.81145,-6.63887,1.72511,2.59163,-6.7881,-6.40106,1.01545,-0.842297,-5.62991,-5.62055,1.27007,2.47948,-6.98535,-6.97935,0.484338,2.88946,-5.78759,-5.43138,0.443406,2.50852,-7.15813,-6.75498,156,1,0.532752,3,1.8167
1.66942,-1.09083,-6.3524,-6.05647,1.30356,-1.17573,-6.69634,-6.27468,0.703187,-1.89812,-7.08203,-6.04025,1.66942,2.05077,-5.03342,-4.73752,1.78525,2.25288,-5.06788,-4.80085,0.809513,2.61424,-6.01974,-5.09894,1.17053,-2.06699,-6.32124,-6.31418,0.664757,0.752485,-5.48248,-5.46091,1.18573,-3.10199,-4.98446,-4.90454,0.491754,0.831903,-5.93524,-5.58672,119,4,0.979632,0,0
0.690523,2.67495,-1.14113,-0.558253,1.00157,-2.85047,-0.996584,-0.610947,0.468401,-2.78867,-2.706,-1.35778,0.690523,-0.466644,-3.71341,-2.84434,1.31563,-1.19481,-3.05288,-2.63932,0.980965,-1.49856,-3.00111,-2.24536,0.942817,-2.87302,-1.86842,-1.85809,1.20181,-1.94808,-1.92285,-1.91644,0.531992,0.264106,-3.08689,-2.77808,0.477714,0.185867,-0.927088,-0.686004,102,1,0.138155,0,0
0.482362,-1.1211,-2.63139,-1.49415,0.631605,-0.825289,-2.36563,-1.46508,0.596497,-0.894132,-3.11214,-1.94235,0.482362,2.02049,-4.16927,-2.98785,0.808086,-2.07242,-3.6526,-2.90895,0.802951,-2.14414,-3.32877,-2.40793,0.353546,0.549506,-3.45108,-3.37882,0.341522,-0.616154,-1.04843,-0.989032,0.859009,-2.55262,-3.22264,-3.08047,0.653693,-1.46039,-1.30699,-1.11825,21,1,0.107115,1,0.859009
1.80817,-0.409552,1.66085,1.4222,1.87001,-0.115486,1.5807,1.35751,1.53322,0.192794,1.78242,1.36689,1.80817,2.73204,1.48529,1.2555,1.90431,2.484,1.53527,1.32039,1.27051,2.63449,1.84889,1.32298,0.396947,-2.74776,1.2468,1.19783,0.505665,1.32307,0.36111,0.348605,1.24111,3.03925,1.82498,1.75552,1.92381,0.234007,1.43121,1.40287,93,2,2.4291,1,1.24111
2.00923,-3.05375,-0.847272,-0.703623,3.46017,2.75058,-0.891735,-0.831727,1.94029,2.60882,-1.26589,-1.001,2.00923,0.0878387,-2.43819,-2.22089,1.9543,1.7181,-2.59335,-2.36502,1.25671,2.05052,-2.25459,-1.69586,1.6695,2.50035,-1.38914,-1.38607,0.472182,-0.500059,-1.95536,-1.91519,1.66966,2.20876,-1.67232,-1.63338,0.333775,-3.10215,-0.0789866,-0.0442717,128,3,3.88192,5,2.92554
3.23573,2.27247,2.79227,2.69574,0.323778,2.65997,3.36092,1.82986,0.586383,-0.0205101,3.87363,2.67386,3.23573,-0.869125,4.47479,4.37749,6.00028,-0.591345,4.01318,3.98289,3.7077,-0.490827,4.01616,3.90348,0.0819068,2.94052,5.64573,4.96481,0.196057,1.82576,4.62203,4.41709,3.84344,-0.528306,3.87834,3.87017,0.66712,-0.0425609,2.0348,1.82552,202,5,4.97841,6,5.63684
2.41792,1.80864,3.00888,2.84701,3.7492,1.4621,3.17928,3.10531,2.67402,1.0926,3.38388,3.18627,2.41792,-1.33295,3.94228,3.77962,0.757316,0.0599813,4.46941,3.67296,1.10622,1.6907,4.07116,3.399,0.683031,2.01142,3.83411,3.81368,1.29,1.4682,3.02516,3.01937,0.322694,-2.53129,4.77723,4.17433,2.3239,0.856792,3.01305,2.99108,104,4,4.04553,2,0.868652
2.39722,-0.726951,2.37268,2.21083,2.68364,-0.740227,2.43394,2.30038,1.86659,-0.367765,2.48202,2.14276,2.39722,2.41464,2.90098,2.73696,2.21872,2.30826,2.85022,2.66352,1.71466,2.05297,2.99666,2.60927,1.44869,-0.394184,2.64718,2.64261,0.668358,1.27745,3.5113,3.49,1.32293,2.41449,2.20675,2.14323,0.420154,-0.276557,1.52248,1.14647,207,4,1.82806,0,0
1.23207,-1.88886,6.31895,5.86438,1.26553,-2.15866,6.28331,5.84457,0.792312,-2.09354,6.62286,5.68391,1.23207,1.25274,5.53578,5.08122,1.37472,1.62456,5.50573,5.11367,1.07557,1.93204,5.96784,5.27394,0.835826,-1.01671,6.20276,6.18901,0.397784,2.2869,6.77486,6.71681,0.716037,1.73779,4.60936,4.41496,0.835704,3.11255,5.38846,5.2388,82,0,0,0,0
0.559937,1.90024,-5.42119,-4.3707,1.78856,2.25915,-5.01235,-4.74608,2.20271,2.25287,-5.33365,-5.06345,0.559937,-1.24135,-9.29332,-8.24269,0.758193,-0.872059,-8.97088,-8.17483,0.824547,-0.862815,-8.74139,-7.836,1.95579,1.89311,-5.06677,-5.06423,0.782897,-1.25547,-7.01484,-6.9992,0.316208,0.382107,-9.5148,-8.89743,0.782652,-2.95502,-5.22925,-5.06178,76,1,1.95579,0,0
2.49188,-0.311652,2.58453,2.43197,2.79333,0.0333784,3.09462,2.96853,1.99373,-0.138934,3.3838,3.07052,2.49188,2.82994,3.93124,3.77677,2.57934,2.95718,3.96926,3.82372,1.92815,3.01052,4.04934,3.71946,0.321819,2.80814,2.86951,2.78394,0.351003,2.22158,2.43183,2.35965,1.69919,-3.12555,4.13919,4.0987,2.31032,-0.165863,3.13588,3.11365,194,3,2.65283,3,0.670539
1.11805,-1.44373,2.66654,2.16028,1.19987,-1.25097,2.67299,2.20976,0.542619,-2.57546,3.73799,2.46945,1.11805,1.69786,3.58728,3.07385,1.18044,1.64118,3.50071,3.0216,0.802792,0.38786,3.66354,2.73921,0.690906,2.97886,3.34877,3.32882,0.758086,1.28909,3.48871,3.47207,0.680983,-0.67319,2.26503,2.05941,0.460963,-1.06381,1.93964,1.58007,105,4,0.919019,2,0.696148
1.53283,1.99063,5.55577,5.21992,1.51055,2.0656,5.58942,5.24635,0.670212,2.01309,6.60079,5.51672,1.53283,-1.15096,7.09973,6.76386,1.11358,-1.03048,6.06057,5.5432,0.335523,-1.18825,7.03947,5.30831,0.381529,1.82668,7.07025,7.00745,0.982822,-0.697165,5.12139,5.11141,0.704938,2.67081,5.73449,5.53496,0.303641,2.24813,4.98096,4.33462,12,1,0.381529,0,0
2.0036,2.36396,3.01683,2.79567,1.09406,-3.05633,2.99115,2.46699,0.726517,-3.03973,4.29294,3.28084,2.0036,-0.777631,4.32358,4.10118,1.12874,-0.811553,4.88596,4.37736,0.831506,-0.43074,4.79116,3.89314,0.727131,-1.65134,2.73621,2.71828,0.732699,0.71392,4.58169,4.56387,0.851224,-1.33147,3.51462,3.36995,0.929992,2.36635,3.81041,3.68642,68,1,0.0922779,1,0.0974194
1.00233,-0.821025,7.47971,6.892,1.31797,-0.522212,7.16265,6.74722,0.441305,-0.559739,7.84217,6.37373,1.00233,2.32057,5.21237,4.62472,1.67465,1.91444,5.15144,4.85694,0.73843,1.74044,6.09297,5.09376,1.06003,-0.123154,6.42317,6.41458,0.276325,2.61563,6.90818,6.79457,0.60009,1.37914,4.43244,4.17409,0.685989,-2.98925,6.53073,6.32206,30,1,0.213365,0,0
