cLO_pT,cLO_phi,cLO_eta,c_pT,c_phi,c_eta,chad_pT,chad_phi,chad_eta,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbar_pT,cbar_phi,cbar_eta,cbarhad_pT,cbarhad_phi,cbarhad_eta,d1_pT,d1_phi,d1_eta,d1bar_pT,d1bar_phi,d1bar_eta,d2_pT,d2_phi,d2_eta,d2bar_pT,d2bar_phi,d2bar_eta,d3_pT,d3_phi,d3_eta,d3bar_pT,d3bar_phi,d3bar_eta,d4_pT,d4_phi,d4_eta,d4bar_pT,d4bar_phi,d4bar_eta,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
5.59016,1.28303,1.12577,4.88706,1.57602,0.976186,3.66675,1.99054,1.20501,5.59016,-1.85856,-0.366281,4.43438,-2.1397,-0.0422013,3.42628,-2.13579,-0.285364,2.28461,2.24789,1.07901,1.27001,-2.34922,0.248717,1.5691,1.61091,1.27752,2.20158,-2.0133,-0.564635,0.696591,1.45041,1.25903,0.888459,1.73653,1.27654,1.06498,-2.09308,-0.647223,1.14314,-1.93899,-0.481377,209,8,8.48637,8,6.23217
4.3231,-2.97365,1.57427,7.16271,-2.40216,0.999655,4.03421,-2.35543,0.981705,4.3231,0.167943,-1.11775,0.652067,0.353966,-3.46692,0.911012,-0.038814,-2.78308,1.0072,-1.95117,0.400318,0.177511,-3.04875,-0.410418,3.13335,-2.48221,1.1055,1.08724,-0.0173792,-2.5977,1.80101,-2.51282,1.14378,1.33432,-2.44088,1.05064,0.602389,0.122251,-2.64236,0.497821,-0.186597,-2.51326,159,6,7.91327,4,2.63854
4.42094,2.8699,0.796933,2.7181,2.52309,0.600415,2.28787,2.53103,0.450092,4.42094,-0.271691,3.20088,5.77375,-0.617174,3.07038,5.62746,-0.671697,3.01196,0.466741,1.00769,0.256004,1.38854,-1.02063,3.28739,2.31319,2.73396,0.39757,4.34858,-0.56231,2.87701,1.11793,2.74886,0.286359,1.19551,2.72003,0.497462,1.64862,-0.559197,2.91549,2.69998,-0.564211,2.85276,214,4,2.72217,7,6.52754
5.44813,-1.16545,0.977757,5.33988,-1.26397,1.29859,4.1644,-1.2398,1.36976,5.44813,1.97614,2.95869,6.67054,1.93212,2.962,6.57671,1.95108,2.95902,1.10984,-0.660899,1.05708,1.00813,1.64186,3.38714,3.29188,-1.42532,1.39859,5.62477,2.00565,2.84743,1.75284,-1.48667,1.34734,1.54608,-1.35575,1.45017,2.30701,1.96776,2.84784,3.32057,2.03197,2.8463,267,4,4.75628,10,8.7324
4.40492,-2.77353,-4.16245,3.83341,3.09932,-3.99577,2.40466,-3.11927,-4.08183,4.40492,0.36806,-4.94075,4.23738,0.336082,-5.08687,3.25745,0.591574,-5.11404,0.573828,-2.54493,-2.97083,2.25846,0.788265,-4.87779,1.94801,3.00318,-4.21075,1.13211,0.1911,-5.37809,0.897228,3.09327,-4.18395,1.05751,2.92678,-4.22669,0.434203,0.00632332,-5.55554,0.7098,0.303728,-5.23245,168,2,0.51145,3,3.49995
4.01444,-0.91336,4.39602,5.68103,-1.18925,4.36912,4.89368,-1.04197,4.43544,4.01444,2.22823,4.25116,2.76096,2.75193,3.93261,2.3606,2.94096,3.73029,0.804913,-0.851955,5.03962,1.20927,2.32007,3.53964,4.10607,-1.079,4.2529,1.54632,-2.86991,3.60316,1.65401,-1.07927,4.31397,2.45206,-1.07882,4.20949,0.669023,-2.98854,3.73365,0.885548,-2.78039,3.48147,184,4,5.4898,3,1.83876
4.33631,1.83958,-2.7624,3.1097,2.34753,-2.48652,2.51097,2.25698,-2.74084,4.33631,-1.30201,-5.97753,4.25237,-1.42647,-5.98997,2.01658,-1.48699,-6.00712,0.629912,2.47618,-3.43871,0.708139,-2.31421,-6.27837,1.90107,2.18487,-2.32003,1.62318,-1.16009,-5.60688,0.710639,2.12463,-2.41067,1.19249,2.22076,-2.26012,0.732541,-1.29298,-5.70412,0.902337,-1.05232,-5.50611,237,8,4.27947,8,4.56609
4.61462,0.628001,-2.22746,1.58663,1.22696,-2.2625,2.75321,1.10862,-2.25343,4.61462,-2.51359,-2.84754,3.92015,-2.91096,-3.02376,2.29772,-2.8409,-3.27461,1.01005,1.33678,-1.43872,0.526182,2.07791,-3.22851,1.78402,0.98021,-2.51438,2.24962,-2.60992,-3.04985,1.11231,0.972027,-2.50044,0.671811,0.993759,-2.53691,0.881697,-2.68464,-3.10361,1.37196,-2.56193,-3.01067,115,7,3.11353,4,3.71498
28.4475,1.61029,-2.03457,24.2636,1.74789,-2.07876,16.1858,1.76669,-2.10341,28.4475,-1.5313,-1.73549,24.9947,-1.7139,-1.6731,16.0172,-1.70824,-1.67868,10.3334,1.79631,-2.06161,2.96056,-1.91435,-1.69466,5.86489,1.71447,-2.17123,13.1333,-1.66209,-1.66956,3.38987,1.72381,-2.13591,2.47537,1.70168,-2.21757,7.99354,-1.66002,-1.65983,5.13982,-1.6653,-1.68453,482,24,32.7914,17,32.5393
4.8231,0.170074,2.19797,3.97823,0.493177,2.16757,3.66369,0.480284,2.11412,4.8231,-2.97152,3.93134,7.42941,-3.05227,3.54131,4.6228,-2.94177,3.66771,1.08692,1.1397,1.90266,2.96256,-2.91349,3.75495,2.88261,0.247169,2.0827,1.66354,-2.99216,3.48824,1.78699,0.258863,2.07303,1.09594,0.228099,2.098,0.892106,-2.90221,3.55775,0.779172,-3.09519,3.39138,76,6,4.51097,3,4.63384
4.63336,0.970483,5.69332,4.15186,1.06809,5.75193,2.50856,1.01817,5.81849,4.63336,-2.17111,6.75594,5.75035,-2.22765,6.5734,4.65103,-2.14719,6.54962,0.361143,2.48799,4.97913,0.490033,-1.49162,7.21028,2.49813,0.873836,5.75845,4.27303,-2.21716,6.40625,1.06224,0.958918,5.74594,1.44256,0.81122,5.76296,2.45821,-2.25448,6.4066,1.81885,-2.16671,6.40356,295,6,4.86064,3,4.7201
4.7742,-1.70508,3.12034,5.17525,-1.96812,3.28312,3.37363,-2.03713,3.48506,4.7742,1.43651,3.08309,4.10681,1.88265,2.9356,4.89007,1.89007,3.00772,0.149089,-2.53302,5.14868,2.99579,2.08136,2.94933,3.24328,-2.01526,3.25912,2.03044,1.60574,3.02455,2.01506,-2.04068,3.23139,1.22994,-1.9736,3.30162,1.15401,1.70087,2.9966,0.888439,1.48205,3.04666,146,6,5.64605,4,5.61444
4.29193,-0.68476,5.3284,6.99858,-0.462654,5.33917,5.50625,-0.451872,5.24378,4.29193,2.45683,5.91569,2.84978,2.18102,5.87119,3.28723,2.02661,6.02931,1.13057,-0.103726,5.6172,0.218601,-2.27266,5.50522,4.46022,-0.538456,5.10026,3.38093,1.96736,5.96103,2.40332,-0.590239,5.07993,2.06387,-0.478146,5.12012,2.09043,1.97876,5.95228,1.29085,1.9489,5.97477,236,7,7.67374,4,3.77835
4.84679,-2.74426,-0.352392,4.77323,-3.01357,-0.349397,3.648,-3.03231,-0.399644,4.84679,0.397328,-1.24539,2.0834,0.712394,-1.40249,3.40924,0.700166,-1.56517,2.14849,-3.09404,-0.623733,1.74083,0.814383,-1.79467,1.50943,-2.94438,-0.0452579,1.69142,0.582597,-1.24845,0.815055,-3.02829,-0.171782,0.700585,-2.84672,0.103108,0.616591,0.684589,-1.36961,1.07986,0.524428,-1.169,151,4,4.21419,6,4.11964
4.25403,1.94881,0.936037,4.26961,2.3644,0.835169,4.8198,2.24543,0.951795,4.25403,-1.19278,-1.93784,5.06711,-1.00175,-1.73254,3.55726,-1.05805,-1.8799,1.34053,2.16642,0.409991,0.449372,-1.364,-2.79975,3.48506,2.2758,1.11576,3.13169,-1.01481,-1.63221,1.55758,2.27312,1.049,1.92749,2.27797,1.1672,1.69202,-1.02654,-1.55802,1.43992,-1.00103,-1.71317,197,5,5.00004,5,3.94875
6.27347,-0.303468,-4.27908,6.09969,-0.0831592,-4.29275,3.15972,-0.181246,-4.63665,6.27347,2.83812,-1.51377,6.04089,-3.00558,-1.46266,5.0451,-2.94191,-1.41731,1.917,0.0262436,-4.70906,2.78373,-2.96712,-1.13522,1.3432,-0.479662,-4.43581,2.26334,-2.9109,-1.68818,0.611847,-0.275688,-4.43254,0.754287,-0.644721,-4.40768,1.34249,-2.88576,-1.72941,0.921892,-2.94753,-1.62403,268,7,6.44768,8,6.53712
4.14327,1.40101,3.12808,2.95396,0.946933,2.41972,2.22199,0.992315,2.71844,4.14327,-1.74058,3.77311,4.81051,-1.67399,3.85217,4.39732,-1.71744,3.87552,1.61943,1.21436,2.22097,0.50089,-2.52608,3.23459,0.734687,0.485464,3.24273,4.06764,-1.62825,3.89163,0.315852,0.125767,3.36905,0.452905,0.733474,3.0578,2.34251,-1.60239,3.91648,1.72698,-1.66334,3.8558,103,3,2.34925,6,5.31573
6.98736,2.27412,-0.848242,11.3186,2.74608,-1.19214,5.57915,2.73235,-1.20577,6.98736,-0.867476,-3.18025,5.31314,-0.898115,-3.3174,3.15261,-0.723207,-3.1714,1.09062,2.84685,-0.624706,1.05362,-1.32645,-3.34858,4.4974,2.70464,-1.31292,2.36184,-0.467342,-2.95167,1.75334,2.73946,-1.29072,2.7458,2.6824,-1.32633,0.95063,-0.489769,-2.93027,1.41161,-0.45224,-2.96555,204,8,12.0572,10,6.0533
4.77979,-2.46136,-0.227053,6.15631,-2.29196,-0.383201,6.11455,-2.26127,-0.458762,4.77979,0.680235,-0.489115,3.84247,0.432626,-0.260713,2.54725,0.460995,-0.21316,2.73457,-2.45482,-0.274812,0.694276,0.786653,-1.01106,3.47112,-2.10915,-0.583811,1.90247,0.343974,0.147023,1.90395,-2.10106,-0.651021,1.56731,-2.11898,-0.498819,1.07977,0.246012,0.114398,0.834591,0.470852,0.186932,209,5,7.28698,5,2.77631
4.12616,-1.61987,-0.36312,4.0814,-1.70708,-0.382302,2.99973,-1.94366,-0.632765,4.12616,1.52173,-0.188271,3.70975,1.58153,-0.288699,2.36222,1.84769,-0.306692,0.51097,3.09289,-0.715083,0.754153,2.31631,-0.980751,2.87803,-1.77456,-0.539771,1.72337,1.64874,0.0742963,1.15852,-1.82642,-0.552986,1.72211,-1.73968,-0.530083,1.08206,1.62372,0.119177,0.642219,1.6909,-0.00172001,280,10,7.53573,8,3.94208
5.21213,-0.488642,3.28532,3.69088,-0.256695,3.49742,2.78405,-0.0672021,3.3489,5.21213,2.65295,4.07532,8.38244,2.45338,3.93052,3.54615,2.31551,3.97064,2.07937,-0.149028,3.31179,1.9818,2.05479,4.0377,0.731653,0.167229,3.41354,1.70943,2.61899,3.79006,0.486891,0.321546,3.25349,0.261486,-0.123031,3.60553,1.04522,2.69365,3.71238,0.671664,2.50265,3.89011,143,7,5.78994,8,8.11384
4.0927,-2.60714,0.214717,0.829931,-2.85584,-0.0775199,1.85914,-2.23818,0.198532,4.0927,0.534457,-1.49772,5.03768,0.0614633,-1.18988,5.29409,0.145986,-1.17953,1.40237,-2.55405,-0.0811145,1.56508,0.0733454,-0.703245,0.683088,-1.54661,0.661331,3.73486,0.176404,-1.33477,0.372862,-1.33129,0.380771,0.328639,-1.79147,0.905553,2.03912,0.13007,-1.36303,1.70055,0.231972,-1.29741,211,7,3.35457,6,6.47029
4.75723,1.31789,0.504514,4.16466,0.605325,0.833501,3.63175,0.487077,1.00901,4.75723,-1.8237,-1.2674,4.32698,-0.966986,-1.43962,8.34596,-0.919482,-1.49029,0.815376,1.22179,1.2647,4.13078,-0.877494,-1.31053,3.07569,0.308409,0.861486,4.22239,-0.960559,-1.64047,1.76082,0.242632,0.823536,1.32374,0.395952,0.905934,2.35391,-1.00528,-1.65122,1.87379,-0.904369,-1.62416,290,6,5.053,9,10.2915
7.54935,1.71575,1.00544,8.79398,2.16787,1.12037,6.86409,2.2249,1.04201,7.54935,-1.42584,3.58397,6.16904,-1.59919,3.79,5.30049,-1.65367,3.90986,2.30124,2.52535,1.09364,1.74468,-1.24708,3.92146,4.71539,2.07996,0.990088,3.76187,-1.83813,3.84784,2.00927,2.12827,1.00974,2.7102,2.04415,0.974172,2.05931,-1.88224,3.87403,1.70698,-1.78492,3.81263,112,7,8.12788,4,6.01025
6.61884,1.54812,-5.42335,7.67883,1.56399,-5.79047,4.86839,1.65295,-5.78315,6.61884,-1.59347,-5.64726,5.09596,-1.41119,-5.14792,5.27075,-1.27835,-5.09977,3.53353,1.73513,-5.71056,1.83201,-1.66259,-4.94744,1.37766,1.44084,-5.92164,3.63773,-1.08843,-5.1161,0.541835,1.33943,-5.89828,0.840401,1.50615,-5.93104,2.17354,-1.05404,-5.08558,1.46739,-1.13937,-5.15757,395,7,6.92707,10,7.42258
4.67983,-2.31083,-5.45032,3.85438,-1.97246,-5.6784,3.60171,-2.21176,-5.67237,4.67983,0.830766,-6.86732,4.56981,0.71676,-6.59129,3.35349,0.788446,-6.7402,2.66949,-2.09339,-5.50217,1.01006,0.623028,-5.97486,1.00179,-2.53188,-5.97069,2.36308,0.858888,-6.93928,0.58727,-2.36404,-5.90874,0.434006,-2.7599,-6.00643,1.24012,0.850725,-6.83621,1.12305,0.867901,-7.0419,239,9,7.29859,4,5.84688
7.66576,1.64389,-3.39272,4.40851,1.62264,-3.77343,5.32498,1.76082,-3.50994,7.66576,-1.49771,-0.917386,1.37776,-0.886663,0.0991996,3.17528,-1.17228,0.0761338,2.66971,1.68343,-3.68339,1.70536,-1.41505,0.36847,2.67124,1.83816,-3.2928,1.57424,-0.908832,-0.251871,1.51578,1.84993,-3.20846,1.1557,1.82272,-3.39346,0.722968,-0.799708,-0.368074,0.859191,-1.0006,-0.149072,394,18,12.6298,14,7.40024
5.03249,1.50308,4.87434,5.82891,0.986217,5.37207,3.22679,0.827206,5.44149,5.03249,-1.63851,3.50684,3.49771,-1.0536,3.48051,2.14877,-0.994167,3.44717,2.50964,0.91708,5.29058,1.34593,-0.621191,2.84978,0.761355,0.526858,5.78059,1.0209,-1.49528,3.76953,0.518477,0.527382,5.60419,0.242878,0.525737,6.07715,0.407009,-1.64472,4.0034,0.621385,-1.39761,3.56547,199,6,4.10512,6,2.44469
4.29446,-1.56233,-3.91969,4.69045,-1.60671,-3.81743,3.12756,-1.47126,-4.07834,4.29446,1.57926,-3.41453,2.02842,1.34016,-4.05,0.9376,1.3104,-4.5396,0.566738,-1.57656,-4.88434,0.764453,0.18043,-3.50852,2.56465,-1.44803,-3.75648,0.922946,2.15709,-4.21221,0.951208,-1.4146,-3.81696,1.61429,-1.46773,-3.7185,0.365194,2.01146,-4.17216,0.564112,2.25118,-4.22626,116,3,3.43144,0,0
4.15716,2.61377,-3.44261,3.11278,2.65899,-3.73158,2.18177,2.66495,-4.20877,4.15716,-0.52782,-1.70382,4.59883,-0.900226,-1.70142,3.87574,-0.875073,-1.59751,1.12378,2.25366,-4.36671,0.44562,-1.43071,-2.4318,1.23624,3.0369,-3.85264,3.50505,-0.80796,-1.3989,0.702772,2.99102,-3.93819,0.535179,3.09716,-3.72426,2.10968,-0.797134,-1.35114,1.39569,-0.824323,-1.46727,94,7,3.43838,3,4.09538
4.55657,-1.71199,1.66365,5.21701,-2.04767,1.61642,3.83349,-2.1484,1.65226,4.55657,1.42961,0.762875,4.0514,1.69538,0.622185,2.55561,1.62379,0.603696,1.4577,-2.27822,1.09443,0.272783,-2.87967,1.34217,2.39551,-2.06953,1.88443,2.62579,1.52199,0.425702,1.42695,-2.06353,1.91405,0.968616,-2.07837,1.83914,1.07867,1.56502,0.510272,1.54881,1.49202,0.364579,243,7,4.3966,8,4.73129
4.81584,-1.38372,-1.21765,2.90395,-2.2077,-0.752497,2.23105,-2.32019,-0.891243,4.81584,1.75787,-4.93279,4.03024,1.9576,-5.07843,3.17396,1.86391,-5.16907,0.540694,-2.39155,0.342655,0.727226,2.34655,-5.72716,1.69217,-2.29741,-1.16589,2.55223,1.73127,-4.87569,0.787899,-2.41196,-1.07949,0.91388,-2.1987,-1.22756,1.46831,1.78388,-4.82213,1.08869,1.66029,-4.93956,274,5,2.29797,5,4.11924
4.37927,-1.71119,0.961879,4.85353,-2.28111,0.98744,2.62781,-2.09668,0.9499,4.37927,1.43041,-0.101937,2.45861,0.746761,-2.17106,1.23959,1.15043,-2.75371,1.78173,-1.8916,0.584217,1.12906,1.60249,-1.97277,0.955028,-2.48639,1.38483,0.541657,0.00587818,-3.05091,0.522528,-2.77255,1.34412,0.477118,-2.17211,1.34546,0.124084,0.0679693,-3.73829,0.417882,-0.0125481,-2.70324,285,9,5.89982,7,3.29805
5.45801,-2.31982,2.20844,5.71339,-2.20322,2.14425,5.74039,-2.26197,2.07457,5.45801,0.821777,-1.56264,2.85336,1.25663,-2.25199,4.19165,1.20162,-2.07516,0.267367,2.80524,2.51489,3.16312,1.23497,-1.92987,5.65306,-2.21761,2.01607,1.03567,1.0996,-2.41816,2.49091,-2.22648,1.97587,3.16232,-2.21063,2.04662,0.458273,0.854133,-2.4415,0.601536,1.28581,-2.359,377,12,9.96843,11,7.04671
4.57849,1.72798,4.8475,7.68368,2.02444,4.82024,4.70605,2.03477,4.93829,4.57849,-1.41362,4.97675,1.51613,-1.17786,4.47963,1.62343,-2.19146,4.5288,0.45789,3.11006,4.80218,0.508978,-1.21311,4.98311,4.50637,1.94526,4.89291,1.4042,-2.49688,3.99316,2.7501,1.96481,4.87769,1.75762,1.91468,4.91554,0.907159,-2.48353,3.87658,0.497274,-2.52124,4.17574,102,5,7.68768,1,0.497274
4.17682,-0.415068,-2.04871,3.12566,0.157796,-2.69714,2.85964,0.0873111,-2.96711,4.17682,2.72652,-1.8632,4.88358,2.5298,-1.67668,3.20673,2.58642,-1.81432,1.31875,0.59475,-2.55921,2.4603,2.4817,-1.65862,1.82339,-0.271809,-3.0519,0.802255,2.91277,-2.13702,0.931842,-0.219198,-2.91392,0.89418,-0.326639,-3.17541,0.560735,2.88005,-1.98663,0.242515,2.98848,-2.41513,133,8,4.21568,8,4.38528
7.75982,0.957716,5.04129,7.56106,1.02404,5.16111,5.73069,1.05067,5.25359,7.75982,-2.18388,4.40128,6.45161,-1.79525,4.3087,6.20689,-1.76568,4.29941,2.90696,0.904949,5.02102,1.35859,-1.57338,4.68408,2.88558,1.19748,5.42554,4.88026,-1.81891,4.15192,1.38464,1.1904,5.3487,1.501,1.20402,5.4915,2.86854,-1.83524,4.14826,2.01264,-1.79564,4.15664,370,11,8.64912,9,8.25376
4.20992,-2.84539,1.71964,2.65196,-2.94695,1.67061,2.73648,2.90869,1.79252,4.20992,0.296201,0.168521,2.94645,0.81267,0.390141,3.28689,0.886057,0.0726421,1.76842,2.68209,1.83481,1.1869,0.899165,0.628671,1.08838,-3.0008,1.6017,2.10015,0.878649,-0.262352,0.560158,-3.06743,1.7423,0.530775,-2.93048,1.42531,1.2882,0.876296,-0.322636,0.81196,0.882383,-0.164844,158,5,3.70511,4,4.20869
5.2204,-1.22617,2.48218,3.34591,-1.26847,2.4259,3.78902,-1.0863,2.27473,5.2204,1.91542,2.68848,3.66953,1.65178,2.72489,2.3572,1.86378,2.74043,0.173172,2.98407,1.96697,0.846154,0.967408,2.31103,3.89519,-1.05068,2.21461,1.94457,2.21056,2.66912,2.17588,-1.00696,2.18747,1.72401,-1.10588,2.24527,1.13383,2.27938,2.6777,0.817154,2.11499,2.64918,105,4,4.97399,3,2.3555
4.98007,0.594263,-2.104,3.3389,0.0146215,-2.38237,2.13202,0.0498342,-2.80462,4.98007,-2.54733,-0.292063,5.39686,-2.04493,-0.166867,2.53329,-1.90938,0.014871,1.23919,-0.433995,-2.78975,1.06934,-2.56162,0.276836,1.18475,0.557967,-2.54466,1.80425,-1.54139,-0.144791,0.706818,0.519389,-2.34924,0.479235,0.614881,-2.77561,0.722644,-1.58245,-0.0321723,1.08263,-1.51399,-0.218914,137,8,4.289,5,2.56329
4.59098,1.48282,-0.984283,3.8922,0.987301,-1.26377,2.51095,1.0516,-1.45085,4.59098,-1.65877,-0.139602,4.5323,-1.62647,-0.0104346,3.38279,-1.68077,0.0216398,1.06823,0.639794,-0.742053,0.858168,-1.6735,0.749469,1.59057,1.32377,-1.69711,2.52465,-1.68324,-0.247745,0.949244,1.25334,-1.58014,0.647135,1.42717,-1.84109,0.978368,-1.61487,-0.24245,1.55001,-1.72637,-0.2505,265,8,5.24557,7,5.58715
4.55339,-0.713115,1.23955,4.55566,-0.655128,1.66484,2.67869,-0.642475,1.73541,4.55339,2.42848,2.1347,4.43113,2.29134,1.35255,2.94454,2.29056,1.66129,0.507387,-0.724122,2.60687,0.46975,2.45201,2.58806,2.17338,-0.623435,1.35646,2.48205,2.26013,1.33045,1.39566,-0.662111,1.32532,0.78064,-0.554251,1.40699,0.934762,2.24167,1.32723,1.54754,2.27128,1.33225,253,7,5.14719,5,4.57806
4.32295,1.69902,6.15101,3.88662,1.66728,6.09352,2.42741,1.56533,6.22338,4.32295,-1.44258,5.79584,4.92202,-1.43701,5.87388,5.4938,-1.58512,6.03393,0.227145,2.34292,4.71687,3.06837,-1.63633,5.7808,2.27114,1.4951,6.26896,2.43452,-1.52056,6.27932,0.934881,1.55331,6.20833,1.33895,1.45448,6.30729,1.25144,-1.58536,6.34273,1.18848,-1.45233,6.20301,300,4,2.70698,7,8.6631
6.96078,-0.698252,-1.13212,6.50633,-1.08121,-1.39623,4.03431,-1.10142,-1.52423,6.96078,2.44334,-2.78355,10.1475,2.87634,-2.70199,6.32173,2.81733,-2.82129,0.239843,-1.64934,-2.77091,3.24322,2.96888,-2.91355,3.83162,-1.06881,-1.35269,3.15392,2.66146,-2.69,1.48402,-1.11239,-1.36316,2.34989,-1.04129,-1.34516,1.51293,2.70091,-2.75866,1.64325,2.62513,-2.62092,266,6,7.90033,6,8.32405
4.10026,-2.93515,3.20878,4.69896,2.91611,3.20793,2.49392,3.00849,3.60469,4.10026,0.20644,2.26024,3.33181,1.12168,1.80982,2.9619,1.0968,1.75794,1.20973,-3.04106,2.8694,0.497188,0.222361,0.866665,1.34651,2.79896,3.95676,2.67038,1.24013,1.79895,0.789637,2.85933,3.79536,0.560341,2.71383,4.14231,1.0888,1.16158,1.83618,1.58723,1.29399,1.76916,196,6,4.13148,3,3.11015
7.2907,-2.74995,1.54865,2.3216,2.67024,1.52931,3.16947,2.7184,1.05679,7.2907,0.391646,1.29991,11.3281,1.04888,1.19521,7.84767,1.03307,1.2552,1.32895,2.29724,0.59637,1.94651,1.10468,1.56274,2.03068,2.98925,1.22771,5.90779,1.0095,1.1318,1.07618,2.93745,1.12642,0.957565,3.04748,1.32964,3.01898,1.03146,1.09384,2.8903,0.986551,1.16983,254,10,7.92619,19,12.7785
5.10721,-1.66635,-3.18601,7.30507,-2.04884,-2.82866,5.50156,-2.10526,-2.88671,5.10721,1.47524,-1.28074,5.00928,1.81333,-1.30235,2.42032,1.88667,-1.21541,2.86389,-2.2987,-2.95885,0.295626,-0.227618,-0.806918,2.74682,-1.90346,-2.76181,2.5856,1.98469,-1.1006,1.28688,-1.82798,-2.73619,1.46682,-1.96967,-2.7792,1.08503,1.97107,-1.03014,1.50075,1.99453,-1.14909,129,4,6.22702,4,4.46316
4.25727,-1.10782,4.6258,2.77565,1.05729,5.14917,1.1119,1.42215,6.26191,4.25727,2.03377,0.448408,5.02586,1.73024,0.69245,2.56491,1.65708,0.943574,0.313362,-1.52488,6.51968,0.278072,-2.42677,0.779543,1.42064,1.46481,5.56323,2.73766,1.57483,0.83373,0.895874,1.48864,5.47449,0.52546,1.42416,5.69729,1.04146,1.62409,0.867662,1.69823,1.54463,0.811692,119,1,0.52546,3,4.21566
4.45913,1.79194,4.8213,4.93942,1.97361,4.77201,3.92853,2.18335,4.91737,4.45913,-1.34965,3.82685,4.25191,-1.90634,3.70188,2.30353,-2.0141,3.54593,1.98523,2.25227,4.48306,1.83221,-2.12222,3.419,1.95281,2.11329,5.2199,0.520993,-1.62486,3.82669,0.891975,2.16067,5.12743,1.06268,2.07353,5.28981,0.321834,-1.9654,3.72477,0.242737,-1.16612,3.77449,345,11,8.40382,10,6.86857
4.43351,1.54981,-1.69535,2.38727,1.45061,-1.7687,2.32458,1.769,-1.68331,4.43351,-1.59178,-3.94267,4.54893,-1.77065,-3.92445,1.99209,-1.61646,-4.39556,0.997068,1.87462,-2.09126,0.488828,3.09193,-4.03798,1.3372,1.69032,-1.21988,2.05308,-1.37606,-4.17724,0.682447,1.73943,-1.03656,0.656431,1.63927,-1.38279,0.924541,-1.44735,-4.10517,1.13281,-1.3179,-4.22887,109,5,3.22549,4,4.86506
4.19353,-2.09778,2.85672,2.77716,2.66675,2.46201,3.14898,2.70734,2.39487,4.19353,1.04381,4.51596,6.45249,1.2201,4.16291,5.64885,1.15987,4.13724,0.132395,-0.655143,1.68067,3.26157,1.20768,3.90684,3.27829,2.69849,2.33544,2.39608,1.09476,4.38134,1.2498,2.72826,2.31956,2.02938,2.68016,2.34467,1.48306,1.12591,4.30825,0.91491,1.04425,4.48767,162,2,3.27918,5,6.56126
4.09705,-1.93194,0.401686,2.84254,-3.02941,0.985258,2.74063,-2.9136,0.929466,4.09705,1.20965,-1.88721,3.33114,1.93874,-2.06467,2.55184,1.89769,-1.99702,1.42338,2.96274,1.06374,0.240773,-0.696228,-1.81525,1.54012,-2.53921,0.67168,2.76025,1.94313,-1.84403,0.574865,-2.56972,0.834691,0.965679,-2.52104,0.56624,1.04093,1.9746,-1.92011,1.72015,1.92409,-1.79468,127,3,1.75551,6,3.56528
8.77551,-2.70014,3.00946,9.27064,-2.96403,2.9099,7.66347,-2.95202,2.88837,8.77551,0.44145,1.01172,4.68223,0.521437,0.65654,1.29879,2.67692,2.79619,0.386212,-2.52946,2.19617,0.572805,-3.05716,3.18233,7.31294,-2.97368,2.90975,0.863594,2.32342,2.16348,4.17881,-2.98343,2.92867,3.13459,-2.96068,2.88382,0.351975,2.23281,2.4567,0.51405,2.38541,1.89406,436,10,10.3882,7,1.83803
4.80592,-0.843336,-1.70192,1.27046,-1.15555,-2.43809,2.71126,-0.552484,-1.83711,4.80592,2.29826,2.82881,4.45063,2.42552,2.53545,5.52616,2.40686,2.51199,1.99044,-0.362967,-1.51143,2.72851,2.21162,2.60943,0.844293,-1.01268,-2.26044,2.89824,2.59054,2.37225,0.352487,-1.13604,-2.47182,0.496383,-0.925187,-2.06754,1.38902,2.50176,2.37428,1.51969,2.67166,2.36358,338,11,7.05531,11,9.51857
7.06282,-1.60535,0.707573,6.24704,-1.149,1.11489,4.33622,-1.16124,1.44281,7.06282,1.53624,0.682718,9.07079,1.07009,0.561479,6.62599,1.07477,0.473746,0.58077,-2.07084,1.08253,3.00218,1.24032,0.295231,4.00591,-1.04656,1.43171,3.69809,0.940593,0.600937,2.52352,-1.04755,1.41663,1.48238,-1.04487,1.45691,1.72241,0.991936,0.544787,1.97992,0.895932,0.647323,297,11,6.25721,11,10.8181
6.68652,2.24776,1.13803,7.43337,2.2112,0.95006,6.39159,2.21114,0.975657,6.68652,-0.893831,0.699422,5.95766,-0.732099,0.874783,4.18534,-0.763311,0.825044,1.16858,1.96824,1.40203,2.10093,-0.551699,1.00342,5.26482,2.26455,0.851276,2.17648,-0.967471,0.597133,2.30362,2.25707,0.878338,2.96131,2.27037,0.82984,1.21457,-1.05859,0.598876,0.973246,-0.853676,0.588708,274,11,10.176,9,6.33391
7.84723,1.93814,-0.34798,8.32653,2.60898,-0.350345,4.64777,2.82245,-0.383144,7.84723,-1.20346,0.986336,7.08814,-1.93493,1.34112,7.05455,-1.93912,1.43086,1.36601,-2.93829,-0.378738,2.13639,-2.20806,1.58799,3.53041,2.62815,-0.359004,5.02711,-1.82595,1.33592,1.66151,2.566,-0.39298,1.87494,2.68321,-0.327437,3.11834,-1.81977,1.32739,1.90893,-1.83605,1.34963,365,9,9.91609,7,9.34202
