cLO_pT,cLO_phi,cLO_eta,c_pT,c_phi,c_eta,chad_pT,chad_phi,chad_eta,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbar_pT,cbar_phi,cbar_eta,cbarhad_pT,cbarhad_phi,cbarhad_eta,d1_pT,d1_phi,d1_eta,d1bar_pT,d1bar_phi,d1bar_eta,d2_pT,d2_phi,d2_eta,d2bar_pT,d2bar_phi,d2bar_eta,d3_pT,d3_phi,d3_eta,d3bar_pT,d3bar_phi,d3bar_eta,d4_pT,d4_phi,d4_eta,d4bar_pT,d4bar_phi,d4bar_eta,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
4.90975,-0.744333,0.0484281,5.88468,-1.35718,0.31054,4.90127,-1.27804,0.318802,4.90975,2.39726,3.11137,7.71293,1.87139,2.63945,5.09993,1.85082,2.72692,3.30847,-1.28438,0.422136,2.16902,1.80783,2.97736,1.59301,-1.26489,0.0944392,2.9344,1.88259,2.48982,0.961479,-1.18783,0.19517,0.638686,-1.38103,-0.0597429,1.57648,1.88217,2.41346,1.35792,1.88308,2.5718,237,6,5.61506,8,6.38355
4.07032,-0.4848,-3.14032,4.16964,0.199092,-3.39109,2.84029,0.28302,-3.51921,4.07032,2.65679,-0.702247,2.97144,-3.08982,-0.435207,1.4369,-2.98219,-0.264192,1.47448,0.122884,-2.91199,1.20904,2.8125,-0.174362,1.40449,0.451211,-3.89132,0.676984,-1.98834,-0.251653,0.604703,0.396941,-3.81564,0.801349,0.492156,-3.94303,0.251095,-2.23159,-0.534521,0.437482,-1.84965,-0.071872,167,7,4.25952,3,0.772868
27.2921,-2.58381,1.05827,27.8652,-2.61347,1.03054,22.6475,-2.63706,1.02721,27.2921,0.55778,-0.924332,27.9879,0.463279,-0.891523,20.6089,0.458843,-0.887891,6.18672,-2.56034,0.944381,2.93249,0.643052,-0.840634,16.4858,-2.66583,1.05584,17.7342,0.42855,-0.893254,7.55384,-2.65082,1.05143,8.9335,-2.67853,1.05943,10.1398,0.419642,-0.898089,7.59531,0.440443,-0.886683,422,7,27.9099,20,34.3737
7.38088,2.34294,4.16324,5.94351,2.04169,3.97216,4.88944,2.04314,4.10522,7.38088,-0.798651,2.73316,11.9219,-0.410295,3.04475,6.87927,-0.454921,3.07701,0.154591,0.707494,5.25393,3.7664,-0.289908,3.00685,4.85575,2.07411,4.00711,3.22395,-0.648022,3.1209,1.87539,2.06659,4.04938,2.98044,2.07884,3.97955,1.30283,-0.719305,3.15441,1.92667,-0.599843,3.09465,311,8,8.05709,11,13.4203
4.14364,-0.947188,0.119521,2.54581,-1.22737,-0.515834,2.04219,-1.34019,-0.310085,4.14364,2.1944,-0.140635,4.11802,2.01121,-0.0711793,2.55018,1.96939,-0.410615,0.594774,-0.0450019,-0.0736912,0.953844,2.31971,-0.950107,1.9655,-1.63566,-0.300508,1.68635,1.77402,-0.01656,0.756543,-1.54737,-0.247729,1.21374,-1.69065,-0.33187,0.614171,1.81786,-0.101097,1.07311,1.74894,0.0319295,158,3,2.28414,10,7.02636
4.0793,-1.42303,-2.87141,5.96928,-1.05926,-2.23557,4.76878,-1.01815,-2.26753,4.0793,1.71857,-1.90208,4.63647,0.910357,-2.09942,2.20152,0.990775,-2.11593,0.0793355,-0.314274,-4.25055,0.656231,-0.157494,-1.66055,4.70858,-1.02905,-2.15276,2.02299,1.29113,-1.99991,2.87705,-1.05193,-2.15461,1.83346,-0.993161,-2.14881,0.806261,1.18089,-2.0422,1.22483,1.36361,-1.96452,113,3,5.21398,5,3.55996
5.70311,-2.59889,2.8651,5.19823,-2.32224,2.65376,5.45992,-2.3974,2.78363,5.70311,0.542707,3.73339,4.78168,0.374992,3.88336,2.47748,0.58205,3.8094,3.26094,-2.56115,2.6512,1.28039,1.13243,3.40827,2.30474,-2.16466,2.90595,1.53945,0.132015,3.86078,1.1606,-2.11658,2.99032,1.14684,-2.21331,2.81013,0.741652,0.280526,3.78655,0.813402,-0.0033114,3.90583,207,5,5.85753,10,6.41018
4.28215,0.703251,-0.616119,6.00528,0.89448,-0.227904,5.77029,0.884935,-0.270002,4.28215,-2.43834,1.84821,2.41694,-1.44394,2.43236,2.18652,-1.74442,2.71669,0.058421,2.12183,-2.25004,1.31953,-1.27733,2.21365,5.75141,0.875338,-0.224645,1.17037,-2.2769,2.89075,2.32871,0.876588,-0.260342,3.4227,0.874488,-0.200193,0.486353,-2.07042,2.85042,0.701466,-2.41953,2.89343,242,5,6.37887,8,5.65072
5.36244,-2.52106,2.79493,1.00587,-2.97876,4.33435,2.70874,-2.63094,3.54397,5.36244,0.620538,2.69765,6.73854,0.721395,2.66859,5.0657,0.620976,2.64897,1.41391,-2.30772,2.98227,0.120507,-1.20555,2.26873,1.43987,-2.94813,3.82295,5.09752,0.643849,2.62663,0.550823,-2.86474,3.83279,0.892138,-2.99958,3.81333,3.06766,0.621768,2.62559,2.03174,0.677193,2.62729,284,5,5.63982,7,7.04229
4.65696,-0.373911,-3.56257,2.67034,-0.108728,-3.93808,1.62724,-0.432235,-3.8762,4.65696,2.76768,-3.62836,2.61491,-3.07174,-3.60747,3.38633,-3.09994,-3.82348,1.44654,-0.662702,-3.43632,0.674855,-2.72948,-4.48119,0.396391,0.553378,-4.43896,2.76806,3.09486,-3.53958,0.201266,1.13197,-4.23529,0.25307,0.103449,-4.35302,1.47018,3.06292,-3.47303,1.29949,3.131,-3.60875,140,3,2.06157,2,1.0117
5.57178,2.00974,-5.62542,6.83577,2.36659,-5.58143,3.93915,2.30604,-5.79768,5.57178,-1.13185,-5.6421,2.72409,-1.75893,-5.66404,3.83274,-1.5991,-5.54957,0.631606,2.83811,-6.40796,0.629909,-1.33767,-4.6393,3.40995,2.21193,-5.59214,3.22834,-1.64956,-5.65276,1.93318,2.22929,-5.528,1.47744,2.18921,-5.66987,1.89958,-1.66139,-5.68266,1.32908,-1.63265,-5.60815,130,5,6.13654,2,3.22866
6.08054,0.766713,3.83308,5.12724,0.253769,4.01967,2.84428,0.512078,4.17582,6.08054,-2.37488,2.23708,4.33991,-2.04392,1.87943,3.60012,-1.98347,1.89914,0.404643,-0.852712,3.55172,2.35262,-1.89807,1.57684,2.78977,0.654538,4.11597,1.272,-2.14187,2.30399,1.02648,0.61326,4.13436,1.76467,0.678545,4.10433,0.584421,-2.26511,2.46326,0.695729,-2.03843,2.13436,187,7,5.18048,8,5.70061
7.37926,0.863004,4.02327,7.36384,0.835759,3.98852,7.69171,0.826649,4.0641,7.37926,-2.27859,4.04412,7.25743,-2.26242,3.71635,4.90498,-2.2743,3.57086,1.96931,0.881805,3.70395,3.32329,-2.15161,3.5436,5.72642,0.807689,4.16242,1.65735,-2.52224,3.57916,3.22407,0.787842,4.19355,2.5038,0.833248,4.12024,0.802129,-2.69451,3.56116,0.877931,-2.36497,3.5696,454,10,12.1104,11,10.893
5.08986,-0.505183,3.58831,6.85651,0.0156221,3.67886,5.36877,-0.0541474,3.72708,5.08986,2.63641,5.49217,2.0982,2.59478,6.2883,3.10146,2.65527,5.94074,0.182488,1.15782,3.0805,0.254538,-1.92597,6.58977,5.30744,-0.0863465,3.72064,3.14489,2.57495,5.75598,3.09863,-0.112606,3.69969,2.21138,-0.0495476,3.74816,1.54787,2.631,5.80518,1.6018,2.52078,5.70288,104,3,5.8537,5,4.73435
4.11563,-2.38148,-0.395707,2.48688,-2.29493,-1.09661,1.6278,-2.35359,-1.38494,4.11563,0.76011,-1.8877,2.96459,0.856902,-1.67132,3.04894,0.909153,-1.87125,0.573887,2.49581,-1.30318,0.232607,2.75659,-2.55063,1.65042,-2.00192,-1.04992,3.1205,0.837384,-1.69225,1.02553,-1.97222,-1.02725,0.626079,-2.05058,-1.08474,1.26768,0.760807,-1.70512,1.85907,0.889574,-1.68022,102,3,1.79143,5,3.96739
4.82568,-1.20992,-0.166309,5.14008,-0.55915,0.153413,3.20065,-0.697659,0.338731,4.82568,1.93167,0.389434,6.33623,1.56653,0.321703,5.856,1.61919,0.377849,2.11917,-0.940094,0.381924,2.0624,1.96749,0.394295,1.25151,-0.279038,0.218648,3.98017,1.44141,0.352271,0.557071,-0.0741836,0.233935,0.715128,-0.438172,0.20046,1.90224,1.37484,0.362256,2.08599,1.5021,0.341826,86,12,7.22043,4,6.34025
4.11712,0.594115,4.11394,3.80483,0.227791,4.53903,3.49998,0.174626,4.53916,4.11712,-2.54748,3.92877,3.3284,-2.05964,3.41607,2.75965,-2.15512,3.5578,1.37174,-0.355703,4.29914,1.2526,-1.76315,3.76224,2.41833,0.465628,4.54027,1.67198,-2.44537,3.24537,1.08198,0.368918,4.5097,1.34547,0.543356,4.55755,0.742686,-2.29951,3.29043,0.943376,-2.56003,3.19286,175,4,4.66395,10,5.06783
5.28841,-1.76549,-3.28862,5.01151,-1.45505,-3.16169,3.14928,-1.47267,-3.0132,5.28841,1.3761,-2.372,6.43473,0.919919,-2.24353,5.6845,0.921263,-2.27321,0.197878,-0.0445467,-1.92825,1.93077,0.711257,-2.51706,3.12728,-1.53534,-2.99922,3.81743,1.0269,-2.10433,1.34743,-1.55893,-2.93951,1.78051,-1.51749,-3.04181,2.2748,1.05826,-2.07212,1.5454,0.980721,-2.14832,334,11,7.5814,8,7.43735
7.13376,2.96039,-0.614525,2.74128,2.09894,-1.64092,3.66842,2.58972,-1.73813,7.13376,-0.181205,2.04038,9.64439,0.429484,1.7617,6.30228,0.45697,1.73872,1.7082,2.40838,-1.26972,0.248245,1.02175,0.863597,2.01196,2.74344,-2.00138,6.09403,0.435166,1.75714,0.993296,2.60605,-1.97555,1.03699,2.87501,-2.00876,3.51153,0.409407,1.7318,2.58524,0.470157,1.78966,263,8,5.218,11,14.9128
4.39992,0.42635,-0.691584,4.05956,0.974362,-0.529263,4.20186,1.02239,-0.303862,4.39992,-2.71524,-1.6174,4.46511,-2.73489,-1.69164,2.59312,-3.04156,-1.69478,1.17779,0.855883,-0.81543,2.0836,-2.94506,-1.50609,3.04661,1.08651,-0.0741418,0.55668,2.87266,-2.14945,1.52104,1.03698,-0.009066,1.52929,1.13578,-0.138379,0.327631,-3.11803,-2.17689,0.260684,2.50183,-1.98377,502,17,12.6523,5,4.07463
4.83118,1.62564,1.72026,1.22952,2.13989,3.28673,1.14326,1.32392,3.3297,4.83118,-1.51595,0.134185,6.48584,-1.97197,0.392559,5.65289,-2.01063,0.372351,1.11288,1.78998,2.7458,0.0299499,-0.971544,3.03944,0.521843,0.0428164,3.33446,5.63776,-2.01521,0.321119,0.207084,0.376058,3.66648,0.333112,-0.161963,2.97849,3.18772,-2.00223,0.352851,2.45066,-2.0321,0.279295,190,3,2.93032,7,7.43134
5.84428,2.55843,1.49493,7.9223,2.27322,1.2638,7.92325,2.32492,1.23906,5.84428,-0.583167,2.17266,3.19316,-0.383215,2.54025,1.79371,-0.0813048,2.64381,4.00053,2.18962,1.11761,1.104,0.356455,2.67565,3.99588,2.46038,1.33516,0.921497,-0.614014,2.30529,2.37736,2.49802,1.32921,1.62267,2.40521,1.34162,0.544744,-0.592918,2.05174,0.377049,-0.644494,2.58632,323,7,8.94859,8,4.48261
4.41042,-2.23678,-0.0839609,3.25613,-2.45912,-0.37979,3.18293,-2.40305,-0.538489,4.41042,0.904811,0.916824,3.11233,0.937937,1.38557,2.54794,1.138,1.70033,1.29224,-2.91639,-0.222638,1.97985,1.0115,1.37831,2.1529,-2.10384,-0.65301,0.635094,1.54221,2.27761,1.37545,-2.0831,-0.641697,0.778267,-2.14051,-0.672227,0.350782,1.89375,2.28201,0.328758,1.16598,2.13043,105,7,4.36234,3,2.49814
6.81026,-0.535501,1.60019,4.58408,-0.425877,0.976598,5.74812,-0.471265,1.01383,6.81026,2.60609,4.31176,2.17454,2.72897,5.3931,4.13117,2.69939,5.12257,2.19168,-0.694715,0.73879,0.276593,1.31549,5.68653,3.64345,-0.33757,1.13912,4.08882,2.76591,5.00768,2.12393,-0.290567,1.13754,1.52513,-0.403049,1.13832,1.68036,2.77216,4.96728,2.40851,2.76154,5.03491,462,26,18.3884,9,6.60704
5.38033,-1.15144,-2.14449,5.55652,-1.38574,-2.07838,4.59603,-1.38188,-2.2719,5.38033,1.99016,-0.901884,1.68306,1.30262,-0.576031,1.47389,1.71267,-0.426831,1.47048,-1.70395,-1.84713,0.661555,2.90199,-0.663752,3.23481,-1.2375,-2.38993,1.37258,1.24889,-0.128101,1.25467,-1.29516,-2.3885,1.98354,-1.20104,-2.38914,0.585088,1.35292,-0.288504,0.792989,1.1722,-0.00650485,91,5,5.62514,2,1.37808
7.01266,2.82848,-2.00924,5.28715,-2.69831,-1.2954,3.83385,-2.73622,-1.39953,7.01266,-0.313108,-4.60474,2.69341,1.3539,-5.35246,2.20001,1.63403,-5.31969,0.970198,3.06691,-0.822687,0.74571,2.45661,-4.52417,3.00689,-2.58665,-1.50044,1.77873,1.32171,-5.36623,1.65963,-2.58875,-1.56078,1.34727,-2.58406,-1.42127,0.779337,1.45468,-5.38653,1.01156,1.21939,-5.33801,177,8,5.29118,5,2.4735
4.51262,-1.47722,1.00001,1.5545,-1.42899,0.743194,2.23302,-1.83629,1.00322,4.51262,1.66437,1.31153,5.75518,1.94169,1.13304,4.35057,1.83878,1.13894,0.36896,-1.51208,2.10652,2.34086,1.93522,1.31884,1.88694,-1.89862,0.573043,2.03313,1.72768,0.881914,1.125,-1.93676,0.473667,0.763969,-1.84243,0.709253,1.21343,1.74533,0.939068,0.820161,1.70158,0.792483,145,9,4.61292,5,4.92177
5.2036,1.75973,2.49212,6.24743,1.31158,2.29891,4.77366,1.316,2.46614,5.2036,-1.38186,2.05586,2.42168,-1.11998,1.96318,4.76168,-0.982684,1.71416,2.60666,1.18513,2.59466,3.05429,-1.15957,1.62008,2.21556,1.47015,2.2646,1.83548,-0.685526,1.79544,0.958524,1.39963,2.37326,1.26123,1.52373,2.16998,0.959873,-0.767222,1.83377,0.882293,-0.596629,1.7446,138,3,4.82642,6,6.4897
4.17796,-2.26372,4.19886,3.70402,-2.7611,4.06437,2.59752,-2.81114,4.06008,4.17796,0.877877,6.13701,3.29787,0.665869,6.40283,2.27432,0.920028,6.52299,1.97038,-2.65055,3.72195,0.253903,-1.93368,6.40988,0.724578,3.02218,4.5584,2.51881,0.948652,6.31586,0.36904,-3.11284,4.33988,0.363685,2.87182,4.7212,0.923481,0.971893,6.38916,1.59572,0.935203,6.27059,96,5,3.18871,6,4.27044
7.32819,0.125835,-5.28518,5.00447,0.101264,-6.03209,5.05889,0.190026,-5.97997,7.32819,-3.01576,-4.90276,5.4933,2.45668,-4.11059,2.84005,2.47048,-4.24748,2.55882,0.010063,-6.10068,0.639358,1.55769,-3.58668,2.58234,0.368332,-5.80681,2.50076,2.67417,-4.25119,1.31306,0.384727,-5.70967,1.26964,0.351376,-5.89798,1.18454,2.58642,-4.1957,1.32485,2.7526,-4.2921,624,7,8.84011,8,3.59352
5.63389,0.238722,0.636743,2.80215,1.12024,0.907182,2.63334,0.803421,0.62272,5.63389,-2.90287,-1.61117,9.81642,-2.74171,-1.14895,5.69133,-2.77188,-1.18847,0.281588,0.264825,1.92518,2.95034,-2.81095,-1.36015,2.39597,0.86374,0.329202,2.74565,-2.72989,-0.970411,1.3958,0.793208,0.27305,1.00845,0.96144,0.402735,1.24403,-2.73169,-0.889006,1.50163,-2.7284,-1.03429,304,8,3.76937,7,9.19207
4.55507,-2.24825,5.14288,1.26902,-1.89005,6.66645,0.751171,-2.44008,7.40153,4.55507,0.893341,3.60671,4.48103,1.04273,3.59419,2.52878,0.933927,3.43357,0.202018,0.0509407,4.9882,0.693896,1.38879,2.43488,0.920096,-2.57345,7.17431,1.92967,0.775278,3.59785,0.390001,-2.73055,7.09385,0.538366,-2.45987,7.21415,1.07662,0.655874,3.58372,0.870217,0.923193,3.59551,92,3,1.11954,4,3.61746
8.77051,1.43316,3.67881,8.82911,1.17891,3.30006,5.75774,1.17918,3.36936,8.77051,-1.70843,2.1351,7.46985,-1.46068,2.39698,7.19571,-1.49775,2.40294,3.28681,1.26901,3.47556,2.41775,-1.75962,2.50489,2.50161,1.06104,3.19572,4.90053,-1.36968,2.3223,1.05096,1.13456,3.27372,1.45554,1.00798,3.13181,2.70449,-1.33084,2.30305,2.20059,-1.41742,2.3435,523,14,12.0576,12,11.207
4.80147,-2.48283,1.64694,5.96118,-3.09743,1.75845,4.03297,-3.12743,1.86517,4.80147,0.658766,0.411983,5.80736,1.29569,0.311378,2.99462,1.30479,0.146739,0.37493,-2.98118,2.8976,0.45866,0.0383062,-0.263675,3.66245,3.14084,1.66369,2.8905,1.45676,0.193683,2.12898,3.12,1.61266,1.53458,-3.11343,1.73006,1.72977,1.44777,0.144387,1.16091,1.47016,0.266224,134,3,3.15295,5,5.0612
5.38108,2.50816,3.87777,4.88743,3.10403,3.91534,3.19439,3.09631,3.89709,5.38108,-0.633432,5.4291,3.22437,-0.465474,4.91701,3.3446,-0.8612,5.13309,1.38257,2.6258,3.96719,2.16853,-1.00129,5.18729,2.05973,-2.87767,3.71198,1.23501,-0.613489,4.97584,1.09268,-2.76991,3.6092,0.980455,-2.99782,3.80292,0.517881,-0.577844,5.20424,0.717693,-0.639207,4.77012,472,7,4.13864,17,11.7722
4.76465,-2.1377,-1.44831,3.41976,-1.23003,-1.75473,2.66453,-1.59441,-1.7536,4.76465,1.00389,-0.131098,5.19338,0.392976,-0.440585,3.71554,0.395869,-0.355827,0.479411,-0.864466,-0.665752,2.63315,0.548611,-0.277029,2.32931,-1.73209,-1.83628,1.18295,0.0503621,-0.496181,0.927215,-1.67924,-1.90949,1.40424,-1.76698,-1.78346,0.517858,-0.163569,-0.589212,0.685766,0.211378,-0.408842,209,7,4.98264,14,7.80024
5.60355,1.60528,6.2311,7.27422,1.77949,5.97185,6.70814,1.8212,6.00224,5.60355,-1.53631,4.34204,5.53353,-2.34921,4.26376,5.41946,-2.31534,4.21774,0.357438,1.88753,6.92279,3.61682,-2.25305,4.26364,6.35153,1.81747,5.91325,1.82361,-2.43912,4.10721,2.62456,1.853,5.91845,3.72979,1.79247,5.90881,1.01921,-2.545,4.03073,0.817238,-2.30693,4.18059,301,8,8.15626,9,6.94266
4.02527,-1.78373,3.21428,4.19911,-2.18823,3.23889,3.42015,-2.25435,3.21428,4.02527,1.35786,3.51493,4.27414,1.61829,3.27909,3.35596,1.58738,3.41987,1.95561,-2.47713,2.84732,1.76152,1.26215,3.48896,1.57335,-1.97617,3.48679,1.77822,1.90944,3.22877,0.825547,-1.99757,3.30592,0.748206,-1.95254,3.65407,0.922419,1.86504,3.32094,0.857684,1.9572,3.11672,105,6,4.2195,5,3.89268
7.22877,-1.89381,3.34198,8.20112,-1.52759,3.34547,5.79234,-1.50839,3.42933,7.22877,1.24778,2.65286,6.36192,0.694929,2.38379,5.29637,0.703277,2.32198,2.94255,-1.69077,3.51212,2.74206,0.89107,2.10558,2.94732,-1.32631,3.30244,2.65239,0.509054,2.47519,1.61151,-1.27878,3.2371,1.33982,-1.38348,3.37299,1.15849,0.553801,2.4186,1.49596,0.474405,2.51565,100,5,6.61071,3,5.39651
4.07451,3.01331,-3.9271,3.77174,2.79833,-4.08383,3.36583,2.8802,-4.16576,4.07451,-0.128282,-1.91489,4.78103,0.278002,-1.90742,2.08287,0.215396,-2.02465,1.33077,-3.01048,-4.39008,0.737809,-0.812957,-1.98611,2.19607,2.64629,-3.91005,1.8155,0.570893,-1.75854,0.95265,2.7509,-3.92819,1.25259,2.56678,-3.88859,0.922451,0.658286,-1.64764,0.900182,0.481332,-1.85451,160,5,2.97908,7,3.3127
4.03442,-0.124889,-2.73654,4.66988,-0.242212,-2.57786,3.64216,-0.224833,-2.70306,4.03442,3.0167,-1.83689,0.619614,2.80538,-2.20382,0.89937,2.90088,-2.0767,2.10816,-0.168062,-2.29523,0.428697,-2.32228,-0.18282,1.54204,-0.302481,-3.07763,0.784658,2.40408,-2.18741,0.846344,-0.37737,-3.13144,0.700937,-0.212019,-3.00056,0.3644,2.16332,-2.35525,0.439445,2.60311,-1.97269,133,5,4.20038,6,1.629
5.30326,2.74668,-3.49131,4.03717,2.84371,-3.32525,3.99713,2.87317,-3.19315,5.30326,-0.394916,-3.21137,7.31426,-0.67373,-3.45058,4.57988,-0.694329,-3.57811,0.871089,-2.8032,-2.67593,2.86003,-0.504309,-3.54384,3.31894,2.72294,-3.24021,1.85187,-0.990337,-3.55879,1.31062,2.78397,-3.24855,2.01235,2.68321,-3.23274,0.949846,-1.12181,-3.5478,0.9187,-0.854375,-3.55195,176,3,3.46457,8,8.58168
5.92754,-2.14825,0.699432,6.80374,-1.66753,0.7325,3.61826,-1.95466,0.933635,5.92754,0.993347,1.3039,6.30556,0.698562,1.11885,5.51457,0.606883,1.03363,0.768644,-2.68519,1.27015,1.47771,0.148877,0.887906,3.08864,-1.78783,0.77237,4.23981,0.761606,1.04457,1.61653,-1.82518,0.834699,1.47448,-1.74688,0.699934,1.89898,0.702787,1.03505,2.34677,0.809192,1.05025,260,10,8.02009,7,7.42608
4.51553,-2.03788,0.384095,4.67373,-2.19062,0.86238,2.66671,-2.2036,1.16411,4.51553,1.10371,0.571811,3.76417,1.35019,-0.00413514,5.03006,1.25775,-0.140628,0.33103,2.93846,2.0349,0.750756,0.739156,-0.671806,2.54666,-2.08515,0.898788,4.3938,1.34254,-0.0378933,0.991105,-2.17509,0.93921,1.5621,-2.02814,0.869461,2.61702,1.34668,-0.049663,1.77684,1.33643,-0.020548,143,7,5.54872,6,5.9164
5.19778,2.34602,-6.38882,3.36965,1.8945,-6.7052,1.66337,2.64002,-6.55307,5.19778,-0.795577,-6.01887,4.61971,-0.767847,-6.09765,3.05332,-0.715855,-6.0165,1.28756,3.08908,-6.01275,2.15349,-0.55214,-5.98211,0.752276,1.80245,-6.74702,0.992743,-1.07722,-5.99602,0.383416,1.49556,-6.79357,0.403745,2.09342,-6.60587,0.465213,-0.968103,-6.18321,0.532711,-1.17247,-5.78592,207,7,1.63275,8,4.19649
5.79202,1.22982,4.9945,5.36462,1.10974,5.08677,3.69081,1.05016,5.11184,5.79202,-1.91177,4.99007,5.34111,-1.85819,4.98575,4.22972,-1.84331,4.88171,0.601395,0.734559,4.18192,2.03179,-1.51456,4.89823,3.1247,1.10993,5.2119,2.3982,-2.12036,4.779,1.9709,1.127,5.22234,1.15458,1.08079,5.19314,1.16544,-2.22783,4.76579,1.24577,-2.01985,4.78083,237,3,4.53896,8,5.69704
4.72165,1.32367,2.96512,6.99124,1.08583,2.80675,5.47669,1.03938,2.85796,4.72165,-1.81792,0.7927,3.77167,-1.77508,0.767464,2.83586,-1.79272,0.634051,2.805,1.2629,2.71339,2.24398,-1.85082,0.583702,2.8111,0.81635,2.93967,0.609753,-1.57734,0.792629,1.65774,0.767789,2.95648,1.15812,0.88589,2.91091,0.417452,-1.50442,0.422884,0.195787,-1.7333,1.35359,161,5,6.71159,3,3.32236
6.22803,-1.63214,-2.33599,6.00912,-1.5447,-2.53738,5.4704,-1.46406,-2.6832,6.22803,1.50946,-0.783714,4.34653,1.16247,-0.752921,4.10798,1.17857,-0.741197,3.87326,-1.4002,-2.56599,1.11904,1.80268,-0.587035,1.62396,-1.61687,-2.90461,3.26604,0.976982,-0.738216,0.616448,-1.70541,-3.05684,1.0114,-1.56294,-2.79484,1.33663,1.03857,-0.737509,1.93369,0.934428,-0.737313,124,6,7.12186,7,5.57925
4.15321,2.6771,-2.94547,7.17532,3.08453,-2.78703,3.83856,3.07471,-2.73499,4.15321,-0.464494,-2.52451,1.92041,-0.549071,-4.26702,1.955,-0.577398,-4.20838,2.20678,-3.13481,-2.88336,1.5188,-0.898858,-3.90617,1.6458,2.97586,-2.48331,0.703182,0.173677,-4.37718,0.832346,2.99871,-2.32567,0.813892,2.95249,-2.62213,0.297895,-0.216614,-4.3564,0.442452,0.43272,-4.30448,129,5,3.21152,2,1.8167
4.01678,-1.41983,3.19548,4.00113,-0.411104,2.42373,3.45771,-0.583692,2.52253,4.01678,1.72176,2.45678,4.62118,0.932129,2.37485,4.30451,0.81848,2.36154,1.41878,-0.0598128,2.35593,1.01688,1.18281,2.79345,2.33947,-0.891926,2.48832,3.37389,0.710878,2.15446,0.952055,-0.832286,2.45256,1.39026,-0.932754,2.51012,1.29613,0.74912,2.1853,2.07931,0.687043,2.13402,239,7,5.38911,8,5.37617
5.27044,-0.49049,0.435673,6.1275,-0.748501,0.770724,5.6023,-0.761759,0.863247,5.27044,2.6511,2.42964,6.26679,2.74734,2.06357,4.83582,2.77031,2.23156,0.795455,-1.3734,0.49092,2.14926,2.53447,2.38409,4.97208,-0.669765,0.892866,2.7916,2.95119,2.05355,2.86956,-0.635107,0.900893,2.10659,-0.716983,0.880467,1.33623,3.0166,1.98844,1.46084,2.89137,2.10627,171,6,5.94558,5,6.01574
4.73745,0.784045,-3.8601,4.7351,0.495397,-4.09069,4.27613,0.588778,-4.04493,4.73745,-2.35755,-4.47992,4.54844,-1.99354,-4.58346,1.82538,-2.22574,-4.87448,0.538058,0.9069,-4.82639,0.435365,2.98365,-5.47376,3.76883,0.544109,-3.84983,1.66245,-1.99346,-4.39839,1.62442,0.567548,-3.92442,2.1452,0.526361,-3.78902,0.588146,-2.02306,-4.49196,1.0747,-1.97727,-4.34283,143,8,4.94678,4,2.81618
8.55363,2.26695,4.15338,8.91428,2.51395,4.18506,7.7693,2.53845,4.14518,8.55363,-0.87464,5.41562,8.702,-1.07627,5.36993,6.43702,-1.06014,5.40108,3.39643,2.62916,3.93106,4.58646,-1.114,5.40175,4.39761,2.46843,4.27907,1.87356,-0.927964,5.38708,1.92529,2.47628,4.229,2.47242,2.46232,4.31635,0.86415,-0.819269,5.37243,1.01883,-1.02011,5.39016,180,4,8.89101,5,8.64397
4.54575,-2.30008,5.27595,6.77324,-2.02167,4.82041,5.735,-2.00443,4.88039,4.54575,0.841513,4.24795,4.64096,0.175502,4.16699,3.54947,0.139276,4.2854,2.24677,-2.32573,4.80266,2.28876,0.386511,4.11991,3.67241,-1.81,4.87598,1.44341,-0.259239,4.39455,1.38827,-1.83604,4.88413,2.2849,-1.79418,4.87067,0.762313,-0.115908,4.38125,0.697467,-0.416001,4.38548,127,3,5.91994,5,4.0227
4.96938,0.697983,6.23131,6.30528,0.133475,6.00501,5.59358,0.13021,6.11658,4.96938,-2.44361,3.49836,4.05979,-2.10417,3.38514,3.36964,-2.07245,3.46464,2.97103,-0.0655558,5.95608,0.147817,1.89873,4.47865,2.74092,0.342652,6.22772,3.47116,-2.04103,3.30632,1.25463,0.252459,6.22115,1.49566,0.418278,6.22695,1.40381,-2.09698,3.34395,2.07104,-2.00312,3.27816,375,7,6.51253,11,5.66989
4.51233,-0.50531,5.32313,4.006,0.514795,5.1185,3.23392,0.445913,5.06388,4.51233,2.63628,3.83675,4.01409,2.15485,4.31057,3.52038,2.25369,4.43272,2.12141,0.186239,4.95258,0.846425,1.59569,3.87827,1.30295,0.877218,5.0889,2.89729,2.43331,4.47893,0.784297,0.805525,5.10737,0.52369,0.984702,5.05064,1.79048,2.45539,4.46912,1.10796,2.39763,4.49357,416,14,7.75418,7,5.85007
5.08235,1.08786,-0.504283,4.60666,1.04769,-0.630295,5.27366,1.18853,-0.520948,5.08235,-2.05373,-1.47708,6.00761,-2.29933,-1.42897,3.91532,-2.08932,-1.40049,0.251007,2.61422,-0.569058,2.13886,-2.3613,-1.44964,5.24325,1.14114,-0.498369,1.94203,-1.78896,-1.26156,3.10159,1.13135,-0.524036,2.14202,1.15531,-0.460581,1.07672,-1.67716,-1.23189,0.880262,-1.92585,-1.28274,384,7,8.95609,11,6.86051
