cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
3.07109,0.863705,0.274941,0.247634,3.65262,1.53665,0.463782,0.431085,3.61414,1.40681,0.287228,0.255971,3.07109,-2.27789,1.17515,1.08835,4.02784,-2.94665,1.24816,1.19362,2.10485,-2.7822,1.63603,1.37388,1.49646,0.836729,0.406073,0.404408,1.75218,-2.34818,1.26666,1.26397,0.899043,2.54032,1.68338,1.56152,2.48901,1.73728,0.171081,0.167843,98,4,4.23034,4,3.09019
1.63964,2.33005,4.25329,3.94942,2.04962,2.83422,3.99667,3.78239,0.721339,2.40772,5.12589,4.10658,1.63964,-0.811545,1.90263,1.61633,2.24571,-1.78718,1.87353,1.69921,1.56196,-2.11795,1.71164,1.31092,0.790473,-2.98119,4.79605,4.78071,1.79448,-1.9618,1.225,1.22246,0.349677,1.94779,2.09095,1.57149,0.656655,1.18899,3.66962,3.44598,163,3,0.619766,6,3.72519
1.67546,0.246873,3.83904,3.5451,2.80879,-0.166088,3.56038,3.43516,1.3911,-0.399342,3.57672,3.06382,1.67546,-2.89472,3.34088,3.04757,1.32834,-2.33845,3.78471,3.37434,0.979834,-2.41718,4.35617,3.59131,0.92399,-0.759453,3.83336,3.82209,0.782587,2.43619,3.34033,3.32471,1.16491,-1.68951,3.84251,3.76001,0.618935,0.154614,2.43572,2.19433,95,2,1.63792,2,0.147461
4.77147,-2.32299,-0.0439701,-0.0419474,4.99179,-2.42145,0.107547,0.103013,2.68547,-2.50879,-0.0912689,-0.0749999,4.77147,0.818608,1.61327,1.5699,3.68561,1.1857,2.0864,2.01227,3.08982,1.21453,2.12116,1.97097,1.03773,-1.92338,0.476499,0.472538,0.319842,2.6522,2.9203,2.83369,3.06381,1.11087,1.87391,1.86169,1.9087,-2.81391,-0.387778,-0.375983,685,23,11.2376,8,5.56702
2.38205,2.5513,6.76758,6.60058,2.29172,2.63449,6.55785,6.37957,1.82813,2.65038,7.00854,6.65192,2.38205,-0.590294,7.59195,7.42496,2.47462,-0.597601,7.36368,7.20722,1.23597,-0.269514,7.39185,6.79846,0.544321,-2.704,7.6591,7.62726,0.630217,-1.71059,6.20576,6.18182,1.31274,0.226637,7.16231,7.09617,1.56417,2.36793,6.31894,6.27146,112,0,0,2,1.67159
0.957992,2.73881,-5.01618,-4.39686,1.24071,1.64814,-4.68516,-4.23487,0.49706,1.76393,-5.19059,-3.83448,0.957992,-0.402784,-3.21962,-2.60408,1.73119,0.129671,-2.98015,-2.70205,1.81471,0.224972,-3.28058,-2.92168,0.653033,-0.908949,-3.58372,-3.56142,0.841435,-0.675335,-2.37582,-2.36249,1.45037,0.696848,-3.29851,-3.24386,1.11924,2.03065,-4.07366,-3.98483,90,0,0,3,2.27347
6.55447,1.9769,-0.640225,-0.625928,6.46874,2.59482,-0.821491,-0.803918,4.81672,2.62696,-0.991836,-0.939689,6.55447,-1.16469,0.8044,0.78751,5.08322,-1.28798,1.08681,1.05385,2.58499,-1.26371,1.369,1.18978,0.441813,2.80335,-1.99566,-1.94991,1.21735,-0.642515,0.817732,0.81334,1.74534,-1.68173,1.48185,1.44727,4.38245,2.60927,-0.819129,-0.814883,260,6,6.40239,13,7.90228
2.30629,2.97101,5.73121,5.55483,1.55346,2.42567,5.92444,5.59507,2.18113,2.87009,6.24601,5.97166,2.30629,-0.170579,5.39972,5.22334,2.84758,0.302507,5.0861,4.96367,1.23066,0.192678,4.97965,4.38337,0.803717,2.78798,5.07861,5.06375,1.0869,1.0545,4.19148,4.18331,0.976809,-0.813089,4.69738,4.58366,1.38169,2.91781,6.58076,6.52068,218,3,1.79256,4,2.79606
1.42012,-2.14906,-6.20481,-5.83013,1.32346,-2.80235,-6.27899,-5.86591,1.83962,-3.09343,-6.01973,-5.66631,1.42012,0.992535,-5.04821,-4.67357,1.09076,2.09284,-5.25516,-4.72439,1.09453,1.79113,-5.12216,-4.4414,0.341388,-0.284562,-5.3732,-5.29593,0.593869,-0.266372,-4.54192,-4.51504,1.46926,2.15646,-4.46586,-4.41239,2.16516,3.13823,-5.75453,-5.72919,246,4,1.7476,1,0.118774
1.04309,-0.301698,-0.303494,-0.175049,1.06031,-0.601229,-0.199985,-0.115947,0.693314,-0.726336,-1.5674,-0.731868,1.04309,2.83989,2.64035,2.09016,1.5993,1.95769,2.23364,1.92793,1.39061,2.12458,2.56746,2.0633,0.191968,0.885252,-2.84707,-2.63666,1.1529,1.30605,2.19404,2.18694,1.03538,3.0739,2.03677,1.93813,0.726906,-0.993368,0.0815027,0.0674468,94,4,0.743667,1,0.13398
3.31676,-0.443889,0.261757,0.238953,4.19385,-0.0133099,0.423136,0.399688,1.35766,0.0235236,0.166881,0.0985175,3.31676,2.6977,0.987944,0.918988,3.26673,2.38876,0.865715,0.80049,1.07207,2.26025,2.0699,1.41793,0.52575,1.62223,0.854525,0.831123,0.567432,1.20381,2.4376,2.40869,0.934209,2.81744,0.898815,0.813382,1.46952,-0.342207,-0.188304,-0.178606,68,4,4.22787,2,0.932991
2.5902,0.815205,4.71096,4.56639,2.29175,1.67377,4.47942,4.3012,2.69577,1.98937,4.65244,4.45696,2.5902,-2.32639,5.96392,5.81932,1.51134,-1.44074,6.5583,6.21549,1.61748,-1.65687,6.73425,6.31147,2.75441,1.94459,4.42784,4.42656,1.05967,-1.00668,6.83142,6.82282,1.00527,-2.34889,5.92976,5.82173,0.135354,-2.29745,5.95016,4.62002,142,2,2.83059,1,1.05967
2.62886,0.762768,-3.99043,-3.84962,4.10008,0.463514,-3.49679,-3.4341,2.40572,0.54258,-3.77481,-3.53984,2.62886,-2.37882,-2.27095,-2.13344,2.69431,-2.5775,-2.4803,-2.34745,2.55151,-2.54452,-2.46385,-2.25367,0.705506,1.5607,-3.01762,-2.99852,0.24573,1.77394,-1.36681,-1.24616,2.65554,-2.45897,-2.39423,-2.37753,2.12208,0.255697,-3.75262,-3.72629,205,6,4.39563,5,3.58458
3.98797,-1.2418,-3.02103,-2.9552,5.15249,-1.26708,-2.80703,-2.76666,3.25855,-1.22901,-2.89528,-2.75462,3.98797,1.89979,-3.06133,-2.99548,2.87769,1.94349,-3.34535,-3.22551,2.29798,1.9279,-3.8455,-3.59282,2.56988,-1.5107,-2.79695,-2.79548,1.55296,2.17832,-3.1494,-3.14539,0.881862,1.47631,-4.39281,-4.25655,1.06507,-0.493801,-2.76159,-2.66514,87,2,2.71137,1,0.174394
2.90399,-1.98484,-7.13591,-7.01766,3.17002,-1.99718,-7.15207,-7.05105,2.33138,-1.95872,-7.44911,-7.20181,2.90399,1.15676,-6.35098,-6.23273,2.33968,1.25577,-6.2086,-6.03644,0.788149,1.20189,-6.62333,-5.67991,1.1092,-1.11299,-7.15999,-7.15214,0.60363,-0.741627,-6.26226,-6.23622,1.15414,1.71066,-5.47885,-5.39484,1.7988,-2.43842,-7.2679,-7.23159,60,1,1.7988,0,0
2.8331,2.14767,2.99166,2.86881,2.92755,2.40729,3.06645,2.95046,1.91746,2.53643,3.17582,2.8446,2.8331,-0.993925,3.7463,3.6229,2.8085,-1.0405,3.6337,3.50842,2.75545,-1.06772,3.75539,3.56709,0.450777,-1.79316,2.63356,2.58828,2.17347,-1.30204,3.80675,3.80469,0.816108,-0.401064,3.19898,3.04367,2.12734,2.33859,2.92664,2.90056,98,2,2.46352,2,2.18923
2.50895,-1.24701,-1.39554,-1.26282,2.92839,-1.01086,-0.984375,-0.898686,1.83187,-0.980074,-1.46846,-1.16151,2.50895,1.89459,-0.501897,-0.435223,2.86083,1.5096,-0.66197,-0.594409,1.83315,1.3292,-0.43986,-0.313242,0.310153,1.63903,-0.473979,-0.43477,1.06572,0.707421,-0.849107,-0.843247,1.14901,1.89994,0.160362,0.147435,2.10634,-1.05362,-1.30879,-1.28577,94,4,3.38868,3,0.479183
4.64294,-0.766602,-6.28386,-6.23422,2.65129,-1.03606,-6.27157,-6.13272,2.64837,-0.835492,-6.60365,-6.40231,4.64294,2.37499,-4.85581,-4.80617,5.20186,2.26897,-4.91423,-4.8743,4.18065,2.28833,-4.74264,-4.65192,0.86026,-1.4976,-7.05665,-7.04366,1.04586,2.8771,-5.08098,-5.07216,3.36145,2.11467,-4.52861,-4.51794,2.03965,-0.573198,-6.14952,-6.12105,401,7,4.75606,7,5.28784
2.0973,1.92293,-5.65817,-5.45162,2.12871,1.80796,-5.82857,-5.62699,0.571316,1.5419,-7.58607,-6.35822,2.0973,-1.21866,-4.53657,-4.33007,2.2949,-1.28795,-4.8304,-4.65257,0.906652,-1.51385,-5.0384,-4.2113,0.66276,-2.90246,-5.82918,-5.80749,1.1521,-0.79195,-4.27822,-4.27094,0.762482,-3.02962,-4.31012,-4.13514,0.982959,0.834085,-6.82005,-6.70758,68,1,0.0232061,2,1.13814
3.75782,-0.272795,1.11863,1.05975,3.37249,-0.374226,0.443942,0.407697,2.8663,-0.295908,0.214208,0.179955,3.75782,2.8688,0.245272,0.228102,5.09546,2.99626,0.55018,0.529699,3.20339,2.92739,0.722897,0.636699,2.10032,-0.494719,0.482734,0.481747,2.81327,2.73793,0.553403,0.552785,0.689004,-2.47857,1.06911,0.912376,0.907685,0.178721,-0.462612,-0.409502,246,8,5.20169,9,5.73095
3.90191,-2.61962,-0.929443,-0.879931,3.81398,2.60931,-0.892953,-0.842609,1.65056,2.66303,-1.4885,-1.13414,3.90191,0.521973,3.0316,2.96302,5.04285,0.167989,2.77228,2.73023,2.59645,0.223548,3.05226,2.84542,1.6533,2.49605,-1.43595,-1.43278,2.06243,0.56659,2.7113,2.70903,0.953515,-0.59116,3.22417,3.10585,0.275528,-2.12294,-0.649517,-0.333078,90,3,2.79219,5,4.36017
2.69732,-1.2788,4.70716,4.57246,2.66474,-1.28948,4.27525,4.13769,2.37332,-1.44585,4.54753,4.30719,2.69732,1.86279,4.88922,4.7545,2.36235,1.96239,4.74586,4.57653,1.29532,1.13502,5.35586,4.79462,1.32645,-2.06885,4.59161,4.58611,1.54138,0.897368,4.97222,4.96814,0.415668,-3.06786,4.82756,4.38772,1.50956,-0.907519,4.12285,4.07208,95,4,3.86094,2,1.74619
1.71,0.509429,4.40925,4.12403,1.91703,1.27017,4.325,4.08629,1.20119,1.16251,5.03635,4.42306,1.71,-2.63216,3.94857,3.66351,2.3781,-3.05916,4.07561,3.90826,1.96609,-3.01976,4.19211,3.87147,1.05879,1.37677,3.79255,3.78395,0.369752,-0.592223,4.04713,3.98057,2.25854,-3.12718,3.8761,3.85278,0.280074,0.228836,6.19931,5.49297,268,6,2.25683,2,2.63593
1.393,0.319118,3.90076,3.51629,0.710469,0.363409,4.44416,3.59628,2.47367,0.369648,4.58753,4.36258,1.393,-2.82248,5.20431,4.8194,2.27492,-2.83816,5.03603,4.85555,2.17215,-2.83344,4.86678,4.59072,2.53675,0.284316,4.31735,4.31584,1.74539,-3.04123,4.23645,4.23327,0.587563,-2.17381,5.61605,5.34899,0.222809,2.18454,5.46833,4.58015,152,6,5.28837,1,1.74539
3.49815,1.85163,-1.4569,-1.38185,4.99583,1.58062,-1.0762,-1.0423,5.22684,1.54801,-1.1693,-1.12041,3.49815,-1.28996,1.88621,1.80592,4.47047,-1.51688,1.60225,1.55327,2.67091,-1.49777,1.63448,1.45335,2.44795,1.26697,-0.907604,-0.906436,0.414845,-3.09393,1.00632,0.96581,2.71331,-1.34432,1.54859,1.53374,2.95401,1.77992,-1.30791,-1.29603,277,6,6.16125,12,8.06339
0.623214,2.73641,-0.423956,-0.166805,0.958044,-2.81278,-0.151471,-0.0817539,0.477739,2.95533,-1.59272,-0.555828,0.623214,-0.405187,3.53237,2.57933,0.794253,-0.330272,3.27151,2.5172,0.491552,-1.12311,4.38372,3.01899,0.73271,1.26655,-1.02217,-1.00849,0.636511,-0.753402,4.02829,4.00482,0.25158,-3.11115,2.67851,1.90655,0.920603,-2.41644,-0.257413,-0.227402,75,0,0,2,0.681192
3.66049,1.82028,5.85232,5.77471,4.57734,1.72901,5.99213,5.94113,3.88927,1.68616,6.10377,6.0003,3.66049,-1.32131,5.23979,5.16218,2.62774,-1.28074,5.23143,5.09041,1.86308,-1.33379,5.3533,5.00627,1.81065,1.67089,6.46101,6.45805,0.447172,0.684347,5.27816,5.23168,2.09566,-1.52738,4.98383,4.95683,2.07902,1.69946,5.63514,5.60771,60,5,5.09245,5,2.73132
1.17391,3.09701,-2.72931,-2.25216,1.13351,-1.86391,-1.54055,-1.10398,0.861115,-3.02951,-2.66592,-1.81841,1.17391,-0.0445778,-3.52894,-3.04633,1.75415,0.511801,-2.88255,-2.61042,1.02011,0.375411,-3.61948,-2.88771,0.379475,-0.11637,-2.90852,-2.84548,0.263659,-1.51194,-1.45996,-1.3505,1.13031,0.598941,-3.48848,-3.40136,1.23373,-3.09923,-1.52305,-1.45598,92,2,0.299695,2,1.15151
1.03737,-1.49264,7.46072,6.89651,1.25676,-2.38869,2.81167,2.37393,1.21268,-2.27446,3.25352,2.65034,1.03737,1.64895,8.39141,7.82719,0.958546,3.04761,8.43612,7.81711,0.605592,2.79474,9.17848,8.00362,1.57087,-2.21037,2.54842,2.54454,0.314434,-1.86185,6.57333,6.48341,0.697748,2.32804,8.99771,8.79477,0.368946,1.14334,3.42961,2.91838,141,0,0,1,0.697748
3.48786,0.953332,3.6463,3.56158,4.4064,0.665626,3.25203,3.19738,3.39,0.732276,3.38277,3.25093,3.48786,-2.18826,2.5378,2.4541,1.59366,-1.18311,2.29195,1.98359,1.26581,-1.80788,2.3966,1.83704,0.922831,1.3667,3.8002,3.7889,1.30972,-2.34844,2.0735,2.06803,0.688971,-0.445912,1.67251,1.48237,2.70266,0.528484,3.07673,3.06039,324,7,3.52427,6,4.58991
4.15349,0.976882,-1.75681,-1.69927,1.34621,1.9497,-1.95007,-1.57027,1.40345,1.16472,-1.97724,-1.50029,4.15349,-2.16471,1.10625,1.05759,4.64551,-1.9869,0.929783,0.893983,4.30736,-1.87686,1.0434,0.977614,1.16627,0.774035,-0.972591,-0.967268,1.97716,-1.91223,1.40024,1.39804,2.33249,-1.84688,0.637297,0.625052,0.550391,2.10371,-2.59049,-2.2998,295,6,3.55072,9,5.91726
2.43191,-1.72753,-4.74894,-4.58776,2.80337,-1.30417,-4.53145,-4.4056,1.86407,-1.12396,-4.5283,-4.18163,2.43191,1.41406,-4.58797,-4.42681,2.47461,0.930124,-4.17123,-4.01485,1.58256,0.668387,-4.29091,-3.85582,0.585949,-2.27739,-3.44912,-3.42158,0.335683,-0.529398,-2.59079,-2.51202,1.49331,0.87928,-4.30966,-4.25781,1.71248,-0.805828,-4.50025,-4.46034,218,5,1.90887,5,2.42687
1.78961,0.285575,-1.58373,-1.34495,0.764965,-0.808688,-2.22646,-1.47908,1.55689,-0.0419383,-1.61985,-1.22518,1.78961,-2.85602,-2.97165,-2.70742,2.86983,-3.10474,-2.45914,-2.34035,1.83407,-3.10461,-3.00505,-2.6526,0.798921,1.24872,-1.25832,-1.24556,1.3357,3.09248,-2.10303,-2.09776,0.51625,-2.88025,-3.92564,-3.60127,1.5409,-0.563535,-1.2562,-1.21496,80,3,1.84266,0,0
1.50703,-0.845516,3.6528,3.30923,1.58615,-0.855648,3.50213,3.18351,1.41989,-0.880025,3.80598,3.30561,1.50703,2.29608,1.99342,1.66676,2.10237,2.20224,2.08624,1.88814,1.48979,2.07596,1.93548,1.49469,1.71389,-0.732358,3.26829,3.265,1.06117,1.13297,1.48047,1.47274,1.22,2.85692,1.58179,1.51255,0.373371,3.00304,3.92301,3.4182,162,1,1.71389,5,1.16662
1.486,1.42782,-2.78879,-2.44133,1.55792,1.78666,-8.42258,-8.09459,0.187932,0.594575,-10.1691,-7.86924,1.486,-1.71377,-1.52028,-1.21262,1.61947,-2.87276,-1.27157,-1.01943,1.38776,-2.52365,-1.40982,-0.983259,0.830689,-1.22779,-7.77594,-7.76202,0.72296,-1.25347,-0.49866,-0.490285,1.36175,-3.05546,-1.29393,-1.24126,0.896148,1.70927,-8.09008,-7.95756,62,0,0,3,2.04338
0.321975,-0.147759,-3.90372,-2.35116,0.749245,-0.578001,-3.1024,-2.30486,0.0496405,-0.664723,-6.70382,-3.07945,0.321975,2.99383,-1.94027,-0.665186,0.188152,0.761068,-2.46857,-0.676576,0.15961,-2.17104,0.486291,0.0431096,0.309786,-0.667814,-1.5578,-1.47391,0.765133,1.7489,0.387327,0.38133,0.885903,-1.51953,-0.249256,-0.218256,0.260145,2.47319,-5.01209,-4.24908,95,2,0.126326,0,0
2.35557,3.13742,-6.50445,-6.33425,2.42989,-3.04093,-6.53706,-6.37563,2.41534,-3.13019,-6.81778,-6.58399,2.35557,-0.00417617,-6.3238,-6.15361,2.27013,-0.0858983,-6.28689,-6.10575,2.00648,-0.113146,-6.05539,-5.74408,1.8646,2.75162,-6.434,-6.4312,0.449918,-2.01518,-5.5333,-5.48736,2.19444,0.081971,-5.8231,-5.79842,1.00954,-2.3241,-6.94371,-6.8365,51,0,0,2,2.28432
0.385856,-2.29549,-8.38865,-6.99885,1.89642,-1.77273,-6.72346,-6.48051,1.38541,-1.96925,-7.1073,-6.59037,0.385856,0.846106,-6.1408,-4.75107,1.21044,-0.475823,-5.32438,-4.85918,1.50678,0.132969,-5.82002,-5.35557,1.02497,-1.26221,-7.09675,-7.08756,0.519243,1.64338,-6.14514,-6.11026,1.56383,-0.204847,-5.13469,-5.0872,0.900393,-2.80153,-6.22121,-6.08979,41,0,0,2,1.08308
2.04448,0.18028,6.454,6.23866,3.49474,0.443236,5.8715,5.78695,2.68479,0.367976,6.06793,5.87108,2.04448,-2.96131,3.90695,3.69183,1.65783,-1.5516,3.77934,3.48072,0.663537,-1.86971,3.98307,2.89284,2.43759,0.557951,5.73841,5.73677,0.743843,-0.280095,3.30673,3.28948,1.00606,-2.70164,2.72809,2.62124,0.544603,-0.63897,6.60468,6.30479,80,2,2.84815,1,0.0913619
2.08882,2.19032,-2.90789,-2.70149,1.7646,1.111,-3.14772,-2.87713,1.85048,1.13939,-3.50187,-3.15233,2.08882,-0.951273,-0.619361,-0.513063,2.00171,-0.543973,-0.52133,-0.423569,1.85129,-0.506103,-0.148805,-0.10503,0.609074,0.452119,-4.15944,-4.13387,0.228449,-1.23893,-1.92954,-1.77857,1.68842,-0.415464,0.288279,0.276987,1.43277,1.41248,-2.7511,-2.69549,100,1,0.299173,1,1.68842
0.688749,1.31048,5.13852,4.26469,0.29941,-2.65901,-0.255211,-0.0504789,0.510131,-2.65489,1.66618,0.630586,0.688749,-1.83111,7.1434,6.2694,1.48079,-1.18254,6.39924,6.04618,1.08631,-1.5128,7.11042,6.42394,0.682341,-2.58972,-0.306865,-0.300823,1.17295,-0.901635,6.12412,6.11709,0.684696,-2.89898,7.05666,6.84735,0.176449,0.741272,2.84618,1.78254,174,3,0.907957,2,1.09233
0.891484,-0.392646,-4.94438,-4.27294,1.12499,0.744445,-4.58215,-4.0715,0.158719,-0.499311,-7.4932,-5.02583,0.891484,2.74895,-2.59925,-1.94288,2.43495,2.21408,-2.41652,-2.25865,2.30688,2.21788,-2.23532,-1.99118,0.887388,-0.416599,-5.35625,-5.34403,1.28411,2.13101,-2.6114,-2.60559,1.03363,2.32587,-1.39812,-1.30826,0.72933,2.74297,-4.89004,-4.70147,103,2,0.761664,2,1.82261
3.58527,0.698898,1.98605,1.90862,3.38518,0.490443,1.97065,1.88473,4.2896,0.438177,2.04373,1.96028,3.58527,-2.44269,1.58715,1.51346,3.96513,-2.34215,1.65561,1.59373,2.91289,-2.35839,1.5378,1.38368,0.380878,0.401911,0.867536,0.824144,2.37932,-2.20566,1.14776,1.14635,0.66787,-2.93122,2.23792,2.02605,3.90899,0.44171,2.11128,2.1036,92,2,4.14616,2,2.4621
5.27842,-2.4465,3.73347,3.69469,5.88653,-2.53071,3.8426,3.81117,3.27757,-2.55784,3.85862,3.71853,5.27842,0.695089,5.65936,5.62053,5.47595,0.717462,5.58761,5.55143,4.02437,0.697075,5.55653,5.45927,2.40266,-2.22797,3.73787,3.73619,1.84262,1.16844,5.55734,5.55448,2.52534,0.35935,5.4096,5.39085,1.27068,3.06614,3.75758,3.68737,92,5,4.29183,6,4.9628
2.8508,-2.28014,1.26735,1.16493,1.78596,-2.68007,1.03872,0.842925,1.27701,-2.45025,1.06909,0.673719,2.8508,0.861452,4.24523,4.12308,3.70372,0.95877,4.00788,3.93199,2.01648,0.886037,4.19908,3.89025,0.453623,0.226057,0.432277,0.414205,1.73814,0.539215,3.65781,3.6546,0.703458,1.88308,4.556,4.35583,1.69468,-2.57064,0.770266,0.744226,334,7,3.44517,5,3.61091
2.45691,2.3815,1.82659,1.67747,2.64739,2.69783,1.794,1.66332,1.18926,2.70162,1.72666,1.1744,2.45691,-0.76009,2.72356,2.56675,2.44751,-1.02806,2.70977,2.55197,1.46954,-1.32121,3.46031,2.98214,1.30153,3.0803,0.837558,0.833651,0.436748,1.20013,2.86009,2.81181,1.84251,-1.45943,3.05778,3.02327,0.481576,1.08915,2.13847,1.79342,306,5,0.783929,9,4.2972
1.88472,-0.764419,3.24264,2.99827,2.08302,-0.677666,3.31285,3.10466,1.76779,-0.828595,3.75938,3.38597,1.88472,2.37717,2.8069,2.56386,1.50273,2.30725,2.75172,2.41007,0.67638,2.04892,3.17299,2.11006,1.61673,-0.574847,3.71562,3.71192,0.691618,-2.86387,1.4638,1.4459,0.865784,1.1497,2.73561,2.5962,0.453714,-1.93594,3.03891,2.65104,87,1,1.61673,6,1.11895
1.33269,-1.99422,-2.67081,-2.2676,1.41808,-2.38627,-2.74979,-2.37887,1.52789,-2.87967,-2.55152,-2.10432,1.33269,1.14737,-3.3161,-2.90857,1.56056,1.31285,-3.07558,-2.75037,1.21956,1.49794,-3.98299,-3.38108,1.37551,-2.6521,-1.6605,-1.65574,1.26417,2.05631,-3.65242,-3.64637,0.685791,0.143747,-3.19523,-2.98733,0.362753,2.37703,-3.54077,-3.01829,77,1,0.0740345,2,1.88837
2.27483,-0.479113,0.693737,0.591625,3.65843,0.492396,0.580645,0.541141,2.17188,0.842225,0.810503,0.639919,2.27483,2.66248,2.09883,1.9247,3.02795,1.96739,1.69527,1.59344,1.90055,2.11769,2.17279,1.84771,0.55405,-0.570928,0.180319,0.174912,0.86366,1.12503,2.2659,2.25329,1.60127,2.58637,1.67397,1.63178,2.1555,1.09889,0.780698,0.764125,208,9,7.42849,3,2.43399
1.34372,-0.7939,-0.888064,-0.630878,1.81897,-0.455907,-0.518885,-0.407186,0.733265,-0.400532,-1.2264,-0.542967,1.34372,2.34769,0.583109,0.400691,1.16754,2.77733,1.17819,0.811179,0.838152,2.05229,1.79373,1.0148,1.21107,-0.179789,-0.34241,-0.340242,0.421812,0.880059,2.34845,2.29749,0.778463,2.57517,0.330298,0.280349,0.520951,-3.00809,-1.1269,-0.883077,79,3,1.73262,2,0.181841
2.86696,1.2373,3.10107,2.98064,3.57198,1.12949,2.8933,2.81263,2.00892,1.26863,3.38425,3.07449,2.86696,-1.90429,0.95396,0.866748,2.70914,-1.96885,0.971635,0.874458,2.19488,-1.88705,0.89152,0.711485,0.775565,2.01234,2.35331,2.33766,0.832123,-1.38211,-0.0779487,-0.076877,1.52085,-2.15492,1.19846,1.15705,1.53099,0.918559,3.50879,3.45943,87,2,1.67471,3,2.2899
1.94974,-0.79472,-3.03772,-2.80662,1.56795,-0.66643,-3.2911,-2.96745,1.18265,-0.719178,-3.95106,-3.32753,1.94974,2.34687,-3.09298,-2.86174,2.34956,2.25894,-2.87108,-2.70144,1.11877,2.48445,-2.50517,-1.85843,0.771189,-1.70376,-2.67554,-2.65958,0.485304,-0.888204,-1.90545,-1.8675,1.59505,2.41472,-1.89933,-1.85568,0.992106,-0.0148249,-3.92669,-3.81617,114,2,0.627162,4,1.88322
1.72094,-0.721273,4.37392,4.09147,1.43776,0.199519,4.71918,4.35106,1.22915,0.0731521,5.18278,4.58561,1.72094,2.42032,2.79835,2.51857,0.987891,2.09915,3.09516,2.50205,0.863687,2.06599,3.05466,2.19795,0.533722,2.2632,4.46911,4.43604,1.09653,2.47357,2.64689,2.63894,0.457575,0.177316,1.86632,1.5065,1.59913,-0.202094,4.68058,4.63507,83,4,3.01855,2,1.14937
3.04653,-2.40892,-6.34947,-6.24094,3.21686,-2.5144,-6.26003,-6.16166,2.96452,-2.38365,-6.46636,-6.29966,3.04653,0.732673,-5.80088,-5.69235,3.03924,0.822405,-5.87154,-5.76254,2.75892,0.889715,-5.70238,-5.51423,1.46109,-2.80767,-6.71234,-6.7078,0.666905,2.07969,-5.34436,-5.32293,2.58624,0.647974,-5.58192,-5.56402,1.73996,-2.03089,-6.00415,-5.96543,301,5,3.95633,3,4.45447
3.07186,1.31958,-6.14954,-6.04262,2.61111,1.5367,-6.0191,-5.8765,1.52999,1.56735,-6.60489,-6.14963,3.07186,-1.82201,-7.44163,-7.3347,3.0334,-2.01676,-7.53446,-7.42509,2.72211,-2.13233,-7.45534,-7.26294,0.564275,1.5724,-5.00268,-4.97299,1.51228,-2.70921,-7.42925,-7.42501,1.67214,-1.61649,-7.16341,-7.12162,0.965732,1.5644,-6.98783,-6.87175,78,1,0.965732,4,3.424
2.61133,0.432189,1.74285,1.60995,3.49204,0.230013,1.44632,1.37121,2.61655,0.403662,1.68327,1.49443,2.61133,-2.7094,-2.78805,-2.64672,3.08672,2.88255,-2.58024,-2.47559,2.14351,2.79644,-3.00738,-2.72744,2.53126,0.239179,1.5564,1.55501,2.08799,3.03912,-2.63688,-2.63468,0.515158,1.45417,-3.32118,-2.99664,0.431345,1.69386,1.63589,1.26212,58,2,3.0549,2,3.50473
2.74929,2.80784,-1.14066,-1.03695,2.78025,2.66807,-1.17672,-1.07338,1.83632,2.27486,-1.73585,-1.41125,2.74929,-0.333754,-0.455184,-0.402562,2.48998,-0.693312,-0.289775,-0.249119,2.35399,-0.394214,-0.0965371,-0.0757147,1.19221,1.73185,-1.89172,-1.88522,0.411987,1.08562,0.729084,0.695832,2.35262,-0.569504,-0.233897,-0.228997,1.0221,2.92175,-0.98961,-0.912041,82,2,1.36749,3,3.2468
2.70436,-2.23216,2.38189,2.25037,3.73408,-2.41579,2.06935,1.99707,2.86689,-2.41298,2.11282,1.94243,2.70436,0.909433,2.69065,2.55794,1.81659,1.59382,3.08689,2.82836,0.771095,1.5084,3.12754,2.17653,2.24775,-2.50239,2.24157,2.23969,1.26859,1.40676,2.32006,2.31416,0.507543,-1.88961,2.25289,1.93015,0.659397,-2.10373,1.38127,1.19056,240,6,4.2571,2,0.495461
1.42884,-1.55035,5.93969,5.56823,2.5533,-1.78627,5.4779,5.32966,1.97093,-1.7103,5.73856,5.41889,1.42884,1.59124,4.53932,4.16798,0.999872,1.27902,4.84434,4.25506,0.67428,1.99845,5.14022,4.06175,1.73989,-1.86875,5.76239,5.75919,0.426654,1.59212,2.72622,2.67585,0.328887,2.53682,5.80011,5.21032,0.373216,-0.883808,5.05854,4.55286,88,2,1.92194,1,0.073089
