cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,d3_pT,d3_phi,d3_eta,d3_rap,d3bar_pT,d3bar_phi,d3bar_eta,d3bar_rap,d4_pT,d4_phi,d4_eta,d4_rap,d4bar_pT,d4bar_phi,d4bar_eta,d4bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
1.98133,-1.501,3.22194,2.99631,3.89896,-1.24907,2.76408,2.69565,2.84601,-1.25018,2.751,2.55746,1.98133,1.6406,2.03112,1.81414,1.46793,1.11213,2.6287,2.27657,1.11144,1.18105,3.43527,2.72854,0.332133,0.0520113,3.44427,3.36314,0.735167,2.36921,2.52214,2.50467,2.7764,-1.36578,2.51152,2.44863,1.07963,0.497312,3.15858,2.84214,1.67368,-1.32584,2.52753,2.48637,1.10608,-1.42624,2.48373,2.39427,0.390015,0.660741,3.31203,2.83596,0.697704,0.406236,3.04853,2.84669,85,4,3.10725,1,0.390015
1.91647,-1.27536,-3.73389,-3.49531,2.98054,-1.37385,-3.81488,-3.70212,3.24549,-1.11346,-3.98109,-3.82459,1.91647,1.86623,-4.09804,-3.85928,1.2147,2.40512,-4.60811,-4.14515,0.511504,2.62534,-5.19746,-3.81758,0.450967,0.188914,-4.03582,-3.99011,0.420351,0.509394,-2.94487,-2.89289,3.15599,-1.25167,-3.85043,-3.80092,0.813215,3.08314,-4.64379,-4.17058,1.27101,-1.20234,-3.91002,-3.83982,1.88756,-1.28488,-3.80678,-3.77373,0.254916,-3.102,-4.8669,-4.08799,0.56008,3.03857,-4.51942,-4.23207,96,6,4.14737,2,0.608518
0.162818,0.806127,-8.63265,-6.40621,0.160295,2.72782,-8.65043,-6.40855,0.53535,-1.76967,-8.37978,-7.042,0.162818,-2.33547,-6.92156,-4.69519,0.249706,-2.45308,-6.50492,-4.69839,0.614939,2.62268,-5.5617,-4.3518,0.633993,-2.72343,-7.72184,-7.69818,0.298875,1.08502,-3.07473,-2.97656,0.543844,-0.513902,-7.41381,-6.65711,0.674758,3.08128,-5.42771,-4.83202,0.341911,-0.538485,-7.02244,-6.4592,0.202212,-0.472328,-7.84963,-6.87951,0.206559,-2.90909,-5.77385,-4.82195,0.480702,2.95692,-5.19988,-4.83984,81,1,0.122906,1,0.480702
4.19738,-0.633864,-0.97808,-0.933473,3.03222,-0.0983509,-0.702757,-0.638718,1.6493,-0.121374,-0.430014,-0.281042,4.19738,2.50773,-4.32678,-4.2667,4.85097,1.47924,-4.22448,-4.17885,4.15049,1.40142,-4.21605,-4.11465,0.800714,0.586567,0.28958,0.285392,2.10807,1.55613,-4.39258,-4.3904,1.16395,-0.585162,-0.756141,-0.589876,2.09296,1.24558,-3.9694,-3.86371,0.556725,-0.390619,-0.858494,-0.672367,0.627034,-0.757658,-0.637747,-0.512952,0.809624,1.24927,-4.08479,-3.92683,1.28335,1.24326,-3.88911,-3.82017,150,5,2.1542,4,4.46891
1.54838,1.99662,-5.3075,-4.97657,0.656068,-3.0213,-6.26656,-5.3521,1.19459,-2.80359,-5.90823,-5.25201,1.54838,-1.14498,-3.00633,-2.67766,1.30971,-1.79207,-2.99962,-2.58386,1.09082,-1.64598,-2.91313,-2.19834,0.357941,-0.551317,-6.09859,-6.02783,0.303388,0.816281,-1.28005,-1.19893,1.44703,-2.99691,-5.2664,-5.06691,1.34048,-1.78866,-2.65743,-2.42828,0.892899,-2.9503,-5.15753,-5.02417,0.556657,-3.07171,-5.41562,-5.1255,0.635339,-1.81203,-2.84102,-2.60688,0.705466,-1.76762,-2.45702,-2.26128,195,3,1.04625,3,1.78592
2.56242,3.064,1.82184,1.68314,2.00584,2.67358,1.7083,1.50353,1.46318,2.86394,2.27986,1.78151,2.56242,-0.0775914,2.55675,2.41146,2.17577,-0.0703236,2.78767,2.59504,3.16573,-0.00536341,2.83796,2.67583,1.01649,3.01,1.2393,1.23141,2.02026,-0.0892418,2.93517,2.9328,0.480841,2.55118,3.12635,2.28914,1.16493,0.140447,2.62299,2.3423,0.186003,2.47914,3.1351,2.10565,0.295624,2.59648,3.11813,2.45752,0.661673,0.0351551,2.67713,2.45846,0.511668,0.276779,2.53072,2.20753,212,2,0.52111,9,4.54221
2.80669,2.9474,4.3331,4.20752,2.30019,-2.40598,4.21242,4.03534,2.12449,-2.63317,4.05033,3.7407,2.80669,-0.194188,5.09939,4.97378,3.64893,-0.87142,4.92627,4.84821,2.83134,-0.783564,5.2102,5.01305,0.221495,1.05588,3.09326,2.92689,1.49823,-0.755003,5.44201,5.43769,2.31649,-2.58338,3.92312,3.83432,1.33441,-0.815633,4.86224,4.63095,1.3601,-2.61463,3.83121,3.76939,0.957997,-2.539,4.03912,3.92145,0.702288,-1.00729,4.82178,4.62104,0.658704,-0.611126,4.86415,4.6413,158,4,2.78577,5,3.17081
2.48295,-1.699,-3.92049,-3.76507,3.52472,-2.16396,-3.46967,-3.38662,2.64534,-2.09405,-3.30281,-3.08323,2.48295,1.44259,-3.58648,-3.4312,2.4622,2.11301,-3.36976,-3.21238,1.74964,1.89571,-3.96169,-3.55318,1.65957,-2.16282,-3.42466,-3.42114,0.409927,2.70618,-4.72324,-4.66841,0.996247,-1.97932,-3.04634,-2.69085,1.4969,1.69594,-3.42146,-3.23278,0.621383,-1.92618,-3.03907,-2.79585,0.377189,-2.06695,-3.05211,-2.55687,0.953659,1.72149,-3.3583,-3.23991,0.5441,1.65116,-3.52196,-3.22237,106,5,3.28584,2,1.49776
1.83413,-2.75519,-0.72144,-0.575828,1.4904,-2.44621,-0.675223,-0.492735,1.33464,-2.16234,-1.49876,-1.01166,1.83413,0.386407,-6.36765,-6.11159,1.24043,0.492101,-5.60539,-5.15486,1.34028,-0.0285997,-6.00825,-5.43343,0.361928,-1.257,-2.31783,-2.24993,1.01325,-0.707585,-5.64062,-5.63122,1.14707,-2.41317,-0.79973,-0.622356,0.842229,0.82786,-5.73169,-5.28012,0.533736,-2.17996,-0.817302,-0.627135,0.639785,-2.60718,-0.756944,-0.618057,0.42818,1.04727,-5.83781,-5.41503,0.434429,0.611656,-5.56061,-5.14605,335,6,2.062,0,0
2.64019,0.365335,4.4908,4.35097,4.98664,0.248674,3.85884,3.81557,2.64542,0.388876,4.14509,3.92491,2.64019,-2.77626,2.3206,2.1838,2.28933,-3.00229,2.58736,2.41117,2.5063,-2.94903,2.75576,2.51798,1.85101,0.44869,3.67686,3.67402,0.234557,-1.51725,3.81873,3.66734,0.805351,0.251045,4.75811,4.27947,2.48468,-3.04265,2.45053,2.37417,0.344545,0.0723767,5.00539,4.44741,0.470294,0.381616,4.50232,4.13103,1.50802,-3.04179,2.37861,2.32862,0.976663,-3.04399,2.55243,2.4402,197,6,4.46302,6,3.35548
