cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,d3_pT,d3_phi,d3_eta,d3_rap,d3bar_pT,d3bar_phi,d3bar_eta,d3bar_rap,d4_pT,d4_phi,d4_eta,d4_rap,d4bar_pT,d4bar_phi,d4bar_eta,d4bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
1.32361,2.48851,0.953782,0.678033,1.33028,1.4782,0.813775,0.570154,1.48909,2.09338,1.50592,0.996395,1.32361,-0.65308,-2.25688,-1.8575,1.59685,0.445543,-1.76471,-1.38713,0.906725,0.587695,-2.47198,-1.51627,0.245884,-1.89316,1.99729,0.821327,0.775609,1.62112,-2.39631,-1.95736,1.66251,1.98253,1.12911,1.09459,0.838897,-0.330075,-1.09137,-0.974624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,1.66251,1,0.52462
0.644302,1.577,-8.4377,-7.50798,0.326285,1.63187,-9.10843,-7.55986,0.266018,1.12876,-10.0623,-7.9044,0.644302,-1.56459,-6.23053,-5.30084,0.933124,-1.54084,-5.99952,-5.36129,0.375749,-0.723099,-6.49551,-4.67643,0.35071,2.72563,-8.23484,-7.18537,0.662067,0.888142,-5.66517,-5.11449,0.445677,0.223394,-9.30801,-8.90329,0.774362,-1.74727,-4.31135,-4.13859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
1.0114,-0.404146,-5.1012,-4.51977,1.35307,-0.570631,-4.91955,-4.51884,1.12181,-0.895626,-5.67529,-4.85543,1.0114,2.73745,-6.37386,-5.79236,0.586103,-2.72045,-6.08176,-5.07103,0.397455,-1.83827,-6.91053,-5.146,1.45033,-1.29368,-4.91198,-4.73719,0.887798,-0.721609,-5.76181,-5.38684,0.601939,1.04063,-5.37504,-5.11465,0.797853,2.88413,-4.98214,-4.81787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,1.17484,0,0
0.523659,-1.87372,9.04872,7.93884,0.646777,-1.7058,8.84762,7.92114,0.678133,-1.72184,9.54944,8.29187,0.523659,1.26787,7.30792,6.19805,0.411922,0.927931,7.51019,6.18145,0.775759,1.92997,6.81413,5.67874,0.523891,1.41949,8.91286,8.19442,0.990499,1.63626,6.4696,6.14938,1.20202,-1.72196,8.4515,8.37241,0.33455,-2.24131,5.30456,4.72111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,3,1.47022
1.43438,0.371359,-3.24426,-2.87648,2.82642,0.0483478,-3.44315,-3.31936,2.50533,0.211755,-3.49755,-3.19536,1.43438,-2.77023,-7.03876,-6.66932,2.30009,-2.41953,-6.54264,-6.36545,2.15361,-2.42681,-6.3332,-5.95581,0.736279,1.13322,-3.68966,-3.20833,0.422194,3.10987,-6.37499,-5.48424,2.14198,-0.0655682,-3.21452,-3.18833,1.86585,-2.27254,-6.24797,-6.21361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,2.14198,2,2.0505
1.5427,1.37666,2.80582,2.47651,1.84769,1.59866,2.6558,2.4059,1.73163,1.54243,3.24516,2.74318,1.5427,-1.76493,0.583965,0.429552,1.22364,-0.669879,0.463906,0.29938,0.898572,-1.08003,-0.052189,-0.0190964,1.34559,0.878655,3.10069,2.90355,0.9465,-2.11269,0.304002,0.21752,1.06701,2.43224,2.61786,2.52061,0.911849,0.0201661,-0.363811,-0.320908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2,2.0319,2,0.817384
1.76311,0.702712,-1.45741,-1.2205,1.62102,0.719636,-1.66466,-1.38378,0.70599,-1.79363,-2.75498,-1.57411,1.76311,-2.43888,-0.945612,-0.757818,1.80691,-2.27884,-0.720225,-0.554783,1.92814,-2.03179,-0.421771,-0.276498,0.701804,-1.6615,-2.73133,-2.22624,0.804933,-1.79806,0.520167,0.347157,0.0930342,3.02974,-1.32299,-0.315287,1.16017,-2.19317,-0.94989,-0.888646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,2,1.12477,2,1.48343
2.27551,-1.88289,0.42666,0.359349,2.43111,-2.26306,0.455835,0.391437,2.76687,-2.36332,0.750029,0.597689,2.27551,1.25871,-3.09655,-2.91701,1.77199,2.59619,-3.64746,-3.37778,3.12487,2.55019,-3.22128,-3.00774,1.71061,-2.59623,1.08732,0.985267,2.08856,2.96593,-3.00995,-2.91853,1.17102,-2.01941,0.0227122,0.0209035,1.47844,1.94305,-3.19195,-3.13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,6,3.42177,3,3.73735
0.565038,-0.950847,-8.37132,-7.32865,0.233035,1.73424,-9.26408,-7.39012,0.463761,-1.54702,-9.43553,-7.81998,0.565038,2.19075,-5.45486,-4.41232,0.424622,2.57017,-5.67539,-4.37497,0.467234,3.02118,-5.17839,-3.57076,0.832061,-3.12747,-8.25418,-7.84394,1.1109,2.95382,-4.01907,-3.75007,0.956476,-0.492059,-7.91188,-7.79211,0.645497,-0.23652,-3.48709,-3.25444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0
2.08819,0.248756,1.75729,1.56385,1.66543,-0.952373,1.065,0.845323,0.844345,-0.856978,1.36179,0.595799,2.08819,-2.89284,2.27584,2.07315,2.80026,-2.47362,2.20351,2.08082,2.4337,-2.40996,2.50878,2.1982,1.28692,-1.21574,0.927137,0.779748,1.04976,-2.36848,3.05885,2.76702,0.578135,1.38741,0.286741,0.218572,1.38553,-2.44139,1.70853,1.65195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,1.5122,1,1.04976
4.43828,0.0396573,-3.04107,-2.98725,5.81773,0.620518,-2.75537,-2.72346,2.67507,2.75779,-2.01702,-1.75527,4.43828,-3.10194,-2.86181,-2.8081,4.68536,2.47969,-2.73542,-2.68706,4.95438,2.4871,-2.6084,-2.513,1.72214,2.25839,-1.73091,-1.60986,3.52507,2.25687,-2.49216,-2.45841,1.42596,-2.90867,-1.99891,-1.94364,1.72179,2.97323,-2.66364,-2.62393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,8,8.73841,8,7.81186
0.324389,-0.367849,9.3118,7.75766,0.286097,-1.14611,9.44102,7.76627,0.221473,1.8926,10.9082,8.5691,0.324389,2.77374,7.71732,6.16319,0.33252,2.94704,7.68917,6.15866,0.246165,3.00621,7.71276,5.47826,0.678496,2.36994,9.64794,9.11347,0.965871,-2.53193,5.73685,5.40457,0.492407,-0.563515,8.07865,7.72679,0.802473,0.819173,5.74592,5.58324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
1.24812,0.570084,1.46994,1.08895,1.12394,1.17797,1.91184,1.43651,0.515996,2.08117,0.616447,0.143965,1.24812,-2.57151,1.99449,1.57289,1.91721,-3.06323,1.66907,1.45066,0.84382,3.0255,3.10748,2.06115,1.08845,2.71561,0.0684058,0.0518295,1.39632,3.01375,2.30717,2.12527,0.739112,0.000648981,0.350126,0.292229,0.552651,-0.145784,2.20377,1.91653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,1,0.129784
1.92526,-2.8221,5.18012,4.94295,1.59778,-2.22294,4.96548,4.64953,2.04721,-2.75359,5.55103,5.14616,1.92526,0.319492,5.0723,4.83514,3.05458,-0.233407,4.79492,4.64441,2.16336,-7.36657e-05,4.93294,4.55799,1.02843,2.90915,5.03524,4.73247,1.8352,-0.44221,4.77159,4.65551,1.35008,-2.29478,5.61079,5.5471,0.933399,0.999535,4.49383,4.3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,1.35008,3,2.53688
0.823017,-2.3309,3.63029,2.90079,0.520884,0.628401,3.93169,2.82024,0.644071,0.654241,3.25871,1.97168,0.823017,0.810695,5.87507,5.14326,1.86724,0.957123,5.15436,4.90542,0.728097,0.615472,7.10033,5.90771,0.665121,2.32844,2.15984,1.63737,0.808237,1.97007,6.57295,6.14625,0.972443,-0.0939523,2.4373,2.32299,0.964827,-0.3428,5.75429,5.63636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0
1.07758,1.12374,5.83859,5.2998,1.11686,0.429114,5.71585,5.20039,1.27798,1.69214,6.09844,5.3808,1.07758,-2.01785,3.95116,3.41306,1.66793,-2.81784,3.91288,3.61688,1.1329,-3.10483,3.7077,2.89815,0.518453,-0.0643424,6.10007,5.37367,0.462432,-1.0328,3.62772,2.81435,1.46515,2.04733,5.44033,5.38575,1.41448,2.88757,3.01469,2.95664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1,0.0215164,0,0
3.49716,-0.576558,1.24365,1.17306,2.60255,-0.346512,1.40417,1.27916,2.44855,-0.810139,1.36686,1.1029,3.49716,2.56504,-0.552621,-0.511522,4.69068,-3.10695,-0.706742,-0.667134,3.30092,3.11823,-0.925102,-0.789183,0.0948029,-0.688145,3.32169,1.13266,2.72088,-2.88413,-0.803418,-0.766594,2.35448,-0.815039,1.10872,1.09123,1.01983,2.28605,-0.922072,-0.846449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2,2.51396,1,0.524998
0.568049,-1.62032,-8.01294,-6.97492,0.826738,-1.96669,-7.6366,-6.90824,1.28068,-2.12739,-8.09037,-7.37432,0.568049,1.52127,-6.04431,-5.00633,0.848055,2.35045,-5.78631,-5.07739,0.883409,1.94718,-4.98764,-3.96742,1.49979,-2.33876,-7.81106,-7.64591,1.33511,1.88449,-4.3994,-4.19878,0.365375,-0.0233413,-7.17563,-6.65113,0.456796,-1.37856,-3.82039,-3.42977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,1.49979,1,1.33511
4.27829,-0.311031,1.98217,1.92648,4.27071,-0.693051,1.81464,1.75965,0.750767,1.11688,-3.4363,-2.2809,4.27829,2.83056,0.874775,0.834579,4.98174,-3.04909,0.751734,0.724486,2.36907,-2.36814,-2.21161,-1.89333,1.32563,0.931806,-2.47336,-2.27382,2.47919,-2.41958,-1.83173,-1.76836,0.603706,-2.44067,-2.55074,-2.29561,0.166338,-0.0998727,-3.6328,-2.49024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,6,4.52062,6,5.65911
0.450966,-1.07838,-5.38372,-4.13886,0.855277,-2.30172,-4.7927,-4.09037,0.174378,-3.06709,-5.92178,-3.34657,0.450966,2.06322,-7.53359,-6.28849,2.05851,2.44965,-5.99967,-5.78672,1.93502,2.63257,-6.4602,-6.02326,0.875483,2.17703,-3.93837,-3.5564,1.16237,-2.85636,-6.1544,-5.90353,0.801293,-1.15326,-3.2253,-3.06282,1.39386,1.99547,-6.20407,-6.14409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,1.16237,1,1.39386
0.766001,-2.90745,-3.29592,-2.51323,1.11053,2.37105,-3.05607,-2.54094,0.934538,2.31363,-4.19878,-3.22817,0.766001,0.234141,-1.92178,-1.20611,0.259956,-0.659077,-2.84685,-1.17599,0.46652,-0.736385,-0.746764,-0.162838,0.657557,0.588901,-3.84775,-3.2934,0.837735,-1.79731,-0.741225,-0.516812,1.22237,2.87409,-3.24796,-3.17154,0.73345,0.755729,0.39552,0.329887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,0.0188531,1,0.220819
1.45039,2.63698,-7.95349,-7.58981,1.61551,2.66423,-7.88891,-7.57805,1.48884,2.94027,-8.4576,-7.85186,1.45039,-0.504608,-7.55141,-7.18774,1.29762,-0.565125,-7.60297,-7.17869,0.675363,-0.437035,-7.93484,-6.6735,1.29416,-2.76385,-8.3506,-8.1394,0.833446,-0.54122,-7.65212,-7.24281,0.816168,1.88965,-7.5399,-7.38187,0.176337,2.19071,-6.61611,-5.51955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,1,0.833446
1.33648,-2.56203,6.46118,6.05357,1.59229,-2.61918,6.32862,6.01102,1.61799,-2.58572,6.81171,6.26291,1.33648,0.579567,5.29149,4.88391,1.21461,1.13674,5.32467,4.86156,0.657553,1.19697,5.59072,4.30492,0.707334,-1.51415,7.10593,6.59839,0.609117,-2.94267,5.10975,4.50197,1.42211,-3.03762,6.05715,5.9994,1.11244,0.718787,4.21501,4.12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0
1.46923,-1.41097,1.54809,1.23344,0.965452,-1.38255,1.88708,1.32344,0.936246,-1.62145,3.0946,2.1362,1.46923,1.73062,0.646254,0.467172,1.83226,2.09388,0.54377,0.428561,1.45892,1.97625,0.0950581,0.0511864,0.9686,-0.989439,2.90591,2.57778,1.60898,2.4111,-0.00365176,-0.00315457,0.592772,-2.92814,1.65022,1.40771,0.677823,0.405002,0.211985,0.171324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3,1.08807,1,1.60898
0.506344,1.13721,-8.11487,-6.97491,0.252478,-0.674764,-8.74558,-6.94972,0.615934,1.58322,-8.43406,-7.08741,0.506344,-2.00438,-6.14708,-5.00716,1.00525,2.56937,-5.66277,-5.07708,0.52447,2.16637,-5.86724,-4.36939,0.38543,3.01174,-8.72646,-7.75882,1.00563,3.13113,-4.73434,-4.4213,0.678679,0.986211,-6.51502,-6.29992,0.827951,0.537144,-4.44964,-4.2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,1,0.113221
