cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,d3_pT,d3_phi,d3_eta,d3_rap,d3bar_pT,d3bar_phi,d3bar_eta,d3bar_rap,d4_pT,d4_phi,d4_eta,d4_rap,d4bar_pT,d4bar_phi,d4bar_eta,d4bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
0.896936,-1.26752,-0.0365582,-0.018765,2.80744,-1.51803,0.350824,0.310786,1.72173,-1.55187,-0.279487,-0.185343,0.896936,1.87407,3.18491,2.52258,0.86868,-1.21262,3.08533,2.40064,1.07957,-0.0854248,2.64938,1.93334,1.26373,-1.47414,-0.587555,-0.584361,0.356525,-2.50985,2.77337,2.70267,0.472122,-1.76126,0.596263,0.261933,1.36848,0.0866548,1.95852,1.745,0.221936,-1.90496,1.05738,0.498125,0.254466,-1.63604,0.0690245,0.0316444,0.507265,-0.0771315,2.13473,1.81437,0.871941,0.181657,1.82701,1.69598,124,6,2.69256,4,1.7962
0.357782,-0.125028,-5.4898,-4.02914,1.36703,0.565798,-4.16026,-3.76541,1.59294,0.660744,-3.87203,-3.40916,0.357782,3.01656,-3.17701,-1.74526,0.663774,-2.47606,-2.65877,-1.77811,0.413275,-2.29107,-2.62211,-1.14183,1.3296,0.837623,-3.13428,-3.12883,0.702569,-1.54823,-1.68403,-1.66599,0.368021,-0.0281835,-4.82845,-3.75463,0.486495,2.20546,-1.47003,-0.800195,0.186291,-0.404418,-4.96319,-3.92239,0.206437,0.309778,-4.541,-3.58918,0.375695,2.25748,-1.12534,-0.759551,0.113009,2.03172,-2.16154,-0.849976,148,1,0.199176,3,0.980365
0.660743,-2.33736,-0.81502,-0.358426,2.23563,-2.74819,0.177524,0.147655,1.6696,-2.63857,0.121104,0.0784451,0.660743,0.80423,2.10228,1.26221,1.36711,2.01145,1.93663,1.5652,1.18861,1.8121,2.40526,1.7668,0.100798,0.944584,-2.14373,-1.63344,0.329245,1.07895,3.21535,3.13301,1.76125,-2.61411,0.348738,0.302987,0.969328,2.04142,1.65265,1.31663,1.11328,-2.66947,0.301066,0.275883,0.652596,-2.51958,0.425994,0.343319,0.354691,1.86217,1.70551,1.2237,0.623534,2.14301,1.60765,1.3877,78,2,1.76587,0,0
1.22569,-0.628485,1.44521,1.05862,1.49939,-0.207494,1.61641,1.30566,0.937923,-0.335264,1.69336,0.970337,1.22569,2.51311,-0.0563367,-0.0356582,0.896845,0.640521,-0.349777,-0.182167,0.796939,0.456849,0.76198,0.309463,0.904812,-1.18223,1.00079,0.991856,0.778209,-0.5479,0.627012,0.618259,0.757853,0.772207,1.37282,0.954758,0.758624,1.50363,0.192828,0.115542,0.512404,0.812377,1.17122,0.916253,0.246722,0.688705,1.69943,1.00439,0.25544,1.22846,0.226485,0.104781,0.517469,1.63816,0.170855,0.123906,63,0,0,1,0.512404
2.23162,2.9338,-1.66104,-1.49002,2.67506,2.88008,-1.74323,-1.61574,2.19175,2.96981,-2.1439,-1.85892,2.23162,-0.207789,-1.05912,-0.918223,1.23582,-0.136974,-0.735607,-0.49111,0.907057,0.262967,-1.73759,-0.985185,0.562956,2.15595,-2.68484,-2.6553,0.445971,-3.0838,-1.22598,-1.18695,1.85098,-3.09044,-1.74107,-1.61854,1.34674,0.195449,-1.1021,-0.928976,0.724734,-3.13955,-1.86079,-1.68099,1.12768,-3.05889,-1.65503,-1.57405,0.849928,0.190632,-0.971963,-0.866585,0.496841,0.203689,-1.29715,-1.01648,115,0,0,4,1.18919
1.65042,-1.64065,-2.63818,-2.34128,2.08382,-0.44109,-2.42507,-2.22032,2.06372,-0.313972,-2.77044,-2.45046,1.65042,1.50094,1.00476,0.79026,1.17229,0.180499,1.41303,1.00955,0.56474,0.0215807,2.72036,1.48092,0.184792,-2.1507,-1.31368,-1.12448,0.683787,0.728165,2.12716,2.10734,2.11979,-0.229763,-2.72438,-2.62205,0.446182,-1.44895,1.88888,1.07401,0.802018,-0.216672,-2.82384,-2.66453,1.31789,-0.237729,-2.65859,-2.59361,0.212328,-1.95055,1.72653,0.933636,0.279335,-1.07479,1.84687,1.20704,133,3,2.40685,6,2.79634
2.15718,2.18831,-4.95384,-4.75666,3.66878,1.8194,-4.57345,-4.49618,2.95978,1.77206,-4.60728,-4.42419,2.15718,-0.95328,-4.17849,-3.9814,1.47232,-0.314541,-4.15133,-3.79561,0.975703,-0.196849,-4.26772,-3.45681,0.493284,3.06812,-4.53465,-4.49615,0.776116,0.657093,-3.92272,-3.90682,2.86557,1.60561,-4.47126,-4.41205,0.747857,-1.0953,-3.7057,-3.17295,1.77116,1.62398,-4.46293,-4.42553,1.09519,1.57589,-4.48389,-4.39142,0.19813,-1.00202,-4.25092,-3.26454,0.550897,-1.12881,-3.4009,-3.10704,144,4,3.19251,1,0.362144
1.07717,-2.67765,2.61311,2.08425,1.87014,-2.52685,2.11566,1.87639,1.63657,-2.33951,2.58318,2.1439,1.07717,0.463939,1.37994,0.940776,0.646431,0.0307056,1.64971,0.875748,0.862952,0.484719,0.439293,0.181111,0.417342,-1.23598,1.18913,1.14549,0.538623,-0.697348,-0.638805,-0.620679,1.49573,-2.59128,2.61337,2.42537,0.826116,1.13242,0.823064,0.549794,0.836563,-2.67586,2.66664,2.51891,0.66592,-2.48494,2.53139,2.31583,0.563536,1.22225,0.769244,0.600625,0.269633,0.9438,0.912988,0.482115,72,4,1.74712,1,0.269633
1.57408,-2.03884,1.80597,1.50599,1.25859,-1.29811,1.87448,1.46371,0.585869,-1.61155,3.0839,1.85236,1.57408,1.10275,0.930581,0.713194,2.47084,0.718829,0.791085,0.692347,1.81546,0.578849,0.79909,0.569914,0.534129,-2.5801,0.997728,0.972784,0.417059,2.12598,1.2603,1.21546,0.523443,-0.612619,3.09338,2.31496,1.8531,0.351909,0.48474,0.427087,0.234925,-0.801972,2.92441,2.09219,0.296039,-0.46269,3.18699,2.5267,1.16745,0.349239,0.380211,0.351409,0.685663,0.356456,0.651774,0.540487,130,1,0.153438,10,4.16686
1.16066,0.543691,6.4221,5.93103,2.40555,0.833703,5.67569,5.41857,1.5022,0.809651,5.45548,4.95572,1.16066,-2.5979,3.88722,3.39684,0.275109,-2.93685,5.21523,3.50351,0.352139,2.85934,4.88664,3.15167,0.444625,0.973774,6.20121,6.15422,0.390247,0.39923,2.16595,2.10742,1.06603,0.741452,4.82053,4.49598,0.69982,-3.06491,4.12533,3.55822,0.595407,0.896857,4.85763,4.59606,0.486601,0.550912,4.73813,4.38436,0.286713,3.00566,4.09074,3.40284,0.423903,-2.92169,4.12287,3.69468,246,4,1.57697,2,0.403965
